Customer,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
RE93978,89061,103,19,88,0,3
WX19595,0,198,4,31,0,9
EA55071,63774,111,18,63,0,1
HH45183,93308,92,20,56,0,1
NL75739,10375,66,10,95,0,2
XE96798,85950,69,5,61,0,1
UU12600,33402,109,7,66,0,4
NL39999,18129,71,23,59,0,1
ZN45349,0,66,29,58,0,8
EV34073,0,65,24,45,1,4
HM94328,20396,76,15,60,1,4
QX64770,13376,108,13,75,0,4
IN95983,32517,94,11,53,3,3
AD89594,28651,67,4,25,0,2
SQ37580,64964,66,9,84,0,5
IN64985,34112,77,32,68,0,6
UL96474,0,108,32,49,3,1
IG89777,81145,92,34,92,0,8
YJ14330,39894,134,23,87,0,2
NK20941,52447,90,5,57,0,7
XQ28930,0,69,31,69,2,2
LY73893,35398,71,26,41,0,7
II20035,26239,65,11,39,0,2
OH69760,0,70,4,64,0,7
WN45973,83013,103,2,75,0,2
UT21323,0,190,9,67,0,7
GM46746,86205,223,8,67,0,8
GZ64473,50414,69,25,34,0,1
FE93959,37496,65,1,36,0,2
YC33550,24224,71,7,64,0,1
MT91532,62338,92,9,61,0,4
XE65072,63483,83,4,84,0,3
AT72574,0,70,24,58,0,1
FP10040,38113,73,4,34,0,2
AQ51159,38676,72,24,33,0,2
HB21182,20200,65,3,51,3,1
SM17747,29038,69,14,61,0,1
YA87855,23179,91,11,79,0,9
MR52230,56598,88,29,29,0,2
FR54989,0,76,11,38,0,1
RW82766,46988,195,8,69,0,1
IX60941,20978,98,19,96,1,1
GQ26671,0,63,5,7,0,1
UH89141,59130,117,21,7,0,2
WO30947,31572,70,14,95,3,3
ZN86559,0,72,21,65,0,3
NZ73268,32646,119,25,84,0,1
YD80815,51791,181,10,46,1,1
BE54454,70828,62,8,18,0,4
JB76199,40903,61,12,5,0,1
PN68458,0,106,19,67,1,3
IM55696,24031,66,32,37,0,3
UD99395,84927,112,27,83,0,1
PA90653,0,72,20,11,0,2
WE64939,23893,73,19,21,0,1
KC67652,71255,138,28,16,0,4
FQ33633,37697,112,35,8,0,1
QS23134,33746,106,29,23,0,2
EZ70589,70263,93,30,66,0,5
KT91115,43367,118,6,20,0,1
RS66246,0,81,26,23,0,1
YX72707,0,66,12,20,1,4
LJ79533,11432,119,11,9,0,2
JQ95021,67249,86,25,4,0,1
ET88948,76839,68,12,85,0,3
GW43195,71210,214,8,89,1,2
MQ54182,49447,119,9,48,2,1
WM39308,98713,65,3,91,0,2
DK20428,26094,67,16,84,0,1
IZ67803,26990,65,9,60,1,2
VW65351,46644,84,34,19,0,1
SY36127,33462,72,12,9,0,1
LA20890,66880,71,7,54,0,1
EP48362,88680,66,5,66,0,2
BI46495,0,79,4,78,0,4
ON91363,75132,93,7,33,2,1
TG95261,0,122,15,47,0,9
EE59791,56617,74,18,24,0,3
IV84135,75638,83,6,52,4,2
TE11374,24982,109,20,52,4,7
GH12466,40348,83,6,56,0,1
PC43437,24083,63,22,2,1,2
PW98890,81538,66,3,46,0,1
BQ94892,62873,81,0,41,0,1
LA33814,66245,145,22,58,0,2
WM87004,0,102,22,20,0,2
OL28902,26303,165,16,47,0,1
VW88885,58620,71,11,51,0,2
OQ51004,18375,103,8,50,0,1
GJ88864,30944,92,15,46,0,1
AF69537,59630,185,9,67,0,1
TX11163,53957,184,19,80,0,1
FG43850,44385,97,6,31,0,7
WY37677,0,119,1,58,0,7
WY80801,25561,163,3,25,0,2
GZ90429,85956,145,0,85,0,1
SX89429,0,61,26,79,1,1
FW35631,37406,122,23,38,1,1
HM20848,39053,114,5,66,0,1
FO49408,24475,84,11,55,3,1
LL95376,92296,69,4,65,0,1
UK49045,29484,93,19,51,0,2
JA24437,0,114,19,50,0,3
TU77462,48088,94,25,73,0,4
DA26490,21366,63,20,47,0,3
JC37131,17101,113,1,88,0,2
YZ77792,0,64,3,59,0,4
AH53588,26802,66,7,43,1,5
QV89018,89025,64,32,10,0,2
SY95534,0,104,23,76,0,1
YT37186,52228,220,29,72,1,8
DY81347,0,126,13,91,0,1
VH45074,0,63,11,30,0,1
BF45697,83086,71,1,43,3,3
RY27018,53214,91,21,76,0,3
YJ16163,51643,283,16,43,0,1
QM61543,73168,70,21,50,0,3
IU83998,0,298,26,94,0,1
NE29938,0,90,1,94,0,2
VQ57815,61246,110,24,21,0,3
FF93355,32762,112,26,74,0,2
MG12206,0,69,21,54,5,3
NE55975,0,133,9,85,0,1
BX70848,0,126,12,4,0,2
NJ88229,64127,71,31,19,0,2
QW31435,0,67,9,54,0,2
DJ22229,16794,96,7,31,0,2
MB12747,31930,83,19,30,0,2
XQ50187,74918,85,13,74,0,1
WU62992,70742,124,3,64,1,1
CE11667,64801,64,23,19,0,2
BP53979,48829,64,23,70,1,1
DM59806,73853,89,7,35,0,1
LJ88616,0,99,25,23,0,2
TC82133,66844,70,11,80,4,5
NW65065,11904,61,34,11,2,3
LS17120,56869,83,25,34,3,1
ZN96843,0,67,3,54,0,1
HZ98935,0,68,20,44,1,7
WG51330,59325,71,13,75,0,3
DS58268,0,115,19,60,0,9
SN27401,0,112,30,29,1,3
AI74959,25927,103,6,20,0,1
RC16862,0,71,31,79,0,1
YP19985,83073,71,15,46,0,3
SY29553,0,73,14,36,2,1
EM78211,0,87,4,4,3,1
JL70559,0,72,17,11,1,3
IS95117,35301,74,23,68,0,7
YU66872,21829,111,6,59,0,3
WK62379,15142,116,7,5,0,3
WR85740,0,71,28,76,0,2
YY58769,58498,67,6,1,3,1
YK83904,64592,64,12,57,0,1
IE36279,80306,71,11,12,0,1
FT61724,29105,117,28,31,0,1
YV63603,47137,84,5,11,0,5
PT52001,0,62,5,54,0,1
FM83188,0,109,19,2,0,3
RN96985,0,100,27,58,0,2
OA59724,66711,86,25,92,0,1
LY83340,48943,65,17,50,0,2
AX99820,0,71,20,48,0,1
MH13358,34807,73,8,90,0,1
UQ51981,52583,113,12,59,0,7
JQ60102,0,111,6,51,0,4
CB52667,92589,65,29,20,0,9
YP29527,96689,103,34,80,0,5
GW89349,0,73,28,19,0,2
ZD72991,76594,122,26,9,1,1
CS51928,83777,112,18,74,0,1
IJ18945,20954,78,15,27,0,1
EF21564,84491,110,0,0,0,1
AY35539,89451,63,11,2,0,1
XJ96507,85132,106,0,60,5,3
ZG95780,11193,114,2,88,0,6
GI55977,28806,61,13,90,0,1
BV63942,76184,111,23,19,0,3
PF81183,66429,136,35,93,0,1
HV16877,43278,68,10,10,0,1
XO92596,13528,86,21,35,0,3
IQ73438,74015,72,12,61,0,6
FY74419,54507,138,20,11,0,1
JQ30166,0,119,3,52,5,2
WC22220,72302,66,6,27,0,1
OT66924,14606,72,2,94,5,4
UC21019,0,68,21,59,0,7
YW88487,43406,187,6,49,0,1
CA45756,60426,62,0,97,0,2
JY42899,26334,71,9,94,0,3
KM72781,22514,80,22,96,0,2
DV62119,76114,88,6,97,0,1
DO12179,48791,62,27,0,3,1
ER20865,65605,111,2,72,2,7
YQ95507,69259,63,3,30,0,1
VW65691,0,64,16,42,1,5
LL55780,0,62,0,5,0,2
WK29536,90969,65,7,22,0,2
UX87980,50180,77,30,93,3,1
TJ68521,41991,67,14,75,0,3
RJ57593,71391,67,29,39,0,2
YI83073,0,61,17,1,1,7
QQ18636,70725,70,2,0,0,2
JV23769,36650,69,2,70,1,1
PA19547,54194,119,9,90,1,1
IH91478,23554,61,12,17,0,6
OR78439,62464,109,23,45,0,4
CW15758,71888,115,14,33,0,4
RY26286,80846,65,9,32,0,9
YP71513,0,67,7,84,0,5
CJ51511,11432,119,11,9,0,2
GQ11852,39017,170,10,4,2,3
TC29250,0,108,7,54,0,4
HX63408,73769,61,24,84,0,6
LJ15849,58557,88,4,83,0,1
NC40609,0,91,12,6,0,1
JZ23377,48367,161,10,34,0,2
TB17648,39718,65,1,55,2,1
OP68330,0,96,31,64,1,3
GO53814,43358,61,2,83,0,6
VW11431,83873,76,5,36,1,1
FG96614,22361,95,15,42,0,2
KQ98040,70061,99,2,57,0,3
DP23630,0,73,6,19,0,2
No31089,65742,79,6,0,0,1
TU15769,23665,67,19,50,0,2
DA20791,66457,95,2,76,0,1
AE89300,82634,104,8,74,0,3
UE13511,0,69,11,60,0,1
MS46793,0,70,24,10,0,1
ME22430,29735,69,3,92,0,1
JZ28710,61417,65,6,35,0,7
HP80279,0,105,3,12,0,4
EH22538,43846,65,16,33,1,1
JP87331,0,67,33,54,0,2
VA89684,33775,61,24,95,0,1
XS68865,96988,77,1,60,0,3
IZ13533,0,114,26,34,0,7
JB47784,81945,68,19,45,0,9
LT79371,0,65,24,47,0,1
DE78840,19019,186,7,46,0,1
PU25554,62579,72,33,53,0,1
ZI47098,46587,119,34,74,2,2
CN53343,0,81,26,58,0,1
IN18876,0,78,15,47,0,2
FV38119,0,135,1,98,0,9
YD89516,0,66,1,61,0,9
BN89470,29327,118,26,21,0,1
VZ64716,81081,96,32,34,1,2
FU17577,0,106,27,89,0,1
QY37300,57222,112,3,88,1,2
UI84849,91147,107,4,79,0,7
MN81810,76638,73,2,55,1,1
XN42396,29697,64,6,43,0,2
VZ13840,0,61,27,90,0,2
NI27358,67352,181,7,80,1,1
LO39834,23904,123,1,67,3,1
WX18073,0,88,16,28,2,7
PG27422,89953,74,3,42,0,3
AX56708,20862,68,1,69,0,9
JI80257,47663,114,35,24,0,8
EK95340,49564,105,8,29,0,5
FS67856,28432,118,1,59,0,2
JX27737,32356,117,11,35,2,2
SY81273,55269,71,32,15,0,2
FZ16327,0,116,6,78,0,3
XC26395,76771,95,34,82,1,7
HA72996,75648,108,28,10,0,1
WP51328,20698,68,21,72,5,5
CP47989,29734,63,12,86,0,2
JO75190,43963,110,25,59,0,7
AP47670,29465,63,6,9,0,1
BT61680,24851,103,8,99,0,2
KX23022,0,107,2,4,2,1
KB20508,11033,97,27,18,0,2
HU89665,20495,61,7,36,0,2
HD12841,95766,68,17,62,0,5
AR63478,0,65,22,39,0,2
UP90711,61029,72,26,98,0,1
EK58626,0,105,3,30,0,1
CA14631,56188,86,20,52,3,3
AU98438,94812,70,11,40,0,1
RD96782,0,70,28,77,1,3
SY66568,55338,116,25,54,0,7
WE52979,82477,90,1,69,0,1
PL56477,20852,73,8,6,0,1
XK20264,0,82,22,62,0,2
DV57698,0,83,16,75,0,1
RD53171,0,95,14,57,2,1
PK23339,72460,85,9,76,0,1
GA74551,76358,66,25,3,0,2
BS26376,96306,95,12,17,1,6
WW74234,49544,101,3,29,0,1
UA26783,0,68,10,36,0,7
DV38369,0,101,7,19,0,4
ZM42260,63357,101,26,42,0,5
EB34435,0,82,9,21,0,1
QY41527,23060,109,13,25,3,1
WG61503,27781,71,33,7,0,2
TY59969,43246,62,19,89,0,1
DO20853,14254,124,21,16,0,1
CD14267,60334,106,5,67,0,1
WL40338,35625,65,10,56,1,3
GV75215,54684,111,13,15,3,2
CN91738,56228,65,4,79,0,1
UR36951,82166,134,9,43,3,1
JU87932,30406,73,29,93,0,1
IR50609,75007,101,1,19,0,1
VI18029,79271,62,24,63,4,1
CC46747,0,76,2,66,0,2
ZK58906,59414,140,34,56,0,2
SQ70457,44719,66,6,55,0,2
ZA37110,0,129,14,93,2,1
HH23204,21986,63,1,9,0,1
IE29890,58480,113,6,35,1,5
VO25412,37520,74,21,30,0,2
ME37051,50165,62,15,63,0,2
DL17162,42961,83,24,16,0,2
DD27563,86687,80,4,82,0,3
IA27050,0,93,2,88,0,3
UQ63751,23772,83,19,25,0,4
MV26494,0,98,23,7,0,1
EN89709,18241,65,17,44,0,1
QN68814,0,65,32,88,0,1
NE70831,86650,69,7,64,2,1
FV72595,0,137,11,73,0,1
VZ81004,35973,159,5,97,0,2
VM89271,26262,97,6,59,0,1
CL97519,25187,121,8,79,0,1
RN71166,88081,64,35,94,0,5
PJ86059,83460,66,20,18,0,1
BP34620,19949,74,0,99,1,3
HI58196,0,92,16,56,0,1
OZ58610,0,109,30,87,0,4
WC34456,77739,98,31,61,0,1
FC15606,23649,122,2,69,0,6
UM99946,68980,98,25,87,0,7
JG94795,60010,103,4,86,0,1
GD93408,30968,74,10,89,1,8
QO12561,0,116,2,97,0,1
VI12822,99841,65,14,30,0,1
CT84535,0,105,3,92,0,1
NT36519,32967,105,16,70,1,4
WT86597,0,125,6,61,0,2
ZJ27465,31794,119,12,16,0,2
QF75939,36710,94,17,56,0,1
MC73302,36267,69,21,1,0,8
WE21182,12430,73,22,13,0,4
TD90906,93715,74,12,88,0,7
WB66665,75648,108,28,10,0,1
ZP26168,24584,66,11,74,0,2
ZG56744,36088,72,16,31,0,9
BO81145,21723,104,31,6,0,8
BQ28323,63833,73,17,69,0,3
WD38315,0,61,7,1,0,4
IS73434,45892,81,1,49,0,1
VO94890,90263,74,17,36,0,8
ZH43085,0,63,8,87,0,1
HQ10502,40548,98,7,57,0,2
SP46702,0,99,15,84,0,2
JB60515,50450,63,24,80,0,1
TK49887,0,85,4,45,0,1
EG16813,75963,69,4,23,0,7
SI13406,32714,87,35,48,0,1
WC11272,42790,87,10,74,0,3
TU27563,20694,94,29,89,1,1
IL72707,25820,82,10,69,0,1
DZ62350,24744,65,1,0,0,1
VV82891,0,73,35,52,3,5
UQ41461,27538,63,10,6,4,3
NI58226,81280,68,6,47,0,1
VA78645,0,67,29,49,1,1
UY61301,0,73,14,66,0,1
XC25965,26486,128,18,5,1,2
EB93628,0,97,12,24,0,2
PK35830,0,182,4,34,0,5
KY98596,68331,63,23,38,0,3
CI19819,0,71,1,66,1,1
TN82637,21636,64,2,24,5,2
FA90739,0,121,7,34,0,2
FD62224,0,133,24,46,0,2
KE45653,0,64,14,92,0,7
FC10193,35601,69,34,15,0,2
DO48835,0,198,33,55,1,3
VK44934,28558,119,14,37,4,3
XB89264,60101,66,34,74,0,3
XL49151,22426,76,9,31,1,1
FG42635,30720,139,17,24,4,5
FE12805,34161,186,5,10,3,1
GT17701,42987,77,14,48,0,1
CH76379,0,61,21,13,0,3
QT77453,80928,132,26,27,0,1
BS90503,86640,67,2,25,0,5
MX93376,26714,64,17,7,1,2
KT54608,78618,66,7,56,0,1
CY18875,0,78,22,3,0,2
YT74573,0,126,12,4,0,2
WL46640,62977,115,34,40,0,1
CY49953,0,79,30,25,0,1
FD72269,19724,72,20,49,0,4
RE29039,27558,65,18,48,0,2
TA35356,86054,239,12,11,0,1
HS88081,42846,81,14,42,0,4
SM52948,57107,110,27,84,3,7
ZL30083,0,119,9,8,0,3
MP22051,54314,66,13,98,0,1
OF38237,29950,61,0,76,0,4
KL27677,24195,90,32,70,0,2
NX58648,0,73,30,11,0,8
WP19664,47481,116,20,39,0,1
LB83807,63354,106,16,39,0,9
EL44544,57591,66,5,74,0,2
ST99840,0,71,14,62,0,2
ZS15062,34919,82,14,99,1,2
RJ68578,76879,101,20,44,0,5
AE74442,61584,61,18,93,0,2
TF80571,28792,185,34,20,3,1
YH31618,0,105,27,42,0,4
HZ39407,26713,71,22,69,0,1
GX38439,0,129,2,72,0,1
FF65294,34244,87,14,34,2,2
GC40999,25251,66,13,43,0,2
BA87048,0,68,19,53,0,3
DE23903,59848,73,5,98,1,3
UP30859,39815,64,17,68,0,2
PY17715,58840,86,25,44,0,1
NU22358,97131,64,5,80,0,6
BR77413,58089,118,31,83,0,1
FI17798,0,71,7,87,0,1
KN32615,0,126,2,96,2,1
EB86696,21808,119,0,71,0,1
YB14965,89771,114,5,83,0,2
ZD42550,36776,65,21,21,0,2
FI61655,31213,65,0,29,0,1
PC30692,0,115,33,0,0,3
EK71077,0,61,11,39,0,2
ED91989,0,107,13,17,0,5
JH58573,32555,68,32,72,0,2
YP75411,0,69,15,9,0,2
FV33188,29735,69,3,92,0,1
ZQ94561,80590,74,26,3,0,1
JZ16164,22565,132,0,20,0,1
MU63232,54817,137,24,28,0,1
CG13512,0,62,26,34,0,2
ZR86524,55393,74,15,6,1,3
UG38549,0,83,12,97,0,2
HJ37943,75634,110,13,52,0,2
QA72881,62464,109,23,45,0,4
BL54814,72648,61,0,78,0,5
MG72449,77167,66,15,99,0,3
VR66049,56980,84,33,70,0,7
KC17606,27444,66,21,88,0,3
LB12820,57289,86,21,88,0,3
ZH30674,84091,105,18,48,0,9
HX96638,0,67,33,21,2,1
TT20057,59590,136,15,67,0,5
AM26598,89672,72,7,92,0,1
AY73718,96535,66,11,85,0,3
EL11108,25575,117,10,41,0,2
FA15811,38910,78,3,78,0,2
BA51898,39426,114,33,12,0,1
PP30874,28304,91,10,30,2,1
MN74944,52210,80,6,74,0,9
FK94501,0,102,20,46,0,3
HZ84382,94851,104,6,33,0,3
FA89548,0,67,16,92,0,1
GD29440,18608,71,13,24,0,1
DE21910,41025,92,22,92,0,6
CH50584,71449,102,17,7,0,2
JV97593,92653,83,15,80,1,6
ND68993,33190,106,18,95,0,2
YT46746,24290,82,15,84,0,8
RF94484,22571,63,29,51,0,9
No19664,26409,71,30,70,0,5
BA97018,21616,93,4,41,0,7
HY16703,36463,92,8,25,0,3
MA15172,14290,271,20,40,0,1
WO81184,34645,69,1,2,3,5
FX39582,67001,131,7,36,0,1
ZG23976,96200,107,9,45,0,3
WE25756,69241,93,2,63,0,3
AP59947,55843,64,3,80,0,2
JG31799,20305,76,14,63,1,2
XY28151,0,68,10,81,0,1
ZB72138,44329,112,25,58,0,3
OP52966,44279,61,32,7,0,3
TG67664,0,87,4,4,3,1
DH14632,34695,113,1,60,0,5
QN26812,79297,64,34,64,0,6
PD97837,0,62,29,72,0,1
LX67597,84183,72,29,86,0,4
VH35998,53375,79,20,92,0,2
UE54045,32046,127,28,23,0,4
XA50997,91393,67,19,54,0,6
GM37281,76731,64,2,68,0,1
QT84069,82081,249,1,62,0,2
MG74662,51337,88,3,70,0,1
EP46328,74015,72,12,61,0,6
UL87052,0,117,10,37,0,1
GA93544,0,77,19,17,0,1
EW73206,68849,67,9,67,0,2
MV19629,37376,99,34,52,0,3
TK67721,0,64,12,25,0,1
AD38685,62464,109,23,45,0,4
LX72964,88304,95,2,17,0,2
MR37609,0,112,11,9,0,2
OG30514,65900,62,17,41,0,2
GJ44951,0,67,27,71,0,6
YB19340,61374,113,5,27,0,3
BD42101,0,110,1,53,1,2
RZ89024,31841,78,24,11,0,1
ZO20633,27861,65,22,67,0,1
KL39500,0,83,22,0,3,5
QK24293,0,84,18,25,1,4
RW71963,94550,90,0,93,0,7
HR71115,39604,68,2,21,0,8
UL55837,42928,93,20,65,0,2
IW77519,54737,66,3,86,0,1
CR88883,0,68,14,46,0,2
YD58301,80587,78,7,5,0,6
RT60959,0,194,26,10,0,5
KC67832,80028,86,34,37,0,2
DK92014,11904,61,34,11,2,3
ZA44520,54872,121,9,50,0,3
AJ69060,0,99,2,30,0,2
ME35315,0,74,24,63,0,2
BU61331,46417,74,16,14,0,7
XI68015,46239,67,17,1,3,4
HG51739,0,73,18,61,0,1
FI22970,25550,61,28,13,0,1
OF93412,27514,197,12,97,0,8
AH97088,84417,98,5,32,0,7
BI81476,55906,86,26,3,0,2
IA18854,21638,65,9,81,0,8
OO62338,16121,65,5,85,2,2
JH35547,36261,68,3,71,0,2
DY34638,11432,119,11,9,0,2
MT16688,62566,65,4,3,1,1
NN51066,10312,78,10,63,0,1
YF73402,67778,64,17,17,1,1
ZR56751,92895,77,5,2,0,7
GR32910,55290,65,26,33,0,4
MZ89625,23377,116,15,19,0,3
IK51081,38713,66,31,69,4,6
VI34110,0,66,17,92,1,1
VH62312,56342,69,12,89,0,1
YU39743,29593,137,15,52,0,2
RO57944,18495,113,10,15,0,2
VL32622,82887,66,22,4,1,1
NV35796,71366,94,23,56,0,2
UU32345,49078,97,10,3,0,2
YM94448,10787,71,33,25,0,8
WX46704,0,73,12,42,0,2
HY35960,10194,65,34,35,0,4
PB41497,81763,72,22,12,1,1
GP37412,59763,73,4,31,0,2
KU62853,0,78,7,63,0,2
EA87824,96832,85,19,23,0,3
DM42912,21135,130,14,59,0,1
HK50871,16143,62,3,73,1,1
ZX73673,74015,72,12,61,0,6
EO95783,84178,74,34,80,0,2
TR18791,0,70,32,14,0,1
DC83427,0,63,10,19,0,2
OG31942,63936,189,4,29,0,5
AK17025,0,83,17,28,0,4
RT17851,37940,129,11,36,0,1
UF56271,30703,70,15,58,0,1
BP25150,54898,69,25,32,0,9
XT34986,89030,139,31,62,0,2
OI74902,15630,115,8,60,1,3
GV33313,35625,65,10,56,1,3
WA54110,48329,67,9,70,0,1
IS94199,11904,61,34,11,2,3
XE22944,12261,125,26,80,0,1
CK24264,0,86,15,94,0,9
BF54215,87810,94,15,26,3,2
HW85007,64744,139,5,34,0,5
PA56702,0,117,13,11,0,8
VD87432,60735,135,11,59,0,2
GG57214,0,67,5,53,0,1
EK10022,36261,118,14,78,0,2
IV97881,0,135,32,33,0,1
GS85403,0,122,15,47,0,9
UO48558,23277,77,14,68,2,1
SX18141,50320,73,24,6,0,5
KK26955,49675,65,10,54,0,1
PV12088,19508,61,22,59,0,2
TV97612,20815,110,7,35,0,9
VA95387,46621,61,20,31,0,2
XF93358,22775,184,6,10,0,3
WP64059,91814,63,30,99,0,3
YY63521,20396,76,15,60,1,4
FH69597,73836,182,8,35,3,1
UT76436,55910,86,4,3,0,1
VA94160,43054,68,5,41,0,4
NJ55678,64543,65,1,84,0,2
OJ60800,75988,67,0,40,0,2
PG20605,0,64,26,99,0,2
UT88283,29051,73,31,79,0,1
AF48816,87382,72,26,65,0,5
SY93381,30694,91,22,23,1,1
ZI63885,0,85,4,18,0,2
SD41771,49259,144,35,36,0,2
IG80910,47528,77,10,73,1,1
RA62452,70624,106,6,52,0,3
NI88122,0,64,27,62,0,2
LG90006,31409,93,10,50,0,2
XZ83249,35504,128,4,86,0,3
EP26605,44833,72,24,59,0,3
LW29130,24423,67,5,62,0,6
UD61088,0,127,20,31,0,2
UY81122,0,69,22,98,3,8
ED87136,0,61,5,51,0,7
PK58026,96917,71,31,16,0,9
OD79784,84450,68,18,12,0,1
OO79691,0,111,4,8,0,2
PE72393,0,115,19,39,0,2
QG39997,10097,110,17,69,0,1
ET45138,33255,138,0,20,0,1
WP46383,94132,73,31,68,0,2
FJ12205,42602,85,7,75,3,3
KE42114,17250,62,16,90,0,3
CO15448,74212,73,16,26,0,1
SU31072,85756,61,18,74,0,3
LC87490,24910,63,7,63,1,1
OT36536,41596,66,12,12,0,5
DE59454,72202,63,12,13,0,1
VS63956,33967,76,0,60,0,8
TR39403,77951,93,28,46,3,1
AB62982,77521,73,6,66,0,3
QP76867,0,109,12,66,0,2
MO41014,86305,62,1,99,0,5
EK56325,0,92,4,83,2,3
LB59405,57693,76,16,56,0,3
JI37927,0,112,6,37,3,7
OJ43280,33137,74,16,8,0,4
YW43854,0,68,24,31,0,2
AL43475,44938,183,7,37,0,1
XY80192,33617,117,6,12,0,2
PI71828,38460,61,11,98,0,1
RQ94849,0,67,23,88,0,1
JX93039,40171,123,13,23,0,1
KF44948,0,64,10,72,0,2
OK14812,36631,62,30,77,0,1
UV49359,74335,187,3,4,0,1
IZ88103,79421,104,2,85,0,2
QC27179,38466,68,18,5,0,8
VC47959,54495,61,7,3,0,8
BN45584,0,112,8,28,0,1
YP53257,14290,271,20,40,0,1
VP84987,0,73,9,94,0,2
LK57934,45776,89,2,17,0,2
AV49798,94263,98,33,78,0,3
RD73104,12181,108,10,19,0,4
IZ17303,97268,85,23,88,0,2
PK79296,28995,67,28,42,0,1
VA82895,25030,113,16,97,4,1
WC66749,12613,70,6,81,0,3
JO68735,0,64,18,30,0,1
JA55700,25927,103,6,20,0,1
IX97339,0,134,29,43,0,6
DH93540,28215,65,15,26,0,3
KV56995,18375,103,8,50,0,1
PA15141,43221,87,33,51,0,7
FC48492,0,84,4,29,0,1
ZJ29643,0,84,18,25,1,4
EC22495,52082,79,2,47,0,1
RO87000,50719,68,10,28,0,1
YU35148,0,123,33,35,0,1
BW51534,0,110,7,40,0,5
ER50891,39248,87,27,22,0,1
LM63497,0,82,11,35,0,1
DE71115,68463,70,19,67,1,1
AX71238,38096,99,3,28,0,1
IZ50034,42124,101,3,78,0,6
AR75105,21073,106,25,54,1,3
LX77880,24149,61,15,10,0,3
PQ72803,10312,78,10,63,0,1
PV99529,0,77,15,31,0,1
UW10841,74115,63,24,24,0,2
UO93347,34624,95,28,66,0,1
WK46492,36108,128,5,35,2,9
DO70918,0,127,22,53,0,1
KG71396,0,118,23,54,0,1
MI16758,43184,102,6,81,0,2
AT98182,0,67,9,37,0,1
GP67583,35349,102,7,2,0,4
DY73849,0,124,32,75,0,1
UR42360,35095,73,25,56,0,2
IK74329,13164,70,0,45,0,2
WJ20394,0,141,7,32,0,1
PF26758,94880,79,18,73,3,3
DK81475,95301,114,34,43,0,1
DK93464,56202,107,19,33,0,8
XS76166,35592,82,34,38,0,1
TZ76531,0,113,4,13,0,2
RC22595,0,102,1,99,0,1
IA90990,0,89,6,55,0,2
QQ69088,11097,73,26,50,0,4
ED59130,74900,208,31,63,0,6
SC90717,23576,89,8,72,0,2
PP36346,23393,95,26,37,0,1
JU75786,0,95,3,29,0,9
TU68427,0,73,3,93,0,1
YD28431,66346,87,15,7,1,4
MY56715,58109,86,9,6,0,1
NF60680,92766,71,17,15,0,2
BD70337,26307,73,26,1,0,2
DM77491,0,69,6,52,0,2
EV57176,21171,72,2,40,0,3
CQ76876,82753,114,3,42,0,2
QI89498,0,64,8,12,0,1
BH43020,39754,85,2,35,0,1
EC66666,0,67,29,88,0,2
EO74797,0,76,17,34,1,2
IA30254,0,70,18,46,0,2
KC79907,91915,186,0,91,0,1
XW34862,21514,62,0,59,0,2
RI76930,43276,104,16,11,0,1
XZ40716,75531,102,2,13,0,4
ZC75052,23665,67,19,50,0,2
DH51686,0,118,9,26,0,1
HJ89045,96337,127,19,12,0,3
DJ34695,60180,183,14,70,0,2
KR89806,0,63,4,52,0,2
OX62816,30376,66,26,16,0,6
WM36886,88997,72,9,71,0,3
BE92692,69236,63,31,83,1,1
JV79596,27627,63,10,43,0,2
KA49711,77524,68,12,95,3,6
YI68606,75449,61,3,31,0,1
AU11344,35666,131,12,76,0,1
BG42047,17658,65,10,44,0,1
CF73234,0,71,0,44,0,1
VE85103,20567,72,24,76,4,1
LN99977,30061,104,4,22,0,1
CR56473,0,74,32,62,0,3
YP32443,20354,116,23,0,0,1
MQ46375,36637,192,28,52,0,3
VU30980,0,131,34,61,0,9
JX50349,63860,62,26,81,0,1
DH34004,0,199,4,29,3,1
DU66880,58544,114,19,48,0,2
QH87479,54586,76,1,91,0,2
MF87270,57248,74,31,17,0,1
PX99904,0,134,15,3,0,1
TD43065,66037,69,2,83,0,2
DU39756,29462,107,28,23,1,1
GY65868,64541,86,16,43,0,2
NG15645,27382,71,33,35,0,1
HH69970,32311,79,10,23,0,3
YJ57293,23830,76,24,22,1,1
BV22194,88178,70,32,78,0,2
UH22701,72236,80,2,29,0,2
IA85970,0,112,19,42,0,6
TC18240,67890,63,23,26,0,3
GE58317,38713,66,31,69,4,6
GW42895,77803,63,30,18,0,2
FH77504,51643,283,16,43,0,1
XK87182,46402,113,7,2,0,1
HB17438,92044,132,7,77,0,3
DH18269,16040,96,29,93,0,2
DP19820,0,135,12,84,4,2
IK64989,17622,65,1,36,1,3
MP85571,0,188,5,61,4,1
VO29645,12430,73,22,13,0,4
GP83239,58414,210,7,24,2,1
GQ21970,17257,70,1,88,0,2
HP40365,70492,70,29,82,0,7
UX87150,68229,96,11,41,0,5
OZ30867,33397,106,31,15,0,5
LC60153,72503,106,29,99,0,2
OX87524,90349,64,31,77,0,1
ZY78741,0,87,24,23,0,7
DB79306,25480,117,26,49,3,1
EM77767,72462,68,8,70,0,2
PH78214,27677,72,10,82,1,3
LY17996,25743,79,13,63,0,8
