Customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,sales_channel,vehicle_class
MV26494,California,No,Extended,College,1/29/11,Unemployed,M,Urban,Married,Personal Auto,Web,Four-Door Car
EN89709,Arizona,No,Basic,Doctor,1/20/11,Disabled,F,Rural,Married,Personal Auto,Agent,Two-Door Car
QN68814,Oregon,No,Basic,Bachelor,1/14/11,Unemployed,M,Suburban,Married,Corporate Auto,Agent,Two-Door Car
NE70831,California,No,Basic,High School or Below,1/31/11,Employed,F,Urban,Single,Personal Auto,Web,Two-Door Car
FV72595,Arizona,No,Extended,Bachelor,1/10/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,SUV
VZ81004,Oregon,No,Premium,Master,1/26/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Sports Car
VM89271,Arizona,No,Extended,High School or Below,1/22/11,Employed,M,Suburban,Married,Personal Auto,Call Center,Four-Door Car
CL97519,California,No,Extended,College,2/10/11,Employed,M,Suburban,Married,Personal Auto,Call Center,SUV
RN71166,Oregon,No,Basic,High School or Below,1/26/11,Employed,F,Rural,Married,Personal Auto,Branch,Four-Door Car
PJ86059,Oregon,No,Basic,High School or Below,1/4/11,Employed,F,Suburban,Divorced,Corporate Auto,Call Center,Four-Door Car
BP34620,California,No,Basic,Bachelor,1/3/11,Disabled,F,Suburban,Married,Corporate Auto,Branch,Four-Door Car
HI58196,Oregon,No,Extended,College,1/18/11,Unemployed,M,Suburban,Single,Personal Auto,Branch,Two-Door Car
OZ58610,Arizona,No,Basic,High School or Below,2/21/11,Unemployed,M,Suburban,Single,Personal Auto,Branch,SUV
WC34456,California,No,Extended,Bachelor,1/14/11,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
FC15606,Oregon,No,Extended,College,2/11/11,Employed,F,Urban,Married,Personal Auto,Branch,SUV
UM99946,Arizona,No,Extended,College,1/18/11,Employed,M,Urban,Divorced,Personal Auto,Agent,Four-Door Car
JG94795,Oregon,No,Premium,Master,1/6/11,Employed,F,Suburban,Married,Special Auto,Agent,Four-Door Car
GD93408,California,No,Basic,Bachelor,2/26/11,Employed,F,Rural,Married,Corporate Auto,Branch,Two-Door Car
QO12561,California,No,Premium,High School or Below,2/22/11,Unemployed,M,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
VI12822,Washington,No,Basic,High School or Below,2/26/11,Employed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
CT84535,California,Yes,Premium,College,2/28/11,Unemployed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
NT36519,California,No,Basic,College,2/16/11,Employed,M,Suburban,Married,Personal Auto,Branch,SUV
WT86597,Oregon,Yes,Extended,Master,1/31/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,SUV
ZJ27465,California,No,Basic,College,2/18/11,Employed,F,Suburban,Divorced,Personal Auto,Agent,SUV
QF75939,Washington,No,Extended,High School or Below,1/5/11,Employed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
MC73302,Oregon,No,Basic,Bachelor,2/15/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
WE21182,Oregon,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
TD90906,Oregon,No,Basic,High School or Below,1/20/11,Employed,F,Suburban,Married,Personal Auto,Web,Four-Door Car
WB66665,Nevada,Yes,Basic,College,2/10/11,Employed,F,Rural,Married,Corporate Auto,Branch,SUV
ZP26168,Washington,No,Basic,College,2/1/11,Medical Leave,F,Urban,Single,Corporate Auto,Agent,Four-Door Car
ZG56744,California,Yes,Basic,Bachelor,1/19/11,Employed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
BO81145,Arizona,No,Basic,Bachelor,1/24/11,Employed,M,Suburban,Single,Personal Auto,Call Center,SUV
BQ28323,Oregon,No,Basic,High School or Below,2/19/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
WD38315,California,No,Basic,College,1/23/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
IS73434,Arizona,No,Extended,Bachelor,2/26/11,Employed,F,Suburban,Married,Corporate Auto,Agent,Four-Door Car
VO94890,Oregon,No,Basic,College,1/4/11,Employed,M,Suburban,Married,Personal Auto,Web,Two-Door Car
ZH43085,Washington,No,Basic,High School or Below,2/10/11,Unemployed,M,Suburban,Single,Corporate Auto,Agent,Four-Door Car
HQ10502,Oregon,No,Extended,Bachelor,2/6/11,Employed,M,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
SP46702,Oregon,No,Extended,College,1/28/11,Unemployed,M,Suburban,Single,Corporate Auto,Branch,Two-Door Car
JB60515,Washington,No,Basic,High School or Below,1/29/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
TK49887,California,No,Extended,College,2/12/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,Two-Door Car
EG16813,Arizona,No,Basic,College,2/8/11,Employed,F,Rural,Divorced,Corporate Auto,Branch,Two-Door Car
SI13406,Arizona,No,Extended,High School or Below,1/16/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
WC11272,Oregon,No,Extended,Bachelor,1/9/11,Employed,F,Urban,Married,Personal Auto,Branch,Two-Door Car
TU27563,Oregon,No,Extended,Bachelor,1/10/11,Employed,F,Suburban,Married,Personal Auto,Branch,Two-Door Car
IL72707,California,Yes,Extended,Bachelor,1/26/11,Employed,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
DZ62350,California,No,Basic,High School or Below,2/7/11,Employed,M,Suburban,Divorced,Personal Auto,Call Center,Four-Door Car
VV82891,Washington,Yes,Basic,Bachelor,1/30/11,Unemployed,F,Suburban,Single,Personal Auto,Web,Two-Door Car
UQ41461,Washington,No,Basic,Bachelor,1/27/11,Disabled,F,Urban,Divorced,Personal Auto,Call Center,Four-Door Car
NI58226,Oregon,No,Basic,High School or Below,2/23/11,Employed,F,Urban,Married,Personal Auto,Web,Four-Door Car
VA78645,California,No,Basic,College,1/9/11,Unemployed,M,Suburban,Single,Personal Auto,Branch,Four-Door Car
UY61301,Nevada,No,Basic,Bachelor,1/4/11,Unemployed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
XC25965,Washington,No,Extended,Bachelor,2/13/11,Employed,F,Suburban,Single,Personal Auto,Agent,SUV
EB93628,Oregon,No,Extended,High School or Below,2/22/11,Unemployed,F,Suburban,Divorced,Personal Auto,Web,Two-Door Car
PK35830,Oregon,No,Basic,Bachelor,1/2/11,Unemployed,M,Suburban,Single,Personal Auto,Branch,Luxury SUV
KY98596,Arizona,No,Basic,Bachelor,1/3/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
CI19819,Arizona,No,Basic,High School or Below,1/13/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Two-Door Car
TN82637,Nevada,No,Basic,College,1/11/11,Employed,M,Urban,Married,Personal Auto,Branch,Two-Door Car
FA90739,Oregon,No,Extended,High School or Below,1/1/11,Unemployed,M,Suburban,Single,Corporate Auto,Call Center,SUV
FD62224,Oregon,No,Extended,College,1/21/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,SUV
KE45653,California,No,Basic,Bachelor,1/17/11,Unemployed,F,Suburban,Single,Personal Auto,Web,Four-Door Car
FC10193,Washington,No,Basic,College,1/28/11,Employed,F,Urban,Single,Personal Auto,Branch,Four-Door Car
DO48835,Oregon,No,Basic,High School or Below,1/22/11,Unemployed,M,Suburban,Single,Corporate Auto,Call Center,Luxury SUV
VK44934,California,No,Basic,College,2/15/11,Employed,M,Suburban,Married,Personal Auto,Agent,SUV
XB89264,Nevada,No,Basic,High School or Below,2/20/11,Employed,F,Rural,Married,Corporate Auto,Agent,Two-Door Car
XL49151,Arizona,No,Extended,College,2/26/11,Employed,M,Suburban,Single,Corporate Auto,Branch,Four-Door Car
FG42635,Oregon,No,Extended,College,2/18/11,Employed,M,Suburban,Married,Personal Auto,Agent,SUV
FE12805,Oregon,No,Premium,Bachelor,2/25/11,Employed,F,Suburban,Married,Personal Auto,Call Center,SUV
GT17701,Oregon,No,Extended,Bachelor,1/20/11,Employed,F,Rural,Divorced,Personal Auto,Web,Four-Door Car
CH76379,Oregon,No,Basic,Bachelor,2/28/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
QT77453,Arizona,No,Extended,High School or Below,1/17/11,Employed,F,Urban,Divorced,Corporate Auto,Agent,SUV
BS90503,Washington,No,Basic,Bachelor,2/15/11,Employed,F,Rural,Married,Personal Auto,Web,Four-Door Car
MX93376,California,No,Basic,College,2/14/11,Retired,F,Suburban,Divorced,Personal Auto,Call Center,Two-Door Car
KT54608,Arizona,Yes,Basic,Bachelor,2/5/11,Employed,M,Urban,Divorced,Corporate Auto,Agent,Two-Door Car
CY18875,Oregon,No,Extended,High School or Below,1/5/11,Unemployed,F,Suburban,Single,Personal Auto,Web,Four-Door Car
YT74573,California,Yes,Extended,College,1/8/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,SUV
WL46640,Nevada,No,Basic,College,2/3/11,Employed,M,Suburban,Single,Corporate Auto,Agent,SUV
CY49953,Oregon,No,Extended,College,2/18/11,Unemployed,F,Suburban,Single,Special Auto,Branch,Four-Door Car
FD72269,California,No,Basic,High School or Below,2/3/11,Disabled,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
RE29039,California,No,Basic,High School or Below,1/11/11,Medical Leave,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
TA35356,California,No,Extended,College,2/28/11,Employed,F,Rural,Married,Personal Auto,Branch,Luxury Car
HS88081,California,No,Extended,High School or Below,1/10/11,Employed,F,Urban,Married,Corporate Auto,Branch,Four-Door Car
SM52948,Nevada,No,Basic,Bachelor,1/5/11,Employed,F,Suburban,Married,Personal Auto,Branch,SUV
ZL30083,Oregon,Yes,Basic,High School or Below,1/24/11,Unemployed,M,Suburban,Married,Personal Auto,Web,Sports Car
MP22051,Washington,No,Basic,College,1/8/11,Employed,M,Urban,Married,Personal Auto,Branch,Four-Door Car
OF38237,California,No,Basic,Doctor,2/28/11,Disabled,F,Suburban,Married,Personal Auto,Call Center,Two-Door Car
KL27677,Nevada,No,Extended,College,1/30/11,Employed,F,Urban,Married,Personal Auto,Branch,Two-Door Car
NX58648,Oregon,No,Basic,High School or Below,2/17/11,Unemployed,F,Suburban,Married,Personal Auto,Web,Four-Door Car
WP19664,Arizona,No,Basic,College,1/9/11,Employed,M,Suburban,Married,Personal Auto,Call Center,SUV
LB83807,Oregon,No,Premium,Bachelor,1/30/11,Employed,M,Suburban,Single,Personal Auto,Agent,Two-Door Car
EL44544,Oregon,No,Basic,High School or Below,2/7/11,Employed,F,Suburban,Divorced,Corporate Auto,Agent,Four-Door Car
ST99840,Nevada,No,Basic,Bachelor,2/16/11,Unemployed,F,Suburban,Divorced,Corporate Auto,Call Center,Four-Door Car
ZS15062,Oregon,No,Extended,Master,2/15/11,Employed,M,Urban,Single,Personal Auto,Web,Four-Door Car
RJ68578,Oregon,No,Basic,High School or Below,2/14/11,Employed,M,Suburban,Married,Corporate Auto,Web,Sports Car
AE74442,California,No,Basic,Bachelor,1/21/11,Employed,F,Urban,Married,Corporate Auto,Agent,Four-Door Car
TF80571,California,No,Premium,High School or Below,2/14/11,Employed,M,Suburban,Single,Corporate Auto,Web,Sports Car
YH31618,Oregon,No,Premium,Bachelor,2/17/11,Unemployed,F,Suburban,Single,Corporate Auto,Branch,Two-Door Car
HZ39407,Washington,No,Basic,Master,2/18/11,Disabled,M,Rural,Divorced,Personal Auto,Agent,Four-Door Car
GX38439,California,No,Extended,College,1/23/11,Unemployed,F,Suburban,Single,Personal Auto,Web,SUV
FF65294,Oregon,No,Extended,High School or Below,1/23/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
GC40999,Oregon,Yes,Basic,College,1/3/11,Retired,M,Suburban,Divorced,Personal Auto,Web,Four-Door Car
BA87048,Washington,No,Basic,Bachelor,2/8/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
DE23903,Oregon,No,Basic,Bachelor,2/22/11,Employed,F,Rural,Married,Personal Auto,Call Center,Two-Door Car
UP30859,Nevada,No,Basic,College,1/16/11,Employed,F,Rural,Divorced,Special Auto,Branch,Four-Door Car
PY17715,California,No,Extended,Master,2/27/11,Employed,F,Rural,Single,Corporate Auto,Agent,Two-Door Car
NU22358,Washington,Yes,Basic,Master,2/3/11,Employed,F,Suburban,Married,Special Auto,Agent,Four-Door Car
BR77413,Arizona,Yes,Basic,College,2/12/11,Employed,M,Suburban,Married,Personal Auto,Agent,SUV
FI17798,California,No,Basic,Doctor,1/11/11,Unemployed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
KN32615,Arizona,No,Extended,College,2/2/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,SUV
EB86696,California,No,Basic,Bachelor,2/1/11,Employed,M,Suburban,Married,Special Auto,Call Center,SUV
YB14965,Arizona,No,Basic,College,2/27/11,Employed,M,Urban,Married,Personal Auto,Agent,SUV
ZD42550,Nevada,No,Basic,Master,1/3/11,Employed,F,Urban,Divorced,Corporate Auto,Call Center,Four-Door Car
FI61655,Arizona,No,Basic,Bachelor,2/22/11,Employed,M,Suburban,Married,Corporate Auto,Branch,Four-Door Car
PC30692,Oregon,No,Basic,Bachelor,2/13/11,Unemployed,M,Suburban,Single,Personal Auto,Branch,SUV
EK71077,California,No,Basic,Bachelor,2/17/11,Unemployed,F,Suburban,Married,Corporate Auto,Agent,Four-Door Car
ED91989,Arizona,No,Basic,College,2/1/11,Unemployed,M,Suburban,Married,Personal Auto,Branch,SUV
JH58573,California,No,Basic,College,1/11/11,Employed,M,Rural,Married,Personal Auto,Call Center,Two-Door Car
YP75411,Arizona,No,Basic,College,2/10/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Two-Door Car
FV33188,Washington,Yes,Basic,Bachelor,2/9/11,Medical Leave,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
ZQ94561,Washington,No,Basic,College,1/17/11,Employed,M,Rural,Married,Corporate Auto,Branch,Four-Door Car
JZ16164,Oregon,No,Extended,Bachelor,2/23/11,Disabled,F,Suburban,Married,Personal Auto,Agent,SUV
MU63232,Arizona,No,Extended,Master,2/18/11,Employed,M,Rural,Single,Personal Auto,Agent,SUV
CG13512,Oregon,No,Basic,College,2/8/11,Unemployed,M,Rural,Married,Personal Auto,Agent,Two-Door Car
ZR86524,Oregon,No,Basic,College,1/9/11,Employed,F,Rural,Married,Corporate Auto,Call Center,Four-Door Car
UG38549,California,No,Extended,High School or Below,1/16/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
HJ37943,California,No,Premium,Bachelor,1/22/11,Employed,F,Urban,Married,Personal Auto,Agent,Two-Door Car
QA72881,Oregon,Yes,Basic,College,2/7/11,Employed,M,Urban,Married,Personal Auto,Agent,Sports Car
BL54814,Arizona,No,Basic,College,1/21/11,Employed,M,Rural,Married,Personal Auto,Agent,Four-Door Car
MG72449,Nevada,No,Basic,Bachelor,1/10/11,Employed,F,Rural,Divorced,Personal Auto,Call Center,Four-Door Car
VR66049,Washington,Yes,Extended,High School or Below,2/13/11,Employed,M,Suburban,Married,Corporate Auto,Agent,Two-Door Car
KC17606,California,No,Basic,College,2/9/11,Employed,F,Urban,Married,Personal Auto,Web,Four-Door Car
LB12820,Oregon,No,Extended,High School or Below,1/10/11,Employed,M,Suburban,Single,Corporate Auto,Agent,Two-Door Car
ZH30674,Oregon,No,Premium,Bachelor,2/3/11,Employed,M,Urban,Married,Personal Auto,Agent,Four-Door Car
HX96638,Arizona,No,Basic,College,2/2/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
TT20057,Oregon,No,Extended,College,1/9/11,Employed,M,Urban,Divorced,Personal Auto,Branch,SUV
AM26598,Arizona,No,Basic,College,2/1/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
AY73718,California,No,Basic,Bachelor,1/20/11,Employed,F,Urban,Single,Personal Auto,Agent,Four-Door Car
EL11108,Oregon,No,Basic,Doctor,2/14/11,Employed,F,Suburban,Married,Personal Auto,Branch,SUV
FA15811,Nevada,No,Extended,College,2/5/11,Employed,F,Rural,Married,Personal Auto,Branch,Two-Door Car
BA51898,Arizona,No,Basic,Bachelor,1/17/11,Employed,M,Urban,Married,Special Auto,Branch,SUV
PP30874,California,No,Extended,High School or Below,1/24/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
MN74944,Arizona,No,Extended,College,2/28/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
FK94501,Nevada,No,Basic,Bachelor,1/31/11,Unemployed,F,Urban,Married,Personal Auto,Web,SUV
HZ84382,Oregon,No,Premium,Master,2/24/11,Employed,M,Rural,Single,Personal Auto,Call Center,Four-Door Car
FA89548,Arizona,No,Basic,Bachelor,2/25/11,Unemployed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
GD29440,Washington,Yes,Basic,Bachelor,2/17/11,Retired,M,Suburban,Divorced,Personal Auto,Web,Four-Door Car
DE21910,Oregon,No,Extended,College,2/18/11,Employed,F,Rural,Married,Personal Auto,Agent,Four-Door Car
CH50584,Oregon,No,Basic,High School or Below,1/22/11,Employed,M,Suburban,Divorced,Personal Auto,Call Center,SUV
JV97593,California,No,Extended,Bachelor,1/29/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
ND68993,Nevada,Yes,Basic,Bachelor,1/11/11,Employed,F,Suburban,Divorced,Personal Auto,Web,SUV
YT46746,Oregon,No,Extended,College,1/8/11,Employed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
RF94484,Oregon,Yes,Basic,College,1/28/11,Medical Leave,F,Suburban,Single,Corporate Auto,Web,Four-Door Car
No19664,California,No,Basic,High School or Below,1/31/11,Employed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
BA97018,Arizona,No,Extended,High School or Below,1/3/11,Medical Leave,M,Suburban,Single,Personal Auto,Web,Two-Door Car
HY16703,Oregon,No,Extended,College,2/20/11,Employed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
MA15172,California,Yes,Premium,Bachelor,1/5/11,Retired,F,Suburban,Married,Personal Auto,Agent,Luxury SUV
WO81184,California,No,Basic,Bachelor,1/14/11,Employed,M,Urban,Single,Special Auto,Agent,Two-Door Car
FX39582,Washington,No,Extended,Bachelor,2/18/11,Employed,M,Urban,Single,Personal Auto,Web,SUV
ZG23976,California,No,Premium,Bachelor,2/20/11,Employed,F,Suburban,Married,Personal Auto,Web,Two-Door Car
WE25756,Arizona,No,Extended,High School or Below,1/20/11,Employed,M,Rural,Divorced,Personal Auto,Agent,Four-Door Car
AP59947,California,No,Basic,Bachelor,1/12/11,Employed,F,Suburban,Married,Corporate Auto,Call Center,Two-Door Car
JG31799,California,No,Extended,Bachelor,2/1/11,Disabled,F,Suburban,Single,Personal Auto,Call Center,Two-Door Car
XY28151,Oregon,No,Basic,Bachelor,1/16/11,Unemployed,F,Suburban,Single,Corporate Auto,Call Center,Two-Door Car
ZB72138,Oregon,No,Basic,Bachelor,1/3/11,Employed,M,Suburban,Married,Personal Auto,Agent,SUV
OP52966,Arizona,No,Basic,High School or Below,1/27/11,Employed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
TG67664,California,Yes,Extended,College,2/19/11,Unemployed,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
DH14632,Oregon,No,Basic,College,1/20/11,Employed,F,Rural,Single,Personal Auto,Call Center,SUV
QN26812,Arizona,No,Basic,High School or Below,2/11/11,Employed,M,Rural,Single,Personal Auto,Agent,Four-Door Car
PD97837,Arizona,No,Basic,Bachelor,1/16/11,Unemployed,M,Suburban,Married,Corporate Auto,Web,Four-Door Car
LX67597,Nevada,No,Basic,Bachelor,1/2/11,Employed,M,Urban,Single,Personal Auto,Agent,Four-Door Car
VH35998,California,No,Extended,Doctor,1/17/11,Employed,M,Rural,Married,Personal Auto,Agent,Four-Door Car
UE54045,California,No,Extended,High School or Below,1/29/11,Employed,F,Urban,Married,Corporate Auto,Agent,SUV
XA50997,Nevada,No,Basic,High School or Below,1/26/11,Employed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
GM37281,California,Yes,Basic,Bachelor,2/14/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
QT84069,Oregon,No,Extended,Master,2/28/11,Employed,M,Urban,Married,Personal Auto,Branch,Luxury SUV
MG74662,Oregon,No,Extended,High School or Below,1/25/11,Employed,F,Rural,Single,Corporate Auto,Branch,Four-Door Car
EP46328,California,Yes,Basic,Bachelor,2/6/11,Employed,M,Suburban,Single,Personal Auto,Call Center,Four-Door Car
UL87052,Arizona,No,Basic,Bachelor,2/10/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,SUV
GA93544,Oregon,No,Extended,High School or Below,2/27/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,Four-Door Car
EW73206,California,No,Basic,Bachelor,1/12/11,Employed,F,Urban,Married,Corporate Auto,Call Center,Two-Door Car
MV19629,Oregon,No,Extended,College,1/21/11,Employed,F,Rural,Single,Personal Auto,Branch,Four-Door Car
TK67721,Oregon,No,Basic,High School or Below,1/5/11,Unemployed,F,Suburban,Single,Corporate Auto,Call Center,Four-Door Car
AD38685,California,Yes,Basic,College,2/7/11,Employed,M,Urban,Married,Personal Auto,Agent,Sports Car
LX72964,Arizona,No,Extended,High School or Below,1/31/11,Employed,F,Urban,Single,Personal Auto,Branch,Four-Door Car
MR37609,Oregon,No,Basic,College,2/6/11,Unemployed,M,Suburban,Married,Special Auto,Web,SUV
OG30514,Nevada,No,Basic,Bachelor,1/1/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
GJ44951,Washington,No,Basic,Bachelor,1/1/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Two-Door Car
YB19340,Oregon,No,Premium,High School or Below,2/25/11,Employed,M,Rural,Married,Corporate Auto,Call Center,Two-Door Car
BD42101,California,No,Basic,Bachelor,1/22/11,Unemployed,M,Suburban,Divorced,Corporate Auto,Branch,SUV
RZ89024,Oregon,No,Extended,Doctor,2/25/11,Employed,M,Rural,Married,Personal Auto,Agent,Four-Door Car
ZO20633,Oregon,No,Basic,High School or Below,2/15/11,Employed,F,Suburban,Married,Corporate Auto,Branch,Four-Door Car
KL39500,Arizona,No,Extended,College,2/8/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
QK24293,Oregon,Yes,Extended,Doctor,1/13/11,Unemployed,F,Suburban,Married,Corporate Auto,Agent,Four-Door Car
RW71963,Nevada,No,Extended,High School or Below,1/8/11,Employed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
HR71115,Nevada,No,Basic,College,1/4/11,Employed,M,Rural,Married,Personal Auto,Branch,Four-Door Car
UL55837,Nevada,No,Extended,Bachelor,1/25/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
IW77519,Washington,No,Basic,Bachelor,1/18/11,Employed,F,Suburban,Single,Personal Auto,Web,Four-Door Car
CR88883,Arizona,No,Basic,College,1/21/11,Unemployed,M,Suburban,Married,Corporate Auto,Branch,Two-Door Car
YD58301,California,No,Extended,High School or Below,1/27/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
RT60959,Oregon,No,Basic,High School or Below,1/6/11,Unemployed,F,Suburban,Married,Corporate Auto,Agent,Luxury SUV
KC67832,California,No,Extended,College,2/7/11,Employed,M,Rural,Married,Corporate Auto,Web,Four-Door Car
DK92014,Arizona,Yes,Basic,High School or Below,2/3/11,Disabled,F,Suburban,Single,Personal Auto,Web,Two-Door Car
ZA44520,Arizona,No,Extended,High School or Below,2/10/11,Employed,F,Suburban,Married,Personal Auto,Agent,SUV
AJ69060,California,No,Extended,College,1/2/11,Unemployed,M,Rural,Married,Personal Auto,Branch,Two-Door Car
ME35315,Washington,No,Basic,College,2/2/11,Unemployed,M,Suburban,Single,Corporate Auto,Agent,Two-Door Car
BU61331,Arizona,No,Basic,College,1/13/11,Employed,M,Rural,Married,Corporate Auto,Branch,Four-Door Car
XI68015,Washington,No,Basic,College,2/21/11,Employed,F,Rural,Single,Personal Auto,Web,Four-Door Car
HG51739,Oregon,No,Basic,College,2/25/11,Unemployed,F,Suburban,Single,Personal Auto,Call Center,Four-Door Car
FI22970,Oregon,No,Basic,High School or Below,2/18/11,Medical Leave,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
OF93412,Nevada,No,Premium,Bachelor,1/19/11,Employed,F,Suburban,Married,Personal Auto,Call Center,SUV
AH97088,Nevada,No,Extended,High School or Below,1/23/11,Employed,M,Rural,Divorced,Personal Auto,Agent,Two-Door Car
BI81476,Oregon,No,Extended,High School or Below,2/9/11,Employed,F,Rural,Married,Personal Auto,Agent,Four-Door Car
IA18854,California,No,Basic,High School or Below,2/3/11,Medical Leave,M,Suburban,Married,Personal Auto,Web,Four-Door Car
OO62338,Oregon,No,Basic,Bachelor,1/3/11,Disabled,M,Suburban,Married,Corporate Auto,Web,Four-Door Car
JH35547,Oregon,No,Basic,College,2/4/11,Employed,M,Rural,Married,Personal Auto,Call Center,Four-Door Car
DY34638,Oregon,Yes,Basic,High School or Below,2/23/11,Disabled,F,Suburban,Married,Personal Auto,Agent,SUV
MT16688,Arizona,No,Basic,Bachelor,2/11/11,Employed,F,Rural,Married,Corporate Auto,Branch,Four-Door Car
NN51066,Oregon,Yes,Extended,High School or Below,1/20/11,Retired,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
YF73402,Oregon,No,Basic,High School or Below,2/20/11,Employed,M,Urban,Married,Personal Auto,Agent,Four-Door Car
ZR56751,Washington,No,Extended,Master,2/13/11,Employed,F,Rural,Married,Personal Auto,Call Center,Two-Door Car
GR32910,California,No,Basic,College,1/2/11,Employed,F,Rural,Married,Personal Auto,Branch,Four-Door Car
MZ89625,California,No,Premium,Bachelor,1/2/11,Employed,F,Suburban,Married,Personal Auto,Web,Four-Door Car
IK51081,California,Yes,Basic,College,1/31/11,Employed,F,Suburban,Divorced,Personal Auto,Call Center,Four-Door Car
VI34110,Arizona,No,Basic,Bachelor,1/30/11,Unemployed,F,Rural,Married,Personal Auto,Agent,Four-Door Car
VH62312,Nevada,Yes,Basic,College,2/15/11,Employed,M,Suburban,Single,Corporate Auto,Call Center,Four-Door Car
YU39743,Oregon,No,Extended,College,1/30/11,Employed,M,Suburban,Married,Personal Auto,Call Center,Sports Car
RO57944,Nevada,Yes,Basic,High School or Below,1/15/11,Disabled,F,Suburban,Married,Personal Auto,Branch,SUV
VL32622,California,No,Basic,High School or Below,1/7/11,Employed,F,Suburban,Married,Corporate Auto,Agent,Four-Door Car
NV35796,Oregon,No,Extended,Master,1/5/11,Employed,F,Urban,Divorced,Personal Auto,Call Center,Four-Door Car
UU32345,California,Yes,Extended,College,1/11/11,Employed,M,Suburban,Single,Corporate Auto,Branch,Four-Door Car
YM94448,Arizona,No,Basic,College,1/11/11,Retired,F,Suburban,Divorced,Personal Auto,Agent,Two-Door Car
WX46704,California,No,Basic,High School or Below,2/14/11,Unemployed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
HY35960,Arizona,No,Basic,High School or Below,2/3/11,Medical Leave,M,Suburban,Married,Personal Auto,Branch,Two-Door Car
PB41497,Oregon,No,Basic,High School or Below,1/22/11,Employed,M,Suburban,Married,Personal Auto,Branch,Two-Door Car
GP37412,Arizona,No,Basic,College,2/26/11,Employed,F,Suburban,Married,Personal Auto,Agent,Two-Door Car
KU62853,California,No,Extended,College,1/30/11,Unemployed,F,Suburban,Single,Special Auto,Agent,Four-Door Car
