income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
68745,80,5,42,0,1,473.613006
29815,95,35,18,0,2,76.175672
53333,66,4,34,0,1,22.945038
0,66,16,35,4,1,316.8
24661,196,6,28,0,7,1961.162049
95351,111,31,74,0,5,406.48025
62088,64,6,28,2,4,73.258034
0,122,15,47,0,9,650.52179
31503,105,17,74,3,2,504.0
49078,97,10,3,0,2,484.013411
28120,112,7,52,0,3,537.6
0,106,3,90,0,8,763.2
44369,77,7,35,3,1,362.276183
15131,67,14,13,0,9,321.6
26890,65,28,37,0,4,312.0
45855,62,0,26,1,1,0.887629
76358,66,25,3,0,2,86.461582
45586,72,17,20,0,4,203.42306
43267,78,8,10,0,2,453.073096
0,82,15,20,0,2,590.4
46648,81,8,26,0,7,123.576765
42406,77,15,49,0,1,108.871857
50798,72,21,59,0,7,64.977867
76358,66,25,3,0,2,86.461582
13528,86,21,35,0,3,412.8
0,67,21,85,0,8,80.753763
85023,85,4,69,0,1,408.0
0,62,20,9,0,7,675.661163
74460,69,3,25,0,2,331.2
22932,62,2,97,0,1,297.6
54189,62,11,84,0,3,29.035528
42247,74,4,52,0,1,355.2
0,96,31,85,0,1,726.132858
0,117,3,33,0,9,983.127481
36706,80,19,67,0,1,488.296267
67899,66,5,31,1,6,316.8
0,61,4,68,0,2,365.820487
41900,63,0,34,0,2,170.496071
72786,76,10,9,0,2,363.845631
60108,78,0,63,0,1,507.060901
31433,100,5,23,0,2,635.020091
27940,65,21,3,1,4,27.66775
51246,122,4,89,0,1,817.692013
56587,65,4,88,1,6,312.0
45025,69,35,85,1,1,452.271771
0,132,13,47,0,3,950.4
22799,190,10,75,0,6,912.0
82601,66,9,38,0,3,186.387874
22705,239,19,59,0,7,1294.700423
0,92,13,17,0,1,441.6
41212,95,13,27,0,1,405.443681
0,70,3,94,0,2,504.0
21687,88,10,68,0,8,603.100479
22571,63,29,51,0,9,302.4
72032,72,10,73,0,4,438.149129
42570,128,5,52,0,2,587.409205
62873,81,0,41,0,1,207.75186
21370,77,1,35,0,2,105.181202
66081,64,31,92,1,1,42.029731
93854,87,18,41,0,9,417.6
19429,122,18,21,0,9,683.45551
46879,86,3,62,2,3,324.944098
36791,68,26,62,0,3,326.4
40211,106,5,98,2,6,710.740743
48642,77,23,69,0,2,92.307736
69063,115,12,65,0,3,552.0
87455,71,10,46,0,1,329.238904
80101,79,16,8,0,3,442.9167
0,61,13,81,1,1,292.8
51817,129,20,78,4,2,712.833284
31561,68,8,62,0,7,326.4
64640,73,5,94,2,1,327.912134
64220,107,3,86,0,7,48.782626
33580,62,17,77,0,3,315.326222
0,64,10,15,0,5,770.254285
0,65,9,31,0,2,312.0
0,67,0,79,0,3,482.4
43318,66,35,28,0,5,48.936563
83869,81,10,23,0,1,348.186032
43875,78,18,33,0,5,289.468771
59016,92,3,65,0,1,441.6
70793,69,32,1,0,1,62.625841
24164,137,2,40,0,5,657.6
29133,104,27,76,0,1,499.2
81082,73,5,85,0,4,281.295903
0,65,17,41,0,2,312.0
21277,66,1,42,0,9,316.8
16924,226,23,69,0,1,1084.8
10540,115,33,76,0,3,552.0
0,133,4,58,0,3,1361.993232
62873,81,0,41,0,1,207.75186
98623,211,17,69,0,9,1012.8
37876,69,13,15,0,1,300.056383
77469,109,2,98,1,2,757.170246
30535,66,22,18,0,2,94.142294
0,67,17,4,0,4,482.4
39310,61,5,89,0,3,93.181865
27229,99,20,9,0,2,475.2
41418,112,17,80,0,2,537.6
67840,112,34,56,0,5,83.240006
0,80,24,20,0,7,871.055266
23091,96,28,90,5,5,460.8
69468,67,2,3,0,3,302.733593
74143,114,1,61,0,6,547.2
65165,126,14,18,1,1,604.8
50537,165,10,35,0,1,60.005031
72608,82,26,19,3,8,393.6
26312,110,29,19,1,2,565.837664
56900,68,11,34,0,1,304.115627
60707,70,2,24,0,1,327.061103
67276,61,7,74,0,2,181.804443
30865,104,33,31,0,7,21.261834
79487,114,20,87,0,1,547.2
0,84,18,25,1,4,481.025786
0,62,18,75,0,3,135.851316
41098,96,3,15,0,2,250.058657
89158,67,34,71,0,6,272.195232
99612,70,14,20,0,1,336.0
0,194,22,79,0,1,2306.508397
94885,86,18,10,3,1,170.532133
78352,74,33,3,0,7,152.365482
43460,63,4,18,0,3,302.4
46587,119,34,74,2,2,571.2
21236,123,3,12,0,1,131.262395
0,106,15,30,0,1,117.229971
0,65,11,52,0,1,312.0
0,68,35,65,0,7,457.169818
28432,118,1,59,0,2,612.300581
65167,131,22,85,0,1,628.8
33700,62,26,72,0,3,274.114843
0,105,14,21,0,7,756.0
13663,97,1,66,0,2,465.6
0,131,4,49,0,9,628.8
0,84,19,26,2,4,403.2
0,82,1,13,0,2,479.312226
65933,108,23,16,0,5,379.951464
0,128,11,57,0,2,614.4
28663,66,23,34,0,1,430.604489
78092,84,34,13,0,1,344.015386
57693,76,16,56,0,3,547.2
19614,85,21,32,0,2,574.024018
23235,99,28,71,0,4,587.656629
79528,64,2,39,0,2,175.429028
0,136,10,41,0,2,46.098963
23253,61,20,49,0,1,292.8
40571,100,19,56,2,2,361.788917
60668,138,18,92,0,1,553.699596
61776,73,9,61,3,6,343.278996
38820,99,29,59,0,1,547.619785
47285,63,7,3,0,1,302.4
0,62,13,21,0,8,446.4
78310,192,34,18,1,2,151.711475
26222,62,23,18,0,1,297.6
0,79,21,53,1,7,407.440238
83926,181,31,88,0,1,124.447153
24124,91,24,52,0,3,436.8
28879,106,6,9,0,2,763.2
0,112,26,27,0,1,544.250322
12964,65,2,37,0,4,362.774545
0,115,22,65,0,2,1251.042795
88105,86,5,26,0,2,412.8
66524,74,15,8,4,1,238.517525
27398,68,4,39,1,1,326.4
37759,108,9,51,0,5,518.4
45743,96,15,81,0,2,673.780804
54183,70,1,91,0,1,336.0
46900,66,13,59,0,1,316.8
59803,90,21,0,0,2,22.75546
53787,104,20,77,0,1,666.092015
35095,73,25,56,0,2,525.6
0,67,21,60,0,5,216.196521
0,217,14,40,1,2,1562.4
30845,116,3,89,1,2,556.8
23665,67,19,50,0,2,404.817249
92107,88,7,38,0,5,16.37296
62464,109,23,45,0,4,400.181882
69991,65,27,44,0,7,4.619402
23904,123,1,67,3,1,590.4
0,96,31,34,0,1,460.8
83894,110,6,46,0,2,82.019005
88340,102,16,1,0,2,489.6
0,125,6,61,0,2,900.0
39602,64,15,59,0,2,307.2
25905,63,21,12,0,1,302.4
24626,108,19,3,0,2,225.971279
59732,94,0,54,0,1,135.626867
36898,169,14,36,1,3,811.2
92864,123,13,60,0,1,96.338144
0,66,6,71,2,1,433.160284
93752,64,34,24,0,3,154.713524
21156,89,2,32,0,8,111.836561
67206,90,9,69,0,9,76.289123
85654,76,8,46,0,3,46.20341
59325,83,20,76,0,2,81.599332
13528,86,21,35,0,3,412.8
0,63,0,88,1,2,302.4
0,165,12,82,1,2,1452.213743
75333,90,15,44,1,1,289.236063
61108,72,27,84,0,6,23.773332
27083,73,15,58,1,1,525.6
68997,63,3,26,0,2,206.926432
33451,67,0,1,0,1,337.219884
21500,115,14,44,0,1,39.292196
26487,112,0,82,0,3,602.431489
74713,70,20,67,0,1,336.0
0,70,8,74,0,3,504.0
85607,66,26,1,0,3,67.647131
44891,83,12,75,0,6,74.803791
89061,103,19,88,0,3,565.267705
0,198,4,31,0,9,962.159318
63774,111,18,63,0,1,60.036683
93308,92,20,56,0,1,441.6
10375,66,10,95,0,2,316.8
85950,69,5,61,0,1,47.70723
33402,109,7,66,0,4,71.053011
18129,71,23,59,0,1,340.8
0,66,29,58,0,8,711.8026
0,65,24,45,1,4,312.0
20396,76,15,60,1,4,364.8
13376,108,13,75,0,4,774.714929
32517,94,11,53,3,3,451.2
28651,67,4,25,0,2,302.272725
64964,66,9,84,0,5,286.967405
34112,77,32,68,0,6,369.6
0,108,32,49,3,1,718.383
81145,92,34,92,0,8,321.060571
39894,134,23,87,0,2,411.077415
52447,90,5,57,0,7,61.585668
0,69,31,69,2,2,496.8
35398,71,26,41,0,7,340.8
26239,65,11,39,0,2,312.0
0,70,4,64,0,7,336.0
83013,103,2,75,0,2,155.125923
0,190,9,67,0,7,1833.182529
86205,223,8,67,0,8,1070.4
50414,69,25,34,0,1,331.2
37496,65,1,36,0,2,312.0
24224,71,7,64,0,1,511.2
62338,92,9,61,0,4,4.216231
63483,83,4,84,0,3,85.073541
0,70,24,58,0,1,504.0
38113,73,4,34,0,2,203.640251
38676,72,24,33,0,2,146.124719
20200,65,3,51,3,1,312.0
29038,69,14,61,0,1,56.351667
23179,91,11,79,0,9,436.8
56598,88,29,29,0,2,92.966783
0,76,11,38,0,1,547.2
46988,195,8,69,0,1,294.762659
20978,98,19,96,1,1,1176.2788
0,63,5,7,0,1,453.6
59130,117,21,7,0,2,436.533172
31572,70,14,95,3,3,292.434826
0,72,21,65,0,3,345.6
32646,119,25,84,0,1,464.99983
51791,181,10,46,1,1,422.960234
70828,62,8,18,0,4,297.6
40903,61,12,5,0,1,409.88696
0,106,19,67,1,3,631.108223
24031,66,32,37,0,3,316.8
84927,112,27,83,0,1,537.6
0,72,20,11,0,2,510.976913
23893,73,19,21,0,1,186.292275
71255,138,28,16,0,4,138.633681
37697,112,35,8,0,1,38.403843
33746,106,29,23,0,2,508.8
70263,93,30,66,0,5,7.345946
43367,118,6,20,0,1,1026.741926
0,81,26,23,0,1,388.8
0,66,12,20,1,4,445.19869
11432,119,11,9,0,2,571.2
67249,86,25,4,0,1,33.894695
76839,68,12,85,0,3,326.4
71210,214,8,89,1,2,1027.2
49447,119,9,48,2,1,762.007253
98713,65,3,91,0,2,289.894293
26094,67,16,84,0,1,2.028223
26990,65,9,60,1,2,297.864823
46644,84,34,19,0,1,150.688024
33462,72,12,9,0,1,112.425578
66880,71,7,54,0,1,340.8
88680,66,5,66,0,2,201.762191
0,79,4,78,0,4,568.8
75132,93,7,33,2,1,446.4
0,122,15,47,0,9,650.52179
56617,74,18,24,0,3,355.2
75638,83,6,52,4,2,108.69654
24982,109,20,52,4,7,523.2
40348,83,6,56,0,1,26.314753
24083,63,22,2,1,2,340.453606
81538,66,3,46,0,1,272.844816
62873,81,0,41,0,1,207.75186
66245,145,22,58,0,2,181.501424
0,102,22,20,0,2,734.4
26303,165,16,47,0,1,956.589903
58620,71,11,51,0,2,340.8
18375,103,8,50,0,1,535.080276
30944,92,15,46,0,1,348.216284
59630,185,9,67,0,1,888.0
53957,184,19,80,0,1,61.554272
44385,97,6,31,0,7,465.6
0,119,1,58,0,7,856.8
25561,163,3,25,0,2,983.374985
85956,145,0,85,0,1,510.381882
0,61,26,79,1,1,311.404068
37406,122,23,38,1,1,1134.960471
39053,114,5,66,0,1,547.2
24475,84,11,55,3,1,604.8
92296,69,4,65,0,1,331.2
29484,93,19,51,0,2,446.4
0,114,19,50,0,3,820.8
48088,94,25,73,0,4,134.828318
21366,63,20,47,0,3,302.4
17101,113,1,88,0,2,542.4
0,64,3,59,0,4,460.8
26802,66,7,43,1,5,316.8
89025,64,32,10,0,2,179.251604
0,104,23,76,0,1,748.8
52228,220,29,72,1,8,1056.0
0,126,13,91,0,1,694.357961
0,63,11,30,0,1,344.288189
83086,71,1,43,3,3,320.486645
53214,91,21,76,0,3,436.8
51643,283,16,43,0,1,1358.4
73168,70,21,50,0,3,425.800112
0,298,26,94,0,1,2145.6
0,90,1,94,0,2,648.0
61246,110,24,21,0,3,159.239518
32762,112,26,74,0,2,326.926833
0,69,21,54,5,3,496.8
0,133,9,85,0,1,957.6
0,126,12,4,0,2,604.8
64127,71,31,19,0,2,72.862304
0,67,9,54,0,2,308.54976
16794,96,7,31,0,2,460.8
31930,83,19,30,0,2,37.699658
74918,85,13,74,0,1,314.246507
70742,124,3,64,1,1,211.68058
64801,64,23,19,0,2,268.471802
48829,64,23,70,1,1,300.312635
73853,89,7,35,0,1,427.2
0,99,25,23,0,2,712.8
66844,70,11,80,4,5,104.977375
11904,61,34,11,2,3,292.8
56869,83,25,34,3,1,269.406119
0,67,3,54,0,1,482.4
0,68,20,44,1,7,326.4
59325,71,13,75,0,3,229.686659
0,115,19,60,0,9,552.0
0,112,30,29,1,3,806.4
25927,103,6,20,0,1,674.973614
0,71,31,79,0,1,493.055291
83073,71,15,46,0,3,10.42277
0,73,14,36,2,1,350.4
0,87,4,4,3,1,420.041981
0,72,17,11,1,3,345.6
35301,74,23,68,0,7,128.643975
21829,111,6,59,0,3,532.8
15142,116,7,5,0,3,792.609747
0,71,28,76,0,2,340.8
58498,67,6,1,3,1,321.6
64592,64,12,57,0,1,307.2
80306,71,11,12,0,1,340.8
29105,117,28,31,0,1,272.612048
47137,84,5,11,0,5,161.640052
0,62,5,54,0,1,446.4
0,109,19,2,0,3,723.786607
0,100,27,58,0,2,1000.850446
66711,86,25,92,0,1,366.381387
48943,65,17,50,0,2,105.068788
0,71,20,48,0,1,511.2
34807,73,8,90,0,1,472.043042
52583,113,12,59,0,7,528.20086
0,111,6,51,0,4,617.396701
92589,65,29,20,0,9,312.0
96689,103,34,80,0,5,37.802583
0,73,28,19,0,2,525.6
76594,122,26,9,1,1,832.453791
83777,112,18,74,0,1,377.354191
20954,78,15,27,0,1,534.501024
84491,110,0,0,0,1,156.282093
89451,63,11,2,0,1,61.769564
85132,106,0,60,5,3,501.134524
11193,114,2,88,0,6,820.8
28806,61,13,90,0,1,292.8
76184,111,23,19,0,3,532.8
66429,136,35,93,0,1,57.712985
43278,68,10,10,0,1,326.4
13528,86,21,35,0,3,412.8
74015,72,12,61,0,6,471.443077
54507,138,20,11,0,1,702.990032
0,119,3,52,5,2,439.352186
72302,66,6,27,0,1,316.8
14606,72,2,94,5,4,439.772868
0,68,21,59,0,7,689.282166
43406,187,6,49,0,1,897.6
60426,62,0,97,0,2,133.284622
26334,71,9,94,0,3,340.8
22514,80,22,96,0,2,203.469143
76114,88,6,97,0,1,422.4
48791,62,27,0,3,1,69.794432
65605,111,2,72,2,7,377.781658
69259,63,3,30,0,1,362.51794
0,64,16,42,1,5,460.8
0,62,0,5,0,2,446.4
90969,65,7,22,0,2,190.751345
50180,77,30,93,3,1,360.499075
41991,67,14,75,0,3,88.382536
71391,67,29,39,0,2,284.000172
0,61,17,1,1,7,292.8
70725,70,2,0,0,2,336.0
36650,69,2,70,1,1,56.60333
54194,119,9,90,1,1,112.268583
23554,61,12,17,0,6,142.459804
62464,109,23,45,0,4,400.181882
71888,115,14,33,0,4,552.0
80846,65,9,32,0,9,227.183015
0,67,7,84,0,5,321.6
11432,119,11,9,0,2,571.2
39017,170,10,4,2,3,592.85751
0,108,7,54,0,4,777.6
73769,61,24,84,0,6,121.654567
58557,88,4,83,0,1,55.510526
0,91,12,6,0,1,707.264022
48367,161,10,34,0,2,772.8
39718,65,1,55,2,1,366.531664
0,96,31,64,1,3,460.8
43358,61,2,83,0,6,400.294938
83873,76,5,36,1,1,218.374041
22361,95,15,42,0,2,530.667993
70061,99,2,57,0,3,699.517349
0,73,6,19,0,2,525.6
65742,79,6,0,0,1,277.360797
23665,67,19,50,0,2,404.817249
66457,95,2,76,0,1,456.0
82634,104,8,74,0,3,324.097433
0,69,11,60,0,1,331.2
0,70,24,10,0,1,425.266308
29735,69,3,92,0,1,331.2
61417,65,6,35,0,7,206.01822
0,105,3,12,0,4,756.0
43846,65,16,33,1,1,125.52458
0,67,33,54,0,2,482.4
33775,61,24,95,0,1,292.8
96988,77,1,60,0,3,369.6
0,114,26,34,0,7,820.8
81945,68,19,45,0,9,47.451832
0,65,24,47,0,1,27.031485
19019,186,7,46,0,1,1003.050834
62579,72,33,53,0,1,326.242099
46587,119,34,74,2,2,571.2
0,81,26,58,0,1,583.2
0,78,15,47,0,2,561.6
0,135,1,98,0,9,648.0
0,66,1,61,0,9,758.460636
29327,118,26,21,0,1,627.898468
81081,96,32,34,1,2,206.211089
0,106,27,89,0,1,763.2
57222,112,3,88,1,2,297.187468
91147,107,4,79,0,7,50.473675
76638,73,2,55,1,1,435.189747
29697,64,6,43,0,2,147.128736
0,61,27,90,0,2,301.402778
67352,181,7,80,1,1,560.947563
23904,123,1,67,3,1,590.4
0,88,16,28,2,7,422.4
89953,74,3,42,0,3,274.165887
20862,68,1,69,0,9,326.4
47663,114,35,24,0,8,103.702555
49564,105,8,29,0,5,661.608936
28432,118,1,59,0,2,612.300581
32356,117,11,35,2,2,428.490681
55269,71,32,15,0,2,340.8
0,116,6,78,0,3,509.513764
76771,95,34,82,1,7,91.674854
75648,108,28,10,0,1,112.660916
20698,68,21,72,5,5,248.422693
29734,63,12,86,0,2,649.83837
43963,110,25,59,0,7,528.0
29465,63,6,9,0,1,302.4
24851,103,8,99,0,2,604.289428
0,107,2,4,2,1,770.4
11033,97,27,18,0,2,511.120131
20495,61,7,36,0,2,292.8
95766,68,17,62,0,5,162.557048
0,65,22,39,0,2,655.073317
61029,72,26,98,0,1,114.429816
0,105,3,30,0,1,504.0
56188,86,20,52,3,3,175.972039
94812,70,11,40,0,1,121.025058
0,70,28,77,1,3,336.0
55338,116,25,54,0,7,556.8
82477,90,1,69,0,1,432.0
20852,73,8,6,0,1,383.789732
0,82,22,62,0,2,296.637382
0,83,16,75,0,1,544.217453
0,95,14,57,2,1,456.0
72460,85,9,76,0,1,370.018108
76358,66,25,3,0,2,86.461582
96306,95,12,17,1,6,185.355353
49544,101,3,29,0,1,0.769185
0,68,10,36,0,7,609.323227
0,101,7,19,0,4,727.2
63357,101,26,42,0,5,565.508572
0,82,9,21,0,1,590.4
23060,109,13,25,3,1,731.350857
27781,71,33,7,0,2,340.8
43246,62,19,89,0,1,52.435202
14254,124,21,16,0,1,595.2
60334,106,5,67,0,1,111.164747
35625,65,10,56,1,3,288.572108
54684,111,13,15,3,2,302.137164
56228,65,4,79,0,1,276.877348
82166,134,9,43,3,1,643.2
30406,73,29,93,0,1,350.4
75007,101,1,19,0,1,668.773522
79271,62,24,63,4,1,232.753598
0,76,2,66,0,2,364.8
59414,140,34,56,0,2,65.022258
44719,66,6,55,0,2,316.8
0,129,14,93,2,1,291.744204
21986,63,1,9,0,1,333.696228
58480,113,6,35,1,5,542.4
37520,74,21,30,0,2,163.576763
50165,62,15,63,0,2,129.999138
42961,83,24,16,0,2,398.4
86687,80,4,82,0,3,274.159702
0,93,2,88,0,3,41.617367
23772,83,19,25,0,4,100.652984
0,98,23,7,0,1,354.939043
18241,65,17,44,0,1,151.991098
0,65,32,88,0,1,312.0
86650,69,7,64,2,1,323.865715
0,137,11,73,0,1,1554.089517
35973,159,5,97,0,2,763.2
26262,97,6,59,0,1,465.6
25187,121,8,79,0,1,580.8
88081,64,35,94,0,5,82.483947
83460,66,20,18,0,1,443.44552
19949,74,0,99,1,3,355.2
0,92,16,56,0,1,897.379535
0,109,30,87,0,4,784.8
77739,98,31,61,0,1,428.563553
23649,122,2,69,0,6,535.606632
68980,98,25,87,0,7,464.038577
60010,103,4,86,0,1,494.4
30968,74,10,89,1,8,45.425684
0,116,2,97,0,1,556.8
99841,65,14,30,0,1,312.0
0,105,3,92,0,1,504.0
32967,105,16,70,1,4,504.0
0,125,6,61,0,2,900.0
31794,119,12,16,0,2,571.2
36710,94,17,56,0,1,676.8
36267,69,21,1,0,8,263.454037
12430,73,22,13,0,4,350.4
93715,74,12,88,0,7,532.8
75648,108,28,10,0,1,112.660916
24584,66,11,74,0,2,279.706613
36088,72,16,31,0,9,345.6
21723,104,31,6,0,8,748.8
63833,73,17,69,0,3,199.460544
0,61,7,1,0,4,304.156333
45892,81,1,49,0,1,388.8
90263,74,17,36,0,8,355.2
0,63,8,87,0,1,453.6
40548,98,7,57,0,2,470.4
0,99,15,84,0,2,831.340966
50450,63,24,80,0,1,302.4
0,85,4,45,0,1,612.0
75963,69,4,23,0,7,102.147789
32714,87,35,48,0,1,513.041633
42790,87,10,74,0,3,290.057111
20694,94,29,89,1,1,451.2
25820,82,10,69,0,1,393.6
24744,65,1,0,0,1,312.0
0,73,35,52,3,5,350.4
27538,63,10,6,4,3,285.843893
81280,68,6,47,0,1,308.349562
0,67,29,49,1,1,321.6
0,73,14,66,0,1,350.4
26486,128,18,5,1,2,614.4
0,97,12,24,0,2,465.6
0,182,4,34,0,5,1953.87972
68331,63,23,38,0,3,302.4
0,71,1,66,1,1,511.2
21636,64,2,24,5,2,213.587367
0,121,7,34,0,2,871.2
0,133,24,46,0,2,1386.870718
0,64,14,92,0,7,307.2
35601,69,34,15,0,2,249.803437
0,198,33,55,1,3,1425.6
28558,119,14,37,4,3,797.558033
60101,66,34,74,0,3,1.332349
22426,76,9,31,1,1,528.391284
30720,139,17,24,4,5,778.463303
34161,186,5,10,3,1,892.8
42987,77,14,48,0,1,128.490137
0,61,21,13,0,3,292.8
80928,132,26,27,0,1,538.545218
86640,67,2,25,0,5,65.457366
26714,64,17,7,1,2,307.2
78618,66,7,56,0,1,225.578841
0,78,22,3,0,2,732.340362
0,126,12,4,0,2,604.8
62977,115,34,40,0,1,552.0
0,79,30,25,0,1,568.8
19724,72,20,49,0,4,345.6
27558,65,18,48,0,2,312.0
86054,239,12,11,0,1,115.166422
42846,81,14,42,0,4,286.142521
57107,110,27,84,3,7,528.0
0,119,9,8,0,3,571.2
54314,66,13,98,0,1,282.770894
29950,61,0,76,0,4,292.8
24195,90,32,70,0,2,360.269404
0,73,30,11,0,8,388.819919
47481,116,20,39,0,1,556.8
63354,106,16,39,0,9,508.8
57591,66,5,74,0,2,316.8
0,71,14,62,0,2,340.8
34919,82,14,99,1,2,277.871312
76879,101,20,44,0,5,487.102627
61584,61,18,93,0,2,205.294927
28792,185,34,20,3,1,1166.603776
0,105,27,42,0,4,504.0
26713,71,22,69,0,1,142.695319
0,129,2,72,0,1,928.8
34244,87,14,34,2,2,417.6
25251,66,13,43,0,2,316.8
0,68,19,53,0,3,326.4
59848,73,5,98,1,3,131.614733
39815,64,17,68,0,2,91.391245
58840,86,25,44,0,1,73.27252
97131,64,5,80,0,6,307.2
58089,118,31,83,0,1,566.4
0,71,7,87,0,1,340.8
0,126,2,96,2,1,656.57161
21808,119,0,71,0,1,571.2
89771,114,5,83,0,2,432.409662
36776,65,21,21,0,2,240.186527
31213,65,0,29,0,1,312.0
0,115,33,0,0,3,987.293841
0,61,11,39,0,2,439.2
0,107,13,17,0,5,513.6
32555,68,32,72,0,2,86.912677
0,69,15,9,0,2,496.8
29735,69,3,92,0,1,331.2
80590,74,26,3,0,1,97.928632
22565,132,0,20,0,1,633.6
54817,137,24,28,0,1,209.504391
0,62,26,34,0,2,42.642554
55393,74,15,6,1,3,2.173552
0,83,12,97,0,2,597.6
75634,110,13,52,0,2,432.805382
62464,109,23,45,0,4,400.181882
72648,61,0,78,0,5,120.850664
77167,66,15,99,0,3,137.086695
56980,84,33,70,0,7,599.000883
27444,66,21,88,0,3,313.931213
57289,86,21,88,0,3,562.224942
84091,105,18,48,0,9,380.560266
0,67,33,21,2,1,806.180375
59590,136,15,67,0,5,460.266881
89672,72,7,92,0,1,309.568636
96535,66,11,85,0,3,271.074379
25575,117,10,41,0,2,561.6
38910,78,3,78,0,2,20.209679
39426,114,33,12,0,1,412.884282
28304,91,10,30,2,1,655.2
52210,80,6,74,0,9,384.0
0,102,20,46,0,3,273.945412
94851,104,6,33,0,3,190.998822
0,67,16,92,0,1,399.0564
18608,71,13,24,0,1,340.8
41025,92,22,92,0,6,20.374393
71449,102,17,7,0,2,734.4
92653,83,15,80,1,6,456.519419
33190,106,18,95,0,2,508.8
24290,82,15,84,0,8,393.6
22571,63,29,51,0,9,302.4
26409,71,30,70,0,5,475.166267
21616,93,4,41,0,7,944.854655
36463,92,8,25,0,3,441.6
14290,271,20,40,0,1,1300.8
34645,69,1,2,3,5,220.446667
67001,131,7,36,0,1,463.425687
96200,107,9,45,0,3,513.6
69241,93,2,63,0,3,111.250449
55843,64,3,80,0,2,307.2
20305,76,14,63,1,2,496.477418
0,68,10,81,0,1,489.6
44329,112,25,58,0,3,537.6
44279,61,32,7,0,3,292.8
0,87,4,4,3,1,420.041981
34695,113,1,60,0,5,100.323765
79297,64,34,64,0,6,72.760316
0,62,29,72,0,1,297.6
84183,72,29,86,0,4,255.565349
53375,79,20,92,0,2,127.322656
32046,127,28,23,0,4,475.599472
91393,67,19,54,0,6,460.551521
76731,64,2,68,0,1,201.455005
82081,249,1,62,0,2,753.760098
51337,88,3,70,0,1,72.543171
74015,72,12,61,0,6,471.443077
0,117,10,37,0,1,842.4
0,77,19,17,0,1,554.4
68849,67,9,67,0,2,252.699037
37376,99,34,52,0,3,65.548725
0,64,12,25,0,1,621.968062
62464,109,23,45,0,4,400.181882
88304,95,2,17,0,2,276.467811
0,112,11,9,0,2,682.422936
65900,62,17,41,0,2,297.6
0,67,27,71,0,6,321.6
61374,113,5,27,0,3,210.100003
0,110,1,53,1,2,528.0
31841,78,24,11,0,1,126.857228
27861,65,22,67,0,1,312.0
0,83,22,0,3,5,736.00483
0,84,18,25,1,4,481.025786
94550,90,0,93,0,7,432.0
39604,68,2,21,0,8,63.127223
42928,93,20,65,0,2,651.623195
54737,66,3,86,0,1,391.970334
0,68,14,46,0,2,489.6
80587,78,7,5,0,6,276.191729
0,194,26,10,0,5,931.2
80028,86,34,37,0,2,114.02307
11904,61,34,11,2,3,292.8
54872,121,9,50,0,3,580.8
0,99,2,30,0,2,204.121476
0,74,24,63,0,2,532.8
46417,74,16,14,0,7,164.746184
46239,67,17,1,3,4,6.395416
0,73,18,61,0,1,350.4
25550,61,28,13,0,1,439.2
27514,197,12,97,0,8,1367.199081
84417,98,5,32,0,7,139.714897
55906,86,26,3,0,2,58.469264
21638,65,9,81,0,8,468.0
16121,65,5,85,2,2,312.0
36261,68,3,71,0,2,16.800832
11432,119,11,9,0,2,571.2
62566,65,4,3,1,1,48.344273
10312,78,10,63,0,1,486.278557
67778,64,17,17,1,1,171.287759
92895,77,5,2,0,7,43.14147
55290,65,26,33,0,4,13.874775
23377,116,15,19,0,3,556.8
38713,66,31,69,4,6,316.8
0,66,17,92,1,1,145.896438
56342,69,12,89,0,1,331.2
29593,137,15,52,0,2,657.6
18495,113,10,15,0,2,542.4
82887,66,22,4,1,1,420.374805
71366,94,23,56,0,2,265.216633
49078,97,10,3,0,2,484.013411
10787,71,33,25,0,8,697.798804
0,73,12,42,0,2,350.4
10194,65,34,35,0,4,312.0
81763,72,22,12,1,1,518.4
59763,73,4,31,0,2,350.4
0,78,7,63,0,2,561.6
96832,85,19,23,0,3,408.0
21135,130,14,59,0,1,678.946216
16143,62,3,73,1,1,32.114117
74015,72,12,61,0,6,471.443077
84178,74,34,80,0,2,12.588784
0,70,32,14,0,1,504.0
0,63,10,19,0,2,661.7151
63936,189,4,29,0,5,765.012123
0,83,17,28,0,4,597.6
37940,129,11,36,0,1,512.542299
30703,70,15,58,0,1,336.0
54898,69,25,32,0,9,176.242159
89030,139,31,62,0,2,49.566591
15630,115,8,60,1,3,656.775467
35625,65,10,56,1,3,288.572108
48329,67,9,70,0,1,470.386291
11904,61,34,11,2,3,292.8
12261,125,26,80,0,1,600.0
0,86,15,94,0,9,39.730199
87810,94,15,26,3,2,225.641724
64744,139,5,34,0,5,41.308429
0,117,13,11,0,8,957.134978
60735,135,11,59,0,2,571.695889
0,67,5,53,0,1,482.4
36261,118,14,78,0,2,1197.713861
0,135,32,33,0,1,648.0
0,122,15,47,0,9,650.52179
23277,77,14,68,2,1,369.6
50320,73,24,6,0,5,297.738909
49675,65,10,54,0,1,312.0
19508,61,22,59,0,2,292.8
20815,110,7,35,0,9,528.0
46621,61,20,31,0,2,30.448249
22775,184,6,10,0,3,883.2
91814,63,30,99,0,3,167.037619
20396,76,15,60,1,4,364.8
73836,182,8,35,3,1,553.385695
