,customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,sales_channel,vehicle_class,vehicle_size,Effective To Date,year_effective_to_date,month_effective_to_date
7220,QZ83992,California,No,Basic,College,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L1,Agent,SUV,Medsize,2011-02-24,2011,02
7221,WE23159,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Special L2,Agent,Sports Car,Small,2011-02-22,2011,02
7222,GA86186,Oregon,Yes,Extended,College,Employed,M,Urban,Divorced,Special Auto,Special L3,Call Center,Four-Door Car,Medsize,2011-01-05,2011,01
7223,ZM24497,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Web,Luxury SUV,Large,2011-02-03,2011,02
7224,EY97047,Oregon,Yes,Basic,College,Employed,M,Urban,Single,Corporate Auto,Corporate L2,Agent,Four-Door Car,Medsize,2011-02-20,2011,02
7225,NW14895,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Agent,SUV,Small,2011-01-02,2011,01
7226,KS42294,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Small,2011-01-14,2011,01
7227,DQ50258,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-07,2011,02
7228,XK10881,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-10,2011,02
7229,LC20778,Nevada,No,Extended,Master,Medical Leave,F,Suburban,Single,Personal Auto,Personal L2,Agent,Four-Door Car,Small,2011-02-27,2011,02
7230,LH87004,Washington,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Branch,SUV,Small,2011-01-05,2011,01
7231,SZ17657,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Web,SUV,Small,2011-01-18,2011,01
7232,RI44399,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Call Center,Four-Door Car,Medsize,2011-01-28,2011,01
7233,RF73080,Oregon,Yes,Extended,College,Retired,M,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-25,2011,01
7234,QA69109,Arizona,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-02-16,2011,02
7235,FK85203,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Branch,SUV,Medsize,2011-01-07,2011,01
7236,ET44462,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Web,SUV,Medsize,2011-02-12,2011,02
7237,SK27185,California,No,Premium,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Branch,SUV,Medsize,2011-01-16,2011,01
7238,JW87443,Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-09,2011,01
7239,OM37610,Nevada,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-01-20,2011,01
7240,TJ58873,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-14,2011,01
7241,WE97690,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Web,Four-Door Car,Medsize,2011-02-16,2011,02
7242,HH99354,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Call Center,Two-Door Car,Medsize,2011-01-24,2011,01
7243,UN90060,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Web,SUV,Medsize,2011-01-19,2011,01
7244,BR76202,California,Yes,Basic,Master,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Branch,SUV,Medsize,2011-01-16,2011,01
7245,MO48960,California,Yes,Extended,Doctor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-01-13,2011,01
7246,QG50480,Oregon,No,Basic,College,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-01-19,2011,01
7247,RE73564,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L1,Branch,Two-Door Car,Medsize,2011-02-14,2011,02
7248,EN32990,Arizona,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-01-04,2011,01
7249,OO97388,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L1,Agent,Two-Door Car,Small,2011-01-22,2011,01
7250,JN66901,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Web,Luxury SUV,Medsize,2011-02-08,2011,02
7251,UI64573,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L1,Web,Four-Door Car,Medsize,2011-01-23,2011,01
7252,HJ64867,Arizona,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Web,Two-Door Car,Medsize,2011-02-05,2011,02
7253,MT35297,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Small,2011-02-11,2011,02
7254,VB69838,Oregon,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-31,2011,01
7255,JR34589,Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Call Center,SUV,Medsize,2011-02-10,2011,02
7256,EI85578,California,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L3,Agent,SUV,Medsize,2011-01-06,2011,01
7257,DH85144,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-01-12,2011,01
7258,HC31007,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-01-05,2011,01
7259,MT58123,California,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Branch,SUV,Small,2011-01-21,2011,01
7260,GQ78238,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Call Center,SUV,Medsize,2011-02-13,2011,02
7261,UO44449,Washington,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-01-26,2011,01
7262,VK98618,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Agent,SUV,Large,2011-02-13,2011,02
7263,BG30513,California,Yes,Extended,College,Retired,F,Suburban,Single,Personal Auto,Personal L2,Branch,Four-Door Car,Small,2011-02-01,2011,02
7264,KD20203,Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Agent,SUV,Small,2011-01-18,2011,01
7265,HR26088,Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-01-17,2011,01
7266,XD72019,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Web,Four-Door Car,Large,2011-02-19,2011,02
7267,XD82117,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Call Center,SUV,Medsize,2011-01-18,2011,01
7268,CT47738,Oregon,No,Extended,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Branch,Sports Car,Medsize,2011-01-10,2011,01
7269,NY30370,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Call Center,Two-Door Car,Medsize,2011-01-17,2011,01
7270,EH69733,Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Branch,Four-Door Car,Medsize,2011-01-27,2011,01
7271,QV89210,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-02-07,2011,02
7272,QK90365,Oregon,Yes,Extended,Master,Retired,F,Suburban,Married,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-02-17,2011,02
7273,UR67446,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-02-21,2011,02
7274,FJ76376,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Agent,Two-Door Car,Medsize,2011-01-20,2011,01
7275,ZI85739,California,No,Extended,Master,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Branch,SUV,Small,2011-02-25,2011,02
7276,AM72411,Oregon,No,Basic,High School or Below,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L1,Branch,Two-Door Car,Medsize,2011-02-21,2011,02
7277,IC77855,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L1,Branch,SUV,Medsize,2011-02-16,2011,02
7278,ZM70632,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Branch,SUV,Medsize,2011-01-19,2011,01
7279,JM59803,California,No,Basic,Doctor,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Agent,Two-Door Car,Medsize,2011-01-23,2011,01
7280,KG84303,California,No,Extended,Master,Employed,M,Suburban,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Small,2011-01-29,2011,01
7281,OJ37666,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-02-03,2011,02
7282,VV49688,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Call Center,Four-Door Car,Medsize,2011-01-31,2011,01
7283,KH55886,Oregon,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L1,Agent,Sports Car,Medsize,2011-02-05,2011,02
7284,QZ70160,Nevada,No,Basic,College,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-01-18,2011,01
7285,FU51754,Arizona,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Agent,Two-Door Car,Medsize,2011-01-01,2011,01
7286,KY48450,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Agent,Luxury Car,Medsize,2011-01-09,2011,01
7287,ZG18090,California,No,Extended,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Agent,Four-Door Car,Medsize,2011-02-19,2011,02
7288,UI99151,Nevada,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Web,Sports Car,Medsize,2011-01-24,2011,01
7289,VB59276,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Web,SUV,Medsize,2011-01-30,2011,01
7290,CJ64468,Oregon,Yes,Basic,College,Medical Leave,F,Suburban,Single,Personal Auto,Personal L2,Web,Two-Door Car,Medsize,2011-02-01,2011,02
7291,GM61951,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Agent,SUV,Small,2011-02-26,2011,02
7292,BO15959,Washington,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-16,2011,02
7293,ZK50586,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-02-09,2011,02
7294,DM22923,Oregon,No,Basic,Bachelor,Disabled,M,Suburban,Single,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-02-22,2011,02
7295,DQ58142,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Web,SUV,Medsize,2011-01-08,2011,01
7296,YW47108,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-19,2011,02
7297,DS62172,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Web,Four-Door Car,Large,2011-02-11,2011,02
7298,VL58402,Washington,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Web,Four-Door Car,Medsize,2011-02-09,2011,02
7299,YV82597,Nevada,No,Extended,Doctor,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Agent,Two-Door Car,Medsize,2011-01-30,2011,01
7300,FN33339,Oregon,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Agent,Four-Door Car,Medsize,2011-02-08,2011,02
7301,UZ97486,California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Call Center,Two-Door Car,Small,2011-01-17,2011,01
7302,LL92275,California,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-01-22,2011,01
7303,FB95288,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Branch,Luxury Car,Small,2011-01-17,2011,01
7304,NB30472,Arizona,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-01-24,2011,01
7305,RX66745,Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Corporate Auto,Corporate L3,Branch,Four-Door Car,Medsize,2011-01-25,2011,01
7306,II97469,California,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-24,2011,01
7307,VF17463,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Agent,Sports Car,Medsize,2011-02-07,2011,02
7308,GW77328,Oregon,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-02-03,2011,02
7309,CF44171,California,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,Personal L3,Agent,SUV,Medsize,2011-02-27,2011,02
7310,ZN65873,California,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Agent,Four-Door Car,Large,2011-02-24,2011,02
7311,EO75698,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L1,Agent,Four-Door Car,Medsize,2011-01-09,2011,01
7312,GB94407,California,Yes,Premium,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Branch,Two-Door Car,Medsize,2011-01-01,2011,01
7313,KM63956,California,Yes,Extended,Master,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Agent,SUV,Small,2011-01-31,2011,01
7314,LM79795,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Agent,Two-Door Car,Small,2011-02-20,2011,02
7315,XT35473,Arizona,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Agent,Four-Door Car,Large,2011-01-15,2011,01
7316,LO90163,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Call Center,SUV,Medsize,2011-01-23,2011,01
7317,LU65596,California,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Branch,Four-Door Car,Medsize,2011-01-20,2011,01
7318,SV94314,Arizona,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Branch,SUV,Medsize,2011-02-09,2011,02
7319,RW86245,Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Agent,SUV,Medsize,2011-02-06,2011,02
7320,JG41490,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Call Center,Four-Door Car,Large,2011-01-10,2011,01
7321,FO63400,California,No,Basic,College,Employed,F,Rural,Divorced,Corporate Auto,Corporate L1,Call Center,Four-Door Car,Large,2011-01-04,2011,01
7322,FE84109,Washington,No,Extended,Bachelor,Disabled,M,Rural,Divorced,Personal Auto,Personal L2,Web,Two-Door Car,Medsize,2011-01-21,2011,01
7323,KG21285,Arizona,No,Extended,College,Employed,M,Rural,Divorced,Personal Auto,Personal L1,Web,Four-Door Car,Medsize,2011-01-24,2011,01
7324,TQ33359,California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Large,2011-02-11,2011,02
7325,ZG59671,Oregon,No,Extended,College,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-01-14,2011,01
7326,AY19539,California,Yes,Extended,College,Retired,M,Suburban,Single,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-23,2011,02
7327,KU23440,Oregon,No,Basic,Master,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Branch,Four-Door Car,Small,2011-02-25,2011,02
7328,IJ83011,California,No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Call Center,SUV,Medsize,2011-01-28,2011,01
7329,KE35335,Washington,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Web,Four-Door Car,Small,2011-01-17,2011,01
7330,FE90301,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L1,Agent,Four-Door Car,Medsize,2011-01-09,2011,01
7331,CK35310,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Web,Four-Door Car,Small,2011-01-02,2011,01
7332,XU97999,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Large,2011-01-22,2011,01
7333,RF73329,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-01-17,2011,01
7334,WO12850,Nevada,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-02-17,2011,02
7335,AB26022,Oregon,No,Basic,High School or Below,Retired,M,Suburban,Single,Corporate Auto,Corporate L2,Call Center,SUV,Medsize,2011-01-10,2011,01
7336,HL91178,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Large,2011-02-24,2011,02
7337,HS77089,Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Branch,Four-Door Car,Small,2011-01-19,2011,01
7338,WK18603,California,No,Basic,Doctor,Employed,M,Rural,Single,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-02-18,2011,02
7339,XS44101,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-02-04,2011,02
7340,RE93978,Washington,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Web,SUV,Small,2011-02-26,2011,02
7341,WX19595,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Agent,Luxury Car,Small,2011-01-01,2011,01
7342,EA55071,Arizona,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-02-28,2011,02
7343,HH45183,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-10,2011,02
7344,NL75739,Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Branch,Two-Door Car,Medsize,2011-01-02,2011,01
7345,XE96798,Oregon,No,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Web,Four-Door Car,Small,2011-01-09,2011,01
7346,UU12600,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Web,SUV,Small,2011-01-09,2011,01
7347,NL39999,Washington,No,Basic,High School or Below,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L2,Call Center,Two-Door Car,Large,2011-01-27,2011,01
7348,ZN45349,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Branch,Two-Door Car,Small,2011-01-16,2011,01
7349,EV34073,California,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Branch,Four-Door Car,Small,2011-01-15,2011,01
7350,HM94328,Arizona,Yes,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Branch,Four-Door Car,Medsize,2011-02-19,2011,02
7351,QX64770,Oregon,No,Premium,Master,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Agent,Four-Door Car,Small,2011-01-11,2011,01
7352,IN95983,California,No,Extended,College,Employed,F,Suburban,Single,Special Auto,Special L3,Branch,Four-Door Car,Small,2011-01-10,2011,01
7353,AD89594,California,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-01-18,2011,01
7354,SQ37580,Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-04,2011,01
7355,IN64985,Nevada,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Small,2011-01-26,2011,01
7356,UL96474,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Agent,SUV,Medsize,2011-02-27,2011,02
7357,IG89777,California,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Call Center,Two-Door Car,Large,2011-01-09,2011,01
7358,YJ14330,California,No,Extended,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Branch,SUV,Medsize,2011-01-12,2011,01
7359,NK20941,California,No,Extended,High School or Below,Employed,M,Rural,Single,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-25,2011,02
7360,XQ28930,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-01-19,2011,01
7361,LY73893,California,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-21,2011,01
7362,II20035,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Web,Four-Door Car,Small,2011-02-13,2011,02
7363,OH69760,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Branch,Four-Door Car,Large,2011-02-02,2011,02
7364,WN45973,Washington,No,Basic,Master,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Agent,SUV,Medsize,2011-02-16,2011,02
7365,UT21323,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Branch,Luxury SUV,Small,2011-02-13,2011,02
7366,GM46746,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Agent,Luxury Car,Small,2011-01-17,2011,01
7367,GZ64473,Nevada,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-12,2011,01
7368,FE93959,California,No,Basic,Doctor,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Agent,Two-Door Car,Small,2011-01-24,2011,01
7369,YC33550,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Call Center,Two-Door Car,Small,2011-01-19,2011,01
7370,MT91532,California,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Agent,Four-Door Car,Medsize,2011-02-12,2011,02
7371,XE65072,Oregon,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Branch,Four-Door Car,Medsize,2011-01-11,2011,01
7372,AT72574,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Call Center,Two-Door Car,Medsize,2011-02-16,2011,02
7373,FP10040,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Agent,Four-Door Car,Large,2011-01-23,2011,01
7374,AQ51159,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L1,Branch,Four-Door Car,Medsize,2011-01-17,2011,01
7375,HB21182,Arizona,No,Basic,Master,Employed,F,Suburban,Single,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-02-26,2011,02
7376,SM17747,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-01-18,2011,01
7377,YA87855,Arizona,No,Extended,Master,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Agent,Two-Door Car,Medsize,2011-02-20,2011,02
7378,MR52230,Oregon,No,Extended,Doctor,Employed,M,Rural,Married,Personal Auto,Personal L2,Web,Four-Door Car,Medsize,2011-02-02,2011,02
7379,FR54989,Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Call Center,Two-Door Car,Medsize,2011-02-10,2011,02
7380,RW82766,Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Call Center,Luxury SUV,Medsize,2011-01-30,2011,01
7381,IX60941,Oregon,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Small,2011-01-05,2011,01
7382,GQ26671,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Call Center,Two-Door Car,Medsize,2011-02-06,2011,02
7383,UH89141,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Call Center,Sports Car,Medsize,2011-01-23,2011,01
7384,WO30947,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Call Center,Four-Door Car,Medsize,2011-01-08,2011,01
7385,ZN86559,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-01-30,2011,01
7386,NZ73268,California,No,Premium,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-01-23,2011,01
7387,YD80815,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Call Center,Luxury Car,Medsize,2011-01-05,2011,01
7388,BE54454,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Small,2011-01-10,2011,01
7389,JB76199,Oregon,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Call Center,Four-Door Car,Small,2011-02-14,2011,02
7390,PN68458,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Agent,SUV,Medsize,2011-01-23,2011,01
7391,IM55696,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Call Center,Four-Door Car,Small,2011-01-16,2011,01
7392,UD99395,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Call Center,SUV,Small,2011-02-22,2011,02
7393,PA90653,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Agent,Two-Door Car,Small,2011-02-14,2011,02
7394,WE64939,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Agent,Four-Door Car,Medsize,2011-01-12,2011,01
7395,KC67652,Arizona,No,Extended,Doctor,Employed,M,Rural,Single,Personal Auto,Personal L1,Agent,Sports Car,Medsize,2011-02-04,2011,02
7396,FQ33633,Nevada,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L2,Agent,SUV,Small,2011-01-03,2011,01
