,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date,year_effective_to_date,month_effective_to_date
7378,MR,52230,Oregon,No,Extended,Doctor,Employed,M,Rural,Married,Personal Auto,2,4,Web,Four-Door Car,Medsize,2011-02-02,2011,02
7379,FR,54989,Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,3,4,Call Center,Two-Door Car,Medsize,2011-02-10,2011,02
7380,RW,82766,Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Corporate Auto,3,1,Call Center,Luxury SUV,Medsize,2011-01-30,2011,01
7381,IX,60941,Oregon,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Small,2011-01-05,2011,01
7382,GQ,26671,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,2,Call Center,Two-Door Car,Medsize,2011-02-06,2011,02
7383,UH,89141,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,3,4,Call Center,Sports Car,Medsize,2011-01-23,2011,01
7384,WO,30947,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-01-08,2011,01
7385,ZN,86559,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-01-30,2011,01
7386,NZ,73268,California,No,Premium,Bachelor,Employed,M,Urban,Married,Corporate Auto,3,3,Agent,Four-Door Car,Medsize,2011-01-23,2011,01
7387,YD,80815,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,3,4,Call Center,Luxury Car,Medsize,2011-01-05,2011,01
7388,BE,54454,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Small,2011-01-10,2011,01
7389,JB,76199,Oregon,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Small,2011-02-14,2011,02
7390,PN,68458,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,3,3,Agent,SUV,Medsize,2011-01-23,2011,01
7391,IM,55696,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Small,2011-01-16,2011,01
7392,UD,99395,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,SUV,Small,2011-02-22,2011,02
7393,PA,90653,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Agent,Two-Door Car,Small,2011-02-14,2011,02
7394,WE,64939,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize,2011-01-12,2011,01
7395,KC,67652,Arizona,No,Extended,Doctor,Employed,M,Rural,Single,Personal Auto,1,1,Agent,Sports Car,Medsize,2011-02-04,2011,02
7396,FQ,33633,Nevada,No,Basic,College,Employed,F,Rural,Married,Personal Auto,2,4,Agent,SUV,Small,2011-01-03,2011,01
7397,QS,23134,Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Two-Door Car,Medsize,2011-01-22,2011,01
7398,EZ,70589,Washington,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,1,2,Call Center,Two-Door Car,Small,2011-01-28,2011,01
7399,KT,91115,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-12,2011,01
7400,RS,66246,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,4,Branch,Two-Door Car,Large,2011-01-18,2011,01
7401,YX,72707,Oregon,No,Basic,Doctor,Unemployed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-01-19,2011,01
7402,LJ,79533,Nevada,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Special Auto,2,2,Agent,SUV,Small,2011-02-23,2011,02
7403,JQ,95021,California,No,Extended,College,Employed,M,Rural,Divorced,Special Auto,1,3,Web,Four-Door Car,Medsize,2011-02-13,2011,02
7404,ET,88948,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Medsize,2011-02-08,2011,02
7405,GW,43195,Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,2,1,Branch,Luxury Car,Small,2011-02-13,2011,02
7406,MQ,54182,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize,2011-02-11,2011,02
7407,WM,39308,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,2,2,Call Center,Two-Door Car,Medsize,2011-01-03,2011,01
7408,DK,20428,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,1,4,Branch,Two-Door Car,Medsize,2011-02-19,2011,02
7409,IZ,67803,California,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,1,3,Agent,Four-Door Car,Medsize,2011-01-28,2011,01
7410,VW,65351,Washington,No,Extended,College,Employed,F,Rural,Married,Personal Auto,2,3,Agent,Four-Door Car,Medsize,2011-01-26,2011,01
7411,SY,36127,California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-02-28,2011,02
7412,LA,20890,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Medsize,2011-01-28,2011,01
7413,EP,48362,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,1,2,Web,Four-Door Car,Medsize,2011-01-27,2011,01
7414,BI,46495,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Branch,Two-Door Car,Medsize,2011-02-06,2011,02
7415,ON,91363,Washington,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Medsize,2011-01-03,2011,01
7416,TG,95261,California,Yes,Extended,Master,Unemployed,F,Suburban,Single,Personal Auto,2,1,Branch,Sports Car,Medsize,2011-02-23,2011,02
7417,EE,59791,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Small,2011-02-07,2011,02
7418,IV,84135,California,No,Extended,College,Employed,F,Rural,Divorced,Personal Auto,3,4,Agent,Four-Door Car,Medsize,2011-02-27,2011,02
7419,TE,11374,California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,1,1,Web,SUV,Medsize,2011-02-27,2011,02
7420,GH,12466,Washington,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-28,2011,01
7421,PC,43437,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-01-20,2011,01
7422,PW,98890,Oregon,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,1,4,Call Center,Four-Door Car,Small,2011-01-19,2011,01
7423,BQ,94892,Oregon,Yes,Extended,College,Employed,M,Urban,Divorced,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-01-05,2011,01
7424,LA,33814,Oregon,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,3,2,Agent,SUV,Medsize,2011-01-05,2011,01
7425,WM,87004,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,3,1,Branch,SUV,Small,2011-01-06,2011,01
7426,OL,28902,California,No,Premium,College,Disabled,M,Suburban,Divorced,Personal Auto,3,4,Agent,SUV,Small,2011-01-04,2011,01
7427,VW,88885,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,2,3,Call Center,Four-Door Car,Medsize,2011-01-14,2011,01
7428,OQ,51004,California,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,2,1,Branch,Sports Car,Large,2011-02-25,2011,02
7429,GJ,88864,Nevada,No,Extended,College,Employed,F,Urban,Divorced,Personal Auto,3,1,Web,Four-Door Car,Small,2011-01-30,2011,01
7430,AF,69537,Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-06,2011,01
7431,TX,11163,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,3,1,Branch,Luxury SUV,Medsize,2011-01-21,2011,01
7432,FG,43850,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,3,4,Call Center,Four-Door Car,Small,2011-01-14,2011,01
7433,WY,37677,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,2,Agent,Sports Car,Medsize,2011-02-10,2011,02
7434,WY,80801,California,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,1,2,Agent,SUV,Medsize,2011-01-05,2011,01
7435,GZ,90429,California,No,Premium,High School or Below,Employed,M,Urban,Married,Corporate Auto,2,1,Call Center,SUV,Small,2011-01-17,2011,01
7436,SX,89429,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-01-12,2011,01
7437,FW,35631,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,3,3,Call Center,SUV,Small,2011-01-02,2011,01
7438,HM,20848,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,3,Agent,Sports Car,Medsize,2011-02-06,2011,02
7439,FO,49408,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-15,2011,02
7440,LL,95376,Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Medsize,2011-01-03,2011,01
7441,UK,49045,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Medsize,2011-02-01,2011,02
7442,JA,24437,California,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-25,2011,02
7443,TU,77462,Oregon,No,Extended,College,Employed,M,Rural,Married,Personal Auto,2,1,Web,Two-Door Car,Medsize,2011-01-03,2011,01
7444,DA,26490,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,Two-Door Car,Small,2011-02-13,2011,02
7445,JC,37131,Arizona,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Special Auto,3,1,Call Center,SUV,Medsize,2011-02-20,2011,02
7446,YZ,77792,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-01-13,2011,01
7447,AH,53588,California,Yes,Basic,College,Retired,M,Suburban,Married,Personal Auto,2,2,Agent,Two-Door Car,Medsize,2011-01-01,2011,01
7448,QV,89018,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,3,3,Branch,Four-Door Car,Large,2011-01-03,2011,01
7449,SY,95534,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,3,3,Branch,SUV,Medsize,2011-01-21,2011,01
7450,YT,37186,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,3,3,Agent,Luxury SUV,Medsize,2011-01-19,2011,01
7451,DY,81347,California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,3,2,Web,SUV,Medsize,2011-02-02,2011,02
7452,VH,45074,California,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,3,2,Web,Four-Door Car,Large,2011-01-31,2011,01
7453,BF,45697,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize,2011-01-14,2011,01
7454,RY,27018,Washington,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large,2011-01-05,2011,01
7455,YJ,16163,Oregon,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Special Auto,3,2,Agent,Luxury Car,Medsize,2011-01-24,2011,01
7456,QM,61543,Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-10,2011,01
7457,IU,83998,Washington,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Luxury Car,Medsize,2011-01-01,2011,01
7458,NE,29938,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,2,1,Call Center,Two-Door Car,Large,2011-02-03,2011,02
7459,VQ,57815,Oregon,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,2,2,Branch,Sports Car,Medsize,2011-01-01,2011,01
7460,FF,93355,Washington,No,Premium,High School or Below,Employed,M,Urban,Married,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-18,2011,01
7461,MG,12206,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,2,4,Call Center,Two-Door Car,Medsize,2011-02-27,2011,02
7462,NE,55975,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Branch,Sports Car,Large,2011-02-21,2011,02
7463,BX,70848,Washington,Yes,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-08,2011,01
7464,NJ,88229,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,2,4,Branch,Four-Door Car,Medsize,2011-02-04,2011,02
7465,QW,31435,Oregon,No,Basic,High School or Below,Unemployed,M,Urban,Married,Personal Auto,3,3,Branch,Two-Door Car,Medsize,2011-01-17,2011,01
7466,DJ,22229,Washington,No,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-17,2011,01
7467,MB,12747,Nevada,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-28,2011,02
7468,XQ,50187,Oregon,No,Extended,Master,Employed,M,Urban,Single,Special Auto,1,4,Branch,Two-Door Car,Medsize,2011-02-05,2011,02
7469,WU,62992,Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,2,4,Agent,SUV,Small,2011-02-10,2011,02
7470,CE,11667,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Corporate Auto,3,2,Web,Four-Door Car,Medsize,2011-02-03,2011,02
7471,BP,53979,California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-07,2011,02
7472,DM,59806,California,No,Extended,Doctor,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-02-13,2011,02
7473,LJ,88616,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,2,Agent,Four-Door Car,Medsize,2011-02-02,2011,02
7474,TC,82133,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-02-25,2011,02
7475,NW,65065,California,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Corporate Auto,3,1,Web,Two-Door Car,Small,2011-02-03,2011,02
7476,LS,17120,California,No,Extended,Bachelor,Employed,M,Urban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-11,2011,01
7477,ZN,96843,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Two-Door Car,Large,2011-01-10,2011,01
7478,HZ,98935,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-19,2011,01
7479,WG,51330,Arizona,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-25,2011,01
7480,DS,58268,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Sports Car,Large,2011-01-07,2011,01
7481,SN,27401,Washington,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,2,Agent,Two-Door Car,Medsize,2011-01-05,2011,01
7482,AI,74959,California,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,2,Web,SUV,Medsize,2011-01-23,2011,01
7483,RC,16862,Arizona,No,Basic,College,Unemployed,M,Suburban,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-19,2011,01
7484,YP,19985,California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,3,3,Call Center,Two-Door Car,Medsize,2011-01-12,2011,01
7485,SY,29553,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-06,2011,01
7486,EM,78211,Oregon,Yes,Extended,College,Unemployed,F,Suburban,Divorced,Special Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-19,2011,02
7487,JL,70559,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,1,1,Branch,Four-Door Car,Small,2011-02-02,2011,02
7488,IS,95117,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-25,2011,01
7489,YU,66872,California,No,Basic,College,Disabled,F,Suburban,Divorced,Personal Auto,2,2,Call Center,Sports Car,Medsize,2011-01-27,2011,01
7490,WK,62379,Washington,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Small,2011-01-07,2011,01
7491,WR,85740,Arizona,No,Basic,Doctor,Unemployed,F,Suburban,Married,Corporate Auto,3,2,Call Center,Two-Door Car,Medsize,2011-01-26,2011,01
7492,YY,58769,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small,2011-01-11,2011,01
7493,YK,83904,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-02-02,2011,02
7494,IE,36279,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,1,3,Call Center,Two-Door Car,Medsize,2011-02-06,2011,02
7495,FT,61724,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,3,2,Branch,Sports Car,Medsize,2011-02-28,2011,02
7496,YV,63603,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,1,4,Agent,Four-Door Car,Medsize,2011-01-12,2011,01
7497,PT,52001,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,2,1,Agent,Two-Door Car,Medsize,2011-02-11,2011,02
7498,FM,83188,Washington,No,Basic,Doctor,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Call Center,SUV,Medsize,2011-01-18,2011,01
7499,RN,96985,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,SUV,Medsize,2011-01-22,2011,01
7500,OA,59724,Washington,No,Extended,College,Employed,F,Urban,Married,Corporate Auto,2,1,Call Center,Two-Door Car,Small,2011-02-15,2011,02
7501,LY,83340,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,3,1,Web,Two-Door Car,Medsize,2011-01-05,2011,01
7502,AX,99820,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-02-01,2011,02
7503,MH,13358,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Small,2011-02-10,2011,02
7504,UQ,51981,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,3,1,Agent,SUV,Small,2011-02-03,2011,02
7505,JQ,60102,California,No,Basic,Master,Unemployed,M,Suburban,Married,Corporate Auto,2,3,Branch,Sports Car,Medsize,2011-02-08,2011,02
7506,CB,52667,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large,2011-02-07,2011,02
7507,YP,29527,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Sports Car,Medsize,2011-01-08,2011,01
7508,GW,89349,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Call Center,Four-Door Car,Medsize,2011-02-24,2011,02
7509,ZD,72991,California,No,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-25,2011,01
7510,CS,51928,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,3,1,Branch,Sports Car,Small,2011-02-08,2011,02
7511,IJ,18945,Washington,No,Extended,College,Employed,F,Suburban,Married,Special Auto,1,2,Agent,Four-Door Car,Medsize,2011-01-04,2011,01
7512,EF,21564,Nevada,No,Basic,Master,Employed,M,Rural,Single,Personal Auto,1,4,Agent,SUV,Medsize,2011-02-10,2011,02
7513,AY,35539,Oregon,Yes,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,2,2,Web,Four-Door Car,Medsize,2011-01-21,2011,01
7514,XJ,96507,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,2,1,Web,SUV,Medsize,2011-01-17,2011,01
7515,ZG,95780,Arizona,No,Basic,College,Disabled,M,Suburban,Single,Personal Auto,2,2,Agent,SUV,Small,2011-01-13,2011,01
7516,GI,55977,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Small,2011-02-23,2011,02
7517,BV,63942,Washington,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Small,2011-02-07,2011,02
7518,PF,81183,California,Yes,Extended,College,Employed,M,Rural,Married,Corporate Auto,2,2,Agent,Sports Car,Medsize,2011-01-07,2011,01
7519,HV,16877,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Small,2011-01-08,2011,01
7520,XO,92596,California,Yes,Extended,College,Retired,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-23,2011,02
7521,IQ,73438,California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Small,2011-02-06,2011,02
7522,FY,74419,Nevada,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,SUV,Medsize,2011-02-17,2011,02
7523,JQ,30166,Oregon,No,Premium,Master,Unemployed,F,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-01-10,2011,01
7524,WC,22220,Arizona,Yes,Basic,College,Employed,M,Suburban,Divorced,Corporate Auto,2,1,Agent,Two-Door Car,Medsize,2011-02-25,2011,02
7525,OT,66924,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Medsize,2011-01-26,2011,01
7526,UC,21019,Arizona,No,Basic,Master,Unemployed,M,Suburban,Divorced,Personal Auto,1,1,Branch,Four-Door Car,Small,2011-01-30,2011,01
7527,YW,88487,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,2,3,Agent,Luxury SUV,Medsize,2011-01-03,2011,01
7528,CA,45756,Arizona,No,Basic,Master,Employed,F,Rural,Single,Corporate Auto,2,1,Call Center,Two-Door Car,Medsize,2011-02-27,2011,02
7529,JY,42899,California,No,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Medsize,2011-02-07,2011,02
7530,KM,72781,Washington,No,Extended,College,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-14,2011,02
7531,DV,62119,Arizona,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-28,2011,02
7532,DO,12179,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,2,3,Call Center,Two-Door Car,Medsize,2011-02-22,2011,02
7533,ER,20865,California,No,Premium,Bachelor,Employed,M,Urban,Married,Corporate Auto,2,3,Branch,Two-Door Car,Medsize,2011-02-01,2011,02
7534,YQ,95507,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,3,3,Call Center,Four-Door Car,Small,2011-02-26,2011,02
7535,VW,65691,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Call Center,Four-Door Car,Small,2011-02-10,2011,02
7536,LL,55780,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,3,4,Agent,Four-Door Car,Medsize,2011-01-25,2011,01
7537,WK,29536,Oregon,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-23,2011,01
7538,UX,87980,Nevada,No,Extended,College,Employed,M,Urban,Single,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-02-26,2011,02
7539,TJ,68521,Washington,No,Basic,Master,Employed,M,Rural,Single,Personal Auto,2,1,Call Center,Four-Door Car,Large,2011-01-14,2011,01
7540,RJ,57593,Arizona,Yes,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-19,2011,02
7541,YI,83073,California,Yes,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-01-18,2011,01
7542,QQ,18636,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,3,2,Web,Four-Door Car,Medsize,2011-01-14,2011,01
7543,JV,23769,Oregon,Yes,Basic,Master,Employed,F,Rural,Married,Personal Auto,2,2,Web,Four-Door Car,Large,2011-01-03,2011,01
7544,PA,19547,Washington,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-07,2011,02
7545,IH,91478,Oregon,No,Basic,Bachelor,Medical Leave,F,Rural,Married,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-12,2011,01
7546,OR,78439,Arizona,Yes,Basic,College,Employed,M,Urban,Married,Corporate Auto,3,2,Agent,Sports Car,Medsize,2011-02-07,2011,02
7547,CW,15758,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,SUV,Small,2011-02-06,2011,02
7548,RY,26286,California,No,Basic,College,Employed,M,Urban,Single,Corporate Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-05,2011,01
7549,YP,71513,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-23,2011,02
7550,CJ,51511,Arizona,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Corporate Auto,3,2,Agent,SUV,Small,2011-02-23,2011,02
7551,GQ,11852,Oregon,No,Premium,College,Employed,F,Urban,Married,Personal Auto,3,1,Call Center,SUV,Medsize,2011-01-05,2011,01
7552,TC,29250,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,2,Branch,Sports Car,Medsize,2011-02-19,2011,02
7553,HX,63408,Arizona,No,Basic,Bachelor,Employed,M,Rural,Divorced,Corporate Auto,1,1,Branch,Four-Door Car,Medsize,2011-01-23,2011,01
7554,LJ,15849,Arizona,Yes,Extended,Master,Employed,F,Rural,Married,Personal Auto,2,1,Branch,Four-Door Car,Large,2011-01-10,2011,01
7555,NC,40609,Nevada,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Small,2011-01-13,2011,01
7556,JZ,23377,Oregon,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,3,2,Branch,SUV,Medsize,2011-01-20,2011,01
