state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Oregon,Yes,Extended,College,2011-02-16,Retired,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Arizona,Yes,Basic,College,2011-01-11,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
Nevada,No,Premium,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Web,Luxury Car,Medsize
Washington,No,Premium,Bachelor,2011-02-25,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Two-Door Car,Medsize
Arizona,No,Basic,Bachelor,2011-01-16,Employed,F,Rural,Married,Personal Auto,Offer1,Web,Two-Door Car,Medsize
California,No,Extended,Bachelor,2011-02-23,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Branch,Four-Door Car,Medsize
California,No,Basic,College,2011-02-21,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Large
California,No,Extended,High School or Below,2011-02-07,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Small
Arizona,No,Basic,High School or Below,2011-01-24,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize
California,No,Basic,Master,2011-02-26,Employed,M,Urban,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize
Nevada,No,Extended,Bachelor,2011-02-25,Employed,M,Rural,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Basic,Doctor,2011-01-16,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Large
California,No,Extended,Bachelor,2011-02-11,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize
Washington,No,Extended,Bachelor,2011-01-27,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,2011-01-06,Employed,F,Urban,Married,Special Auto,Offer4,Call Center,Two-Door Car,Medsize
California,No,Extended,High School or Below,2011-02-02,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Nevada,No,Extended,Bachelor,2011-02-11,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,2011-01-10,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Large
Washington,Yes,Basic,College,2011-01-10,Retired,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Premium,High School or Below,2011-02-05,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,2011-01-15,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize
California,No,Basic,Bachelor,2011-01-29,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Web,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Doctor,2011-02-03,Unemployed,F,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-02-14,Medical Leave,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small
Arizona,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Web,Sports Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-01,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Branch,SUV,Small
Washington,No,Basic,Bachelor,2011-02-08,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,2011-02-16,Employed,F,Rural,Married,Corporate Auto,Offer2,Web,SUV,Medsize
California,No,Premium,Bachelor,2011-01-15,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,High School or Below,2011-01-10,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Branch,Two-Door Car,Small
California,No,Basic,College,2011-02-22,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Medsize
Oregon,No,Extended,College,2011-01-16,Medical Leave,F,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize
California,No,Basic,College,2011-02-12,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
California,No,Extended,College,2011-01-15,Employed,M,Suburban,Married,Special Auto,Offer2,Agent,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-17,Employed,M,Urban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize
California,No,Basic,College,2011-02-15,Unemployed,F,Suburban,Married,Corporate Auto,Offer4,Web,Four-Door Car,Medsize
California,No,Extended,Bachelor,2011-01-18,Unemployed,F,Urban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Large
Arizona,No,Basic,Bachelor,2011-01-17,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Large
Oregon,Yes,Basic,College,2011-01-20,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,2011-02-28,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Premium,Bachelor,2011-02-10,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Luxury Car,Small
Arizona,No,Extended,High School or Below,2011-02-15,Employed,F,Rural,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,2011-01-24,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Small
California,No,Basic,College,2011-01-19,Medical Leave,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
Washington,No,Basic,Bachelor,2011-01-23,Employed,M,Rural,Single,Corporate Auto,Offer2,Branch,Two-Door Car,Medsize
Nevada,No,Basic,Bachelor,2011-01-04,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Luxury SUV,Small
California,No,Basic,College,2011-01-12,Employed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-02-15,Disabled,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,2011-02-20,Employed,M,Suburban,Married,Corporate Auto,Offer3,Branch,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-04,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,2011-02-06,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Small
Arizona,No,Basic,Bachelor,2011-02-12,Employed,M,Rural,Married,Special Auto,Offer1,Agent,SUV,Medsize
Oregon,No,Basic,Bachelor,2011-02-13,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Small
Nevada,No,Premium,Bachelor,2011-01-07,Employed,F,Urban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Medsize
Arizona,Yes,Premium,Bachelor,2011-01-05,Retired,F,Suburban,Married,Personal Auto,Offer1,Agent,Luxury SUV,Medsize
Arizona,No,Basic,High School or Below,2011-02-26,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Branch,SUV,Large
Washington,No,Basic,High School or Below,2011-02-10,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Luxury Car,Medsize
Oregon,No,Basic,High School or Below,2011-02-11,Unemployed,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Basic,College,2011-01-10,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-01-31,Employed,F,Rural,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-02-27,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize
Oregon,No,Basic,High School or Below,2011-02-28,Employed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,2011-02-02,Medical Leave,F,Suburban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,2011-02-13,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,SUV,Medsize
Washington,No,Extended,Bachelor,2011-02-25,Employed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Extended,Doctor,2011-01-17,Employed,F,Suburban,Divorced,Corporate Auto,Offer3,Branch,Two-Door Car,Medsize
Oregon,No,Basic,College,2011-02-15,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,2011-02-03,Medical Leave,M,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Extended,College,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,2011-02-23,Employed,M,Suburban,Married,Corporate Auto,Offer4,Call Center,Four-Door Car,Small
Washington,No,Basic,Bachelor,2011-02-09,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,2011-01-04,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-13,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-02-14,Employed,M,Urban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,2011-02-14,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
Arizona,Yes,Basic,Master,2011-01-26,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Sports Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-09,Employed,F,Rural,Single,Personal Auto,Offer3,Web,Four-Door Car,Medsize
Oregon,Yes,Basic,Bachelor,2011-01-27,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-02-05,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-01-12,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Washington,No,Basic,College,2011-01-19,Employed,F,Urban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-20,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Small
Oregon,No,Basic,Bachelor,2011-01-22,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,Two-Door Car,Medsize
Arizona,No,Basic,College,2011-02-01,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
Arizona,No,Premium,College,2011-02-18,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Extended,College,2011-02-06,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,Master,2011-02-01,Employed,F,Rural,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-01-25,Employed,M,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,2011-02-22,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Medsize
California,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize
Arizona,No,Extended,College,2011-02-25,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
Nevada,No,Extended,College,2011-02-14,Employed,F,Rural,Married,Corporate Auto,Offer2,Call Center,Two-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,2011-02-26,Medical Leave,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,2011-02-17,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Sports Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-08,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Small
California,No,Basic,High School or Below,2011-01-28,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Sports Car,Medsize
California,Yes,Basic,College,2011-01-26,Medical Leave,F,Suburban,Married,Personal Auto,Offer1,Branch,Sports Car,Large
California,No,Basic,Bachelor,2011-02-22,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Agent,SUV,Medsize
California,No,Basic,High School or Below,2011-01-26,Disabled,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
California,Yes,Extended,Master,2011-02-20,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Luxury SUV,Medsize
Washington,Yes,Basic,Bachelor,2011-01-13,Employed,M,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,2011-01-07,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Branch,Two-Door Car,Medsize
Arizona,Yes,Premium,High School or Below,2011-02-01,Employed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Washington,No,Basic,College,2011-02-24,Employed,F,Urban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,2011-01-17,Employed,M,Suburban,Divorced,Corporate Auto,Offer2,Call Center,Two-Door Car,Small
Oregon,No,Extended,Master,2011-01-30,Employed,F,Rural,Single,Personal Auto,Offer2,Web,Four-Door Car,Large
Oregon,No,Basic,College,2011-01-31,Employed,M,Rural,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-14,Employed,M,Urban,Married,Special Auto,Offer3,Web,Four-Door Car,Medsize
California,No,Premium,Bachelor,2011-02-22,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Small
Nevada,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize
California,No,Extended,Bachelor,2011-01-09,Employed,F,Urban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Large
Oregon,No,Extended,College,2011-02-21,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Large
Arizona,No,Extended,Bachelor,2011-01-30,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize
California,No,Premium,Bachelor,2011-02-14,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
Arizona,No,Basic,College,2011-02-25,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Two-Door Car,Large
California,No,Basic,Master,2011-02-16,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-02-12,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,2011-02-10,Disabled,F,Suburban,Single,Corporate Auto,Offer4,Branch,SUV,Medsize
Oregon,No,Extended,College,2011-01-02,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,SUV,Medsize
California,No,Basic,College,2011-02-27,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Large
Arizona,No,Basic,High School or Below,2011-02-23,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-02-25,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,2011-02-19,Employed,F,Urban,Single,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,2011-02-10,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,Two-Door Car,Medsize
Arizona,No,Basic,High School or Below,2011-02-17,Employed,M,Urban,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-02-07,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-23,Unemployed,M,Suburban,Divorced,Personal Auto,Offer4,Web,Two-Door Car,Medsize
Oregon,No,Basic,College,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Large
Arizona,No,Basic,High School or Below,2011-02-01,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,2011-01-23,Medical Leave,F,Urban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,College,2011-02-04,Employed,F,Urban,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize
Nevada,No,Basic,Bachelor,2011-01-18,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Medsize
Oregon,No,Extended,College,2011-02-22,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,2011-01-18,Retired,M,Suburban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-02-15,Medical Leave,M,Suburban,Single,Corporate Auto,Offer2,Call Center,SUV,Medsize
California,No,Extended,College,2011-01-14,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Sports Car,Small
California,No,Basic,College,2011-01-01,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,SUV,Medsize
Nevada,No,Basic,Bachelor,2011-01-02,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
Oregon,No,Extended,College,2011-02-18,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Small
California,No,Premium,Bachelor,2011-01-28,Employed,M,Rural,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize
Oregon,Yes,Basic,Bachelor,2011-01-26,Medical Leave,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,2011-01-21,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize
Nevada,No,Basic,Doctor,2011-02-25,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car,Large
Oregon,No,Basic,Master,2011-02-12,Employed,M,Urban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize
California,No,Extended,College,2011-02-09,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Small
Nevada,No,Extended,College,2011-02-23,Employed,F,Urban,Married,Personal Auto,Offer4,Branch,Two-Door Car,Large
California,No,Basic,College,2011-02-07,Employed,M,Suburban,Married,Corporate Auto,Offer2,Branch,Two-Door Car,Small
California,Yes,Basic,High School or Below,2011-02-26,Medical Leave,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Arizona,Yes,Basic,Doctor,2011-01-27,Disabled,F,Suburban,Divorced,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-01-08,Employed,F,Suburban,Single,Personal Auto,Offer3,Branch,Two-Door Car,Medsize
California,Yes,Basic,College,2011-01-03,Retired,M,Suburban,Divorced,Personal Auto,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Extended,College,2011-01-24,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
California,Yes,Premium,Bachelor,2011-02-16,Disabled,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,2011-02-16,Employed,M,Suburban,Married,Special Auto,Offer1,Agent,SUV,Medsize
California,No,Basic,High School or Below,2011-01-03,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large
Oregon,No,Extended,High School or Below,2011-01-28,Employed,M,Urban,Married,Special Auto,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-05,Employed,M,Rural,Single,Special Auto,Offer1,Branch,SUV,Medsize
California,No,Basic,High School or Below,2011-02-01,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Extended,Bachelor,2011-02-10,Employed,M,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Small
Nevada,No,Basic,Doctor,2011-02-07,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Small
California,No,Basic,High School or Below,2011-01-22,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,College,2011-01-15,Employed,M,Urban,Married,Personal Auto,Offer1,Branch,SUV,Medsize
Oregon,No,Basic,Master,2011-01-11,Unemployed,F,Suburban,Single,Corporate Auto,Offer2,Agent,Two-Door Car,Small
Nevada,No,Basic,High School or Below,2011-01-18,Employed,F,Suburban,Single,Corporate Auto,Offer2,Web,Two-Door Car,Small
Arizona,No,Extended,Bachelor,2011-02-16,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Oregon,Yes,Basic,College,2011-02-12,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
Arizona,Yes,Extended,Bachelor,2011-02-14,Retired,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
Arizona,No,Basic,Bachelor,2011-01-24,Retired,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,2011-02-09,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Small
California,No,Extended,College,2011-02-12,Employed,M,Suburban,Married,Corporate Auto,Offer4,Branch,SUV,Medsize
California,No,Basic,College,2011-02-14,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Call Center,Sports Car,Small
Washington,No,Basic,High School or Below,2011-02-14,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,2011-01-01,Employed,F,Urban,Divorced,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
Nevada,Yes,Basic,Master,2011-01-28,Disabled,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Small
Washington,No,Extended,Bachelor,2011-02-06,Medical Leave,M,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,College,2011-01-14,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize
Washington,Yes,Basic,College,2011-01-21,Employed,M,Suburban,Married,Corporate Auto,Offer2,Branch,SUV,Small
Oregon,No,Basic,College,2011-01-22,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Branch,Four-Door Car,Small
Arizona,No,Basic,High School or Below,2011-01-11,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Sports Car,Medsize
Oregon,No,Extended,High School or Below,2011-01-14,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small
California,No,Basic,Doctor,2011-01-11,Unemployed,M,Suburban,Divorced,Special Auto,Offer1,Branch,Four-Door Car,Large
Washington,No,Basic,College,2011-01-20,Employed,M,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Medsize
Oregon,No,Basic,Bachelor,2011-02-07,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Small
Nevada,No,Extended,Bachelor,2011-02-08,Employed,F,Rural,Married,Personal Auto,Offer4,Branch,Two-Door Car,Medsize
California,No,Extended,College,2011-01-23,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Premium,High School or Below,2011-01-04,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,Luxury Car,Medsize
Arizona,No,Extended,Bachelor,2011-01-02,Employed,M,Urban,Single,Personal Auto,Offer1,Branch,Sports Car,Medsize
Nevada,No,Basic,Bachelor,2011-01-27,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Large
Oregon,No,Basic,College,2011-02-26,Employed,F,Rural,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-10,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,2011-01-21,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,2011-01-26,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize
Oregon,No,Basic,College,2011-02-19,Employed,M,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Small
Nevada,Yes,Basic,High School or Below,2011-01-24,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,Sports Car,Medsize
California,No,Basic,Bachelor,2011-01-24,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,College,2011-02-13,Employed,F,Rural,Married,Special Auto,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,2011-02-13,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize
Oregon,No,Premium,College,2011-01-03,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Medsize
Oregon,No,Basic,College,2011-01-06,Employed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Arizona,No,Premium,Bachelor,2011-02-07,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,SUV,Medsize
Nevada,No,Basic,College,2011-02-20,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
Oregon,Yes,Basic,College,2011-02-20,Employed,M,Urban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,2011-02-23,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize
California,No,Extended,Master,2011-02-16,Employed,F,Urban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Large
California,Yes,Basic,Bachelor,2011-02-24,Retired,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
Oregon,No,Basic,High School or Below,2011-01-14,Employed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,2011-02-23,Unemployed,M,Rural,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
Arizona,Yes,Basic,High School or Below,2011-02-26,Employed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,2011-01-15,Employed,M,Urban,Divorced,Personal Auto,Offer1,Agent,SUV,Small
Nevada,No,Basic,College,2011-02-09,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small
Nevada,No,Premium,Master,2011-01-10,Employed,M,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Small
California,Yes,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
Oregon,No,Extended,Bachelor,2011-02-06,Employed,M,Rural,Married,Personal Auto,Offer3,Agent,SUV,Medsize
