Customer,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
TK49887,2897.779107,0,85,4,45,0,1,612.0
EG16813,5515.246935,75963,69,4,23,0,7,102.147789
SI13406,3469.836978,32714,87,35,48,0,1,513.041633
WC11272,6907.554242,42790,87,10,74,0,3,290.057111
TU27563,3647.24611,20694,94,29,89,1,1,451.2
IL72707,3265.156348,25820,82,10,69,0,1,393.6
DZ62350,2514.282096,24744,65,1,0,0,1,312.0
VV82891,4462.997006,0,73,35,52,3,5,350.4
UQ41461,4570.673702,27538,63,10,6,4,3,285.843893
NI58226,2752.65503,81280,68,6,47,0,1,308.349562
VA78645,2188.655055,0,67,29,49,1,1,321.6
UY61301,2710.149379,0,73,14,66,0,1,350.4
XC25965,14754.35923,26486,128,18,5,1,2,614.4
EB93628,10759.40004,0,97,12,24,0,2,465.6
PK35830,12357.11512,0,182,4,34,0,5,1953.87972
KY98596,5033.390798,68331,63,23,38,0,3,302.4
CI19819,2370.618948,0,71,1,66,1,1,511.2
TN82637,11236.31135,21636,64,2,24,5,2,213.587367
FA90739,12476.64759,0,121,7,34,0,2,871.2
FD62224,14641.51818,0,133,24,46,0,2,1386.870718
KE45653,4731.844073,0,64,14,92,0,7,307.2
FC10193,10620.49148,35601,69,34,15,0,2,249.803437
DO48835,13478.8,0,198,33,55,1,3,1425.6
VK44934,8873.201307,28558,119,14,37,4,3,797.558033
XB89264,5260.921627,60101,66,34,74,0,3,1.332349
XL49151,2792.009458,22426,76,9,31,1,1,528.391284
FG42635,10018.66117,30720,139,17,24,4,5,778.463303
FE12805,7180.270931,34161,186,5,10,3,1,892.8
GT17701,3012.039703,42987,77,14,48,0,1,128.490137
CH76379,4236.814353,0,61,21,13,0,3,292.8
QT77453,5283.362834,80928,132,26,27,0,1,538.545218
BS90503,5395.091602,86640,67,2,25,0,5,65.457366
MX93376,6913.566525,26714,64,17,7,1,2,307.2
KT54608,2619.337376,78618,66,7,56,0,1,225.578841
CY18875,8390.122077,0,78,22,3,0,2,732.340362
YT74573,13727.79972,0,126,12,4,0,2,604.8
WL46640,4482.015107,62977,115,34,40,0,1,552.0
CY49953,2827.55957,0,79,30,25,0,1,568.8
FD72269,5584.961718,19724,72,20,49,0,4,345.6
RE29039,7568.85152,27558,65,18,48,0,2,312.0
TA35356,9664.330983,86054,239,12,11,0,1,115.166422
HS88081,6480.681366,42846,81,14,42,0,4,286.142521
SM52948,8707.619537,57107,110,27,84,3,7,528.0
ZL30083,9048.983447,0,119,9,8,0,3,571.2
MP22051,2615.852084,54314,66,13,98,0,1,282.770894
OF38237,4878.829713,29950,61,0,76,0,4,292.8
KL27677,10793.75704,24195,90,32,70,0,2,360.269404
NX58648,5528.080912,0,73,30,11,0,8,388.819919
WP19664,4605.87485,47481,116,20,39,0,1,556.8
LB83807,8343.412804,63354,106,16,39,0,9,508.8
EL44544,13009.24125,57591,66,5,74,0,2,316.8
ST99840,7486.019078,0,71,14,62,0,2,340.8
ZS15062,9547.71004,34919,82,14,99,1,2,277.871312
RJ68578,8110.704417,76879,101,20,44,0,5,487.102627
AE74442,7379.456823,61584,61,18,93,0,2,205.294927
TF80571,6612.617859,28792,185,34,20,3,1,1166.603776
YH31618,7452.233634,0,105,27,42,0,4,504.0
HZ39407,2686.535218,26713,71,22,69,0,1,142.695319
GX38439,4470.181084,0,129,2,72,0,1,928.8
FF65294,10348.01348,34244,87,14,34,2,2,417.6
GC40999,11790.49617,25251,66,13,43,0,2,316.8
BA87048,4566.123651,0,68,19,53,0,3,326.4
DE23903,5905.971667,59848,73,5,98,1,3,131.614733
UP30859,7492.055949,39815,64,17,68,0,2,91.391245
PY17715,3427.154407,58840,86,25,44,0,1,73.27252
NU22358,5181.620895,97131,64,5,80,0,6,307.2
BR77413,4686.469674,58089,118,31,83,0,1,566.4
FI17798,2710.12066,0,71,7,87,0,1,340.8
KN32615,4313.34397,0,126,2,96,2,1,656.57161
EB86696,4755.36505,21808,119,0,71,0,1,571.2
YB14965,36516.0456,89771,114,5,83,0,2,432.409662
ZD42550,7792.067056,36776,65,21,21,0,2,240.186527
FI61655,2549.998419,31213,65,0,29,0,1,312.0
PC30692,7521.282545,0,115,33,0,0,3,987.293841
EK71077,11510.36033,0,61,11,39,0,2,439.2
ED91989,7999.251628,0,107,13,17,0,5,513.6
JH58573,7927.182997,32555,68,32,72,0,2,86.912677
YP75411,21123.1166,0,69,15,9,0,2,496.8
FV33188,2453.570794,29735,69,3,92,0,1,331.2
ZQ94561,2981.549197,80590,74,26,3,0,1,97.928632
JZ16164,5110.755667,22565,132,0,20,0,1,633.6
MU63232,5351.853544,54817,137,24,28,0,1,209.504391
CG13512,9015.819465,0,62,26,34,0,2,42.642554
ZR86524,5903.612641,55393,74,15,6,1,3,2.173552
UG38549,8852.734284,0,83,12,97,0,2,597.6
HJ37943,13333.38849,75634,110,13,52,0,2,432.805382
QA72881,8658.863813,62464,109,23,45,0,4,400.181882
BL54814,4871.15057,72648,61,0,78,0,5,120.850664
MG72449,5279.198664,77167,66,15,99,0,3,137.086695
VR66049,6689.022728,56980,84,33,70,0,7,599.000883
KC17606,5244.550942,27444,66,21,88,0,3,313.931213
LB12820,6688.857444,57289,86,21,88,0,3,562.224942
ZH30674,8408.308374,84091,105,18,48,0,9,380.560266
HX96638,2052.948967,0,67,33,21,2,1,806.180375
TT20057,10592.58753,59590,136,15,67,0,5,460.266881
AM26598,2913.493264,89672,72,7,92,0,1,309.568636
AY73718,5243.446345,96535,66,11,85,0,3,271.074379
EL11108,14191.59699,25575,117,10,41,0,2,561.6
FA15811,9426.384787,38910,78,3,78,0,2,20.209679
BA51898,4521.190551,39426,114,33,12,0,1,412.884282
PP30874,3579.023825,28304,91,10,30,2,1,655.2
MN74944,6285.15476,52210,80,6,74,0,9,384.0
FK94501,7844.252972,0,102,20,46,0,3,273.945412
HZ84382,8283.843281,94851,104,6,33,0,3,190.998822
FA89548,2436.397813,0,67,16,92,0,1,399.0564
GD29440,2538.62632,18608,71,13,24,0,1,340.8
DE21910,7304.395148,41025,92,22,92,0,6,20.374393
CH50584,32474.76977,71449,102,17,7,0,2,734.4
JV97593,6674.455913,92653,83,15,80,1,6,456.519419
ND68993,33473.34946,33190,106,18,95,0,2,508.8
YT46746,6459.640942,24290,82,15,84,0,8,393.6
RF94484,4605.036646,22571,63,29,51,0,9,302.4
No19664,5686.743252,26409,71,30,70,0,5,475.166267
BA97018,6608.165971,21616,93,4,41,0,7,944.854655
HY16703,7158.530736,36463,92,8,25,0,3,441.6
MA15172,10179.71704,14290,271,20,40,0,1,1300.8
WO81184,5052.381573,34645,69,1,2,3,5,220.446667
FX39582,5201.357604,67001,131,7,36,0,1,463.425687
ZG23976,8632.783576,96200,107,9,45,0,3,513.6
WE25756,7350.930502,69241,93,2,63,0,3,111.250449
AP59947,7690.159642,55843,64,3,80,0,2,307.2
JG31799,8259.1108,20305,76,14,63,1,2,496.477418
XY28151,2317.282049,0,68,10,81,0,1,489.6
ZB72138,8929.611119,44329,112,25,58,0,3,537.6
OP52966,4854.362069,44279,61,32,7,0,3,292.8
TG67664,2659.70565,0,87,4,4,3,1,420.041981
DH14632,8750.222052,34695,113,1,60,0,5,100.323765
QN26812,5054.780543,79297,64,34,64,0,6,72.760316
PD97837,2199.516645,0,62,29,72,0,1,297.6
LX67597,5715.312991,84183,72,29,86,0,4,255.565349
VH35998,9566.839884,53375,79,20,92,0,2,127.322656
UE54045,10094.13003,32046,127,28,23,0,4,475.599472
XA50997,5444.793941,91393,67,19,54,0,6,460.551521
GM37281,2582.408525,76731,64,2,68,0,1,201.455005
QT84069,50568.25912,82081,249,1,62,0,2,753.760098
MG74662,3484.247842,51337,88,3,70,0,1,72.543171
EP46328,5555.830205,74015,72,12,61,0,6,471.443077
UL87052,4173.140695,0,117,10,37,0,1,842.4
GA93544,2897.494724,0,77,19,17,0,1,554.4
EW73206,8044.511759,68849,67,9,67,0,2,252.699037
MV19629,7716.997859,37376,99,34,52,0,3,65.548725
TK67721,2274.669484,0,64,12,25,0,1,621.968062
AD38685,8658.863813,62464,109,23,45,0,4,400.181882
LX72964,11260.90364,88304,95,2,17,0,2,276.467811
MR37609,16414.04415,0,112,11,9,0,2,682.422936
OG30514,20018.20459,65900,62,17,41,0,2,297.6
GJ44951,4698.759935,0,67,27,71,0,6,321.6
YB19340,9002.117386,61374,113,5,27,0,3,210.100003
BD42101,25030.89457,0,110,1,53,1,2,528.0
RZ89024,3102.998522,31841,78,24,11,0,1,126.857228
ZO20633,2587.107864,27861,65,22,67,0,1,312.0
KL39500,4983.61893,0,83,22,0,3,5,736.00483
QK24293,6265.343299,0,84,18,25,1,4,481.025786
RW71963,7233.540011,94550,90,0,93,0,7,432.0
HR71115,5357.260833,39604,68,2,21,0,8,63.127223
UL55837,11130.11974,42928,93,20,65,0,2,651.623195
IW77519,2610.369217,54737,66,3,86,0,1,391.970334
CR88883,7452.543017,0,68,14,46,0,2,489.6
YD58301,6352.961129,80587,78,7,5,0,6,276.191729
RT60959,14585.37736,0,194,26,10,0,5,931.2
KC67832,17292.93538,80028,86,34,37,0,2,114.02307
DK92014,4254.620669,11904,61,34,11,2,3,292.8
ZA44520,9621.72619,54872,121,9,50,0,3,580.8
AJ69060,14260.91441,0,99,2,30,0,2,204.121476
ME35315,7756.307652,0,74,24,63,0,2,532.8
BU61331,5875.212734,46417,74,16,14,0,7,164.746184
XI68015,4946.960039,46239,67,17,1,3,4,6.395416
HG51739,2660.009874,0,73,18,61,0,1,350.4
FI22970,2372.289378,25550,61,28,13,0,1,439.2
OF93412,15613.95173,27514,197,12,97,0,8,1367.199081
AH97088,7803.503824,84417,98,5,32,0,7,139.714897
BI81476,10346.11154,55906,86,26,3,0,2,58.469264
IA18854,4960.548942,21638,65,9,81,0,8,468.0
OO62338,7099.574987,16121,65,5,85,2,2,312.0
JH35547,24442.29656,36261,68,3,71,0,2,16.800832
DY34638,13466.92071,11432,119,11,9,0,2,571.2
MT16688,2598.061204,62566,65,4,3,1,1,48.344273
NN51066,2886.451602,10312,78,10,63,0,1,486.278557
YF73402,2566.398498,67778,64,17,17,1,1,171.287759
ZR56751,6252.3631,92895,77,5,2,0,7,43.14147
GR32910,5174.689686,55290,65,26,33,0,4,13.874775
MZ89625,9263.179837,23377,116,15,19,0,3,556.8
IK51081,4834.710493,38713,66,31,69,4,6,316.8
VI34110,2361.742243,0,66,17,92,1,1,145.896438
VH62312,2674.730716,56342,69,12,89,0,1,331.2
YU39743,16159.54237,29593,137,15,52,0,2,657.6
RO57944,26197.41498,18495,113,10,15,0,2,542.4
VL32622,2664.242814,82887,66,22,4,1,1,420.374805
NV35796,15162.06565,71366,94,23,56,0,2,265.216633
UU32345,22332.43946,49078,97,10,3,0,2,484.013411
YM94448,4995.1712,10787,71,33,25,0,8,697.798804
WX46704,16109.75353,0,73,12,42,0,2,350.4
HY35960,4957.404306,10194,65,34,35,0,4,312.0
PB41497,2866.779811,81763,72,22,12,1,1,518.4
GP37412,8719.896238,59763,73,4,31,0,2,350.4
KU62853,22448.68617,0,78,7,63,0,2,561.6
EA87824,6864.647514,96832,85,19,23,0,3,408.0
DM42912,4980.18765,21135,130,14,59,0,1,678.946216
HK50871,2312.328541,16143,62,3,73,1,1,32.114117
ZX73673,5555.830205,74015,72,12,61,0,6,471.443077
EO95783,26763.82631,84178,74,34,80,0,2,12.588784
TR18791,2471.441785,0,70,32,14,0,1,504.0
DC83427,17759.38575,0,63,10,19,0,2,661.7151
OG31942,14628.49627,63936,189,4,29,0,5,765.012123
AK17025,5801.828142,0,83,17,28,0,4,597.6
RT17851,5209.945549,37940,129,11,36,0,1,512.542299
UF56271,2814.438036,30703,70,15,58,0,1,336.0
BP25150,5417.744055,54898,69,25,32,0,9,176.242159
XT34986,16775.80883,89030,139,31,62,0,2,49.566591
OI74902,7980.304624,15630,115,8,60,1,3,656.775467
GV33313,5107.163002,35625,65,10,56,1,3,288.572108
WA54110,2690.781969,48329,67,9,70,0,1,470.386291
IS94199,4254.620669,11904,61,34,11,2,3,292.8
XE22944,4643.413135,12261,125,26,80,0,1,600.0
CK24264,6217.258012,0,86,15,94,0,9,39.730199
BF54215,11373.98852,87810,94,15,26,3,2,225.641724
HW85007,10861.71019,64744,139,5,34,0,5,41.308429
PA56702,8569.36439,0,117,13,11,0,8,957.134978
VD87432,16069.95283,60735,135,11,59,0,2,571.695889
GG57214,2410.355726,0,67,5,53,0,1,482.4
EK10022,14057.42125,36261,118,14,78,0,2,1197.713861
IV97881,4872.577302,0,135,32,33,0,1,648.0
GS85403,9031.214859,0,122,15,47,0,9,650.52179
UO48558,2993.117683,23277,77,14,68,2,1,369.6
SX18141,5846.520588,50320,73,24,6,0,5,297.738909
KK26955,2589.43003,49675,65,10,54,0,1,312.0
PV12088,6558.880167,19508,61,22,59,0,2,292.8
TV97612,8105.996039,20815,110,7,35,0,9,528.0
VA95387,7232.609391,46621,61,20,31,0,2,30.448249
XF93358,13599.92487,22775,184,6,10,0,3,883.2
WP64059,5093.379714,91814,63,30,99,0,3,167.037619
YY63521,6047.02516,20396,76,15,60,1,4,364.8
FH69597,7172.070153,73836,182,8,35,3,1,553.385695
UT76436,3438.949322,55910,86,4,3,0,1,324.348688
VA94160,5418.463878,43054,68,5,41,0,4,326.4
NJ55678,7824.492263,64543,65,1,84,0,2,200.177163
OJ60800,7930.602564,75988,67,0,40,0,2,200.54531
PG20605,9321.284825,0,64,26,99,0,2,572.522796
UT88283,2775.080095,29051,73,31,79,0,1,153.200014
AF48816,5792.666316,87382,72,26,65,0,5,345.6
SY93381,3596.83011,30694,91,22,23,1,1,436.8
ZI63885,14713.52329,0,85,4,18,0,2,877.034575
SD41771,44520.13577,49259,144,35,36,0,2,820.431905
IG80910,3071.784639,47528,77,10,73,1,1,277.582137
RA62452,8471.292552,70624,106,6,52,0,3,49.234943
NI88122,7205.019561,0,64,27,62,0,2,505.975326
LG90006,11154.67599,31409,93,10,50,0,2,381.960657
XZ83249,10168.27175,35504,128,4,86,0,3,404.303518
EP26605,5688.20499,44833,72,24,59,0,3,345.6
LW29130,5272.932008,24423,67,5,62,0,6,321.6
UD61088,13799.05459,0,127,20,31,0,2,609.6
UY81122,4167.994667,0,69,22,98,3,8,433.959806
ED87136,4242.69282,0,61,5,51,0,7,439.2
PK58026,5736.45893,96917,71,31,16,0,9,373.047039
OD79784,2679.686625,84450,68,18,12,0,1,291.257059
OO79691,11828.61437,0,111,4,8,0,2,1018.808223
PE72393,11905.06754,0,115,19,39,0,2,840.179082
QG39997,4212.8026,10097,110,17,69,0,1,218.635593
ET45138,5553.18672,33255,138,0,20,0,1,662.4
WP46383,26538.57925,94132,73,31,68,0,2,350.4
FJ12205,6511.467626,42602,85,7,75,3,3,63.161647
KE42114,4730.355248,17250,62,16,90,0,3,175.528642
CO15448,2908.020838,74212,73,16,26,0,1,188.878749
SU31072,4821.156466,85756,61,18,74,0,3,117.036869
LC87490,2248.449633,24910,63,7,63,1,1,347.857619
OT36536,5232.454958,41596,66,12,12,0,5,316.8
DE59454,2557.585549,72202,63,12,13,0,1,453.6
VS63956,5871.175279,33967,76,0,60,0,8,364.8
TR39403,3681.978995,77951,93,28,46,3,1,19.668633
AB62982,5918.066128,77521,73,6,66,0,3,350.4
QP76867,16152.90489,0,109,12,66,0,2,852.460341
MO41014,4984.618655,86305,62,1,99,0,5,80.73124
EK56325,6637.228238,0,92,4,83,2,3,662.4
LB59405,5979.724161,57693,76,16,56,0,3,547.2
JI37927,7736.457821,0,112,6,37,3,7,78.975117
OJ43280,5644.474853,33137,74,16,8,0,4,472.500375
YW43854,6944.739992,0,68,24,31,0,2,489.6
AL43475,7373.225991,44938,183,7,37,0,1,2069.309854
XY80192,13979.09014,33617,117,6,12,0,2,761.722334
PI71828,2395.968567,38460,61,11,98,0,1,191.365686
RQ94849,2387.858281,0,67,23,88,0,1,482.4
JX93039,4883.335068,40171,123,13,23,0,1,576.880144
KF44948,20496.69426,0,64,10,72,0,2,307.2
OK14812,2491.317024,36631,62,30,77,0,1,67.530904
UV49359,7372.230729,74335,187,3,4,0,1,896.436023
IZ88103,12625.27947,79421,104,2,85,0,2,115.126739
QC27179,5261.419836,38466,68,18,5,0,8,204.685796
VC47959,4895.811925,54495,61,7,3,0,8,182.350945
BN45584,4034.926461,0,112,8,28,0,1,806.4
YP53257,10179.71704,14290,271,20,40,0,1,1300.8
VP84987,17497.52201,0,73,9,94,0,2,350.4
LK57934,10569.62547,45776,89,2,17,0,2,95.95081
AV49798,7842.865664,94263,98,33,78,0,3,112.420211
RD73104,7942.448548,12181,108,10,19,0,4,591.511506
IZ17303,17002.02246,97268,85,23,88,0,2,35.278648
PK79296,2602.212965,28995,67,28,42,0,1,321.6
VA82895,4112.841668,25030,113,16,97,4,1,542.4
WC66749,5213.068893,12613,70,6,81,0,3,336.0
JO68735,2292.791874,0,64,18,30,0,1,460.8
JA55700,3933.813993,25927,103,6,20,0,1,674.973614
IX97339,9234.277026,0,134,29,43,0,6,643.2
DH93540,4650.063763,28215,65,15,26,0,3,468.0
KV56995,3954.344534,18375,103,8,50,0,1,535.080276
PA15141,6953.952351,43221,87,33,51,0,7,398.735257
FC48492,2876.775085,0,84,4,29,0,1,849.011958
ZJ29643,6265.343299,0,84,18,25,1,4,481.025786
EC22495,3145.456489,52082,79,2,47,0,1,379.2
RO87000,2688.878609,50719,68,10,28,0,1,394.248334
YU35148,4749.127521,0,123,33,35,0,1,590.4
BW51534,8364.502793,0,110,7,40,0,5,528.0
ER50891,3450.328786,39248,87,27,22,0,1,386.765125
LM63497,2935.838245,0,82,11,35,0,1,590.4
DE71115,2772.502139,68463,70,19,67,1,1,336.0
AX71238,3963.40327,38096,99,3,28,0,1,475.2
IZ50034,8062.546117,42124,101,3,78,0,6,484.8
AR75105,7805.31287,21073,106,25,54,1,3,508.8
LX77880,4855.773614,24149,61,15,10,0,3,292.8
PQ72803,2886.451602,10312,78,10,63,0,1,486.278557
PV99529,2724.430809,0,77,15,31,0,1,404.82483
UW10841,9976.24549,74115,63,24,24,0,2,275.349481
UO93347,3755.260251,34624,95,28,66,0,1,270.370335
WK46492,9642.214529,36108,128,5,35,2,9,614.4
DO70918,4573.998134,0,127,22,53,0,1,914.4
KG71396,4017.055485,0,118,23,54,0,1,959.849922
MI16758,12052.88693,43184,102,6,81,0,2,376.836888
AT98182,2525.419695,0,67,9,37,0,1,146.301396
GP67583,8207.777598,35349,102,7,2,0,4,489.6
DY73849,4569.8758,0,124,32,75,0,1,250.723005
UR42360,16979.79757,35095,73,25,56,0,2,525.6
IK74329,18061.91837,13164,70,0,45,0,2,75.393383
WJ20394,5191.047011,0,141,7,32,0,1,676.8
PF26758,6271.315156,94880,79,18,73,3,3,347.595108
DK81475,4619.449922,95301,114,34,43,0,1,547.2
DK93464,8571.480718,56202,107,19,33,0,8,513.511091
XS76166,3245.479985,35592,82,34,38,0,1,496.805418
TZ76531,12489.21197,0,113,4,13,0,2,542.4
RC22595,3799.746262,0,102,1,99,0,1,489.6
IA90990,10004.74874,0,89,6,55,0,2,640.8
QQ69088,5577.669457,11097,73,26,50,0,4,350.4
ED59130,16705.10312,74900,208,31,63,0,6,998.4
SC90717,31864.8589,23576,89,8,72,0,2,383.508096
PP36346,3708.811428,23393,95,26,37,0,1,456.0
JU75786,7203.133626,0,95,3,29,0,9,149.843223
TU68427,2649.658715,0,73,3,93,0,1,350.4
YD28431,6991.614179,66346,87,15,7,1,4,78.179743
MY56715,3380.712383,58109,86,9,6,0,1,412.8
NF60680,20096.89337,92766,71,17,15,0,2,379.029102
BD70337,24706.92011,26307,73,26,1,0,2,313.192439
DM77491,7416.466665,0,69,6,52,0,2,238.057939
EV57176,5605.380417,21171,72,2,40,0,3,345.6
CQ76876,13749.37083,82753,114,3,42,0,2,264.666921
QI89498,2203.588481,0,64,8,12,0,1,757.206098
BH43020,3369.71211,39754,85,2,35,0,1,62.282034
EC66666,7296.493236,0,67,29,88,0,2,321.6
EO74797,7840.646748,0,76,17,34,1,2,364.8
IA30254,14837.50253,0,70,18,46,0,2,712.619939
KC79907,7441.004843,91915,186,0,91,0,1,93.56694
XW34862,11981.98481,21514,62,0,59,0,2,257.248789
RI76930,4163.04081,43276,104,16,11,0,1,499.2
XZ40716,8054.982035,75531,102,2,13,0,4,489.6
ZC75052,22658.53652,23665,67,19,50,0,2,404.817249
DH51686,4048.722426,0,118,9,26,0,1,566.4
HJ89045,10288.92495,96337,127,19,12,0,3,609.6
DJ34695,21920.81339,60180,183,14,70,0,2,988.533256
KR89806,16468.22079,0,63,4,52,0,2,685.12694
OX62816,5167.357134,30376,66,26,16,0,6,316.8
WM36886,5757.442258,88997,72,9,71,0,3,174.041566
BE92692,2487.777024,69236,63,31,83,1,1,110.868874
JV79596,14594.45235,27627,63,10,43,0,2,453.6
KA49711,5320.343098,77524,68,12,95,3,6,64.799325
YI68606,2442.200921,75449,61,3,31,0,1,130.775164
AU11344,5142.389806,35666,131,12,76,0,1,312.110029
BG42047,2511.944048,17658,65,10,44,0,1,312.0
CF73234,2629.315549,0,71,0,44,0,1,340.8
VE85103,2449.128459,20567,72,24,76,4,1,345.6
LN99977,4061.997378,30061,104,4,22,0,1,499.2
CR56473,5252.511788,0,74,32,62,0,3,532.8
YP32443,4372.194536,20354,116,23,0,0,1,556.8
MQ46375,15320.21872,36637,192,28,52,0,3,921.6
VU30980,9657.579498,0,131,34,61,0,9,628.8
JX50349,2472.469209,63860,62,26,81,0,1,208.598246
DH34004,6191.402312,0,199,4,29,3,1,955.2
DU66880,13583.6249,58544,114,19,48,0,2,769.788818
QH87479,27528.31132,54586,76,1,91,0,2,122.590766
MF87270,2952.581331,57248,74,31,17,0,1,355.2
PX99904,4949.389491,0,134,15,3,0,1,964.8
TD43065,8209.924674,66037,69,2,83,0,2,69.004181
DU39756,4170.687348,29462,107,28,23,1,1,513.6
GY65868,20600.23958,64541,86,16,43,0,2,256.279637
NG15645,2858.087414,27382,71,33,35,0,1,134.104322
HH69970,6282.082435,32311,79,10,23,0,3,207.289724
YJ57293,2776.842204,23830,76,24,22,1,1,364.8
BV22194,14194.15441,88178,70,32,78,0,2,336.0
UH22701,9726.551005,72236,80,2,29,0,2,518.064733
IA85970,8099.466122,0,112,19,42,0,6,438.812143
TC18240,5020.473987,67890,63,23,26,0,3,174.08854
GE58317,4834.710493,38713,66,31,69,4,6,316.8
GW42895,17625.53763,77803,63,30,18,0,2,217.554695
FH77504,11009.13049,51643,283,16,43,0,1,1358.4
XK87182,4502.207001,46402,113,7,2,0,1,476.385575
HB17438,10570.7888,92044,132,7,77,0,3,617.288574
DH18269,10614.64457,16040,96,29,93,0,2,611.476898
DP19820,11436.42994,0,135,12,84,4,2,980.52817
IK64989,4458.113369,17622,65,1,36,1,3,312.0
MP85571,5558.31428,0,188,5,61,4,1,2156.011022
VO29645,5169.49937,12430,73,22,13,0,4,350.4
GP83239,7840.165778,58414,210,7,24,2,1,1008.0
GQ21970,24108.30057,17257,70,1,88,0,2,551.132139
HP40365,5638.046345,70492,70,29,82,0,7,328.362698
UX87150,7680.147853,68229,96,11,41,0,5,460.8
OZ30867,8409.067687,33397,106,31,15,0,5,508.8
LC60153,12341.83389,72503,106,29,99,0,2,295.821353
OX87524,2611.128028,90349,64,31,77,0,1,435.7186
ZY78741,6081.481291,0,87,24,23,0,7,626.4
DB79306,4416.345862,25480,117,26,49,3,1,486.545439
EM77767,10932.21496,72462,68,8,70,0,2,272.737308
PH78214,5427.174517,27677,72,10,82,1,3,345.6
LY17996,6190.316839,25743,79,13,63,0,8,596.2476
XV76553,4523.752381,74935,112,15,62,0,1,192.859737
SD38003,2482.38724,0,71,13,50,0,1,511.2
QC30094,6903.946532,15921,92,9,12,1,4,571.549745
KH92987,21740.02913,30095,136,0,94,0,2,652.8
OB32671,37939.48817,20587,106,14,21,0,2,363.77598
CD26907,31215.68581,0,117,9,12,0,2,1227.822079
YY46839,8482.456771,29628,106,29,45,0,9,763.2
HY36253,8490.284985,28677,78,3,30,0,2,131.515739
KA62728,8886.610685,87094,113,20,17,1,5,64.894362
GH98275,4670.953723,0,64,25,89,0,4,181.810486
DJ87316,10209.9339,43736,128,0,88,0,3,614.4
XC85830,4118.588554,69379,103,14,79,0,1,494.4
VK85405,7409.586372,80415,62,24,15,0,2,281.372658
ZP27971,3803.79853,26050,97,4,51,0,1,465.6
QC95625,12157.32992,57449,103,6,28,0,2,494.4
DN34058,28119.28723,68211,99,9,21,0,2,475.2
VS80344,8219.358756,28445,103,18,72,0,6,427.762841
SJ24275,4803.24007,37313,62,34,39,0,6,246.57631
YB58105,10865.86075,0,110,27,48,1,2,1066.913401
BP35803,3425.73115,29194,89,28,31,0,1,424.466821
CL73599,8609.158215,79090,107,2,74,0,3,289.040734
ZR22245,4605.036646,22571,63,29,51,0,9,302.4
JJ57298,18634.72656,0,139,16,33,0,2,1066.63167
FF53048,3465.52691,48744,86,3,59,0,1,412.8
HD83496,2478.180205,0,71,24,32,0,1,511.2
DD94148,5792.439588,29530,74,31,79,0,4,222.478994
FM52759,5548.031892,67798,69,1,78,0,9,331.2
OI39918,3443.301126,16208,93,22,20,0,1,446.4
PC72443,4529.072491,94757,112,0,25,0,1,5.453269
OQ15169,5597.12496,37995,139,16,50,0,1,667.2
ZO89996,2616.613903,72302,66,6,27,0,1,316.8
OP70207,10506.88413,37934,137,2,58,1,8,385.440163
ID39569,10758.65568,19382,94,31,18,0,2,676.8
RJ80405,5498.661301,33191,70,9,80,0,9,443.53718
NT21324,2791.880258,72389,70,3,76,0,1,206.158416
IY98928,5176.157299,91475,64,28,35,0,3,73.295606
XJ81725,8166.878898,0,111,2,29,0,3,799.2
FE62142,4267.076892,43682,107,12,73,0,1,148.003496
ZH55575,5217.513287,39854,66,6,4,0,7,261.930545
WI86229,7807.216137,52162,99,1,63,0,4,251.152889
QR42111,5058.927182,0,134,32,27,0,1,643.2
DN71979,7772.579276,74755,195,10,10,0,1,1404.0
IC22580,11533.96706,85339,95,6,43,0,2,392.7457
MX93069,5073.282126,57709,125,10,26,0,1,600.0
TG37225,4636.54647,26802,66,7,43,1,5,316.8
GY69750,5296.838482,0,73,33,44,0,3,152.080908
KX99703,6273.911874,18577,86,21,76,0,6,412.8
AA35519,8002.308333,0,107,3,65,0,3,513.6
FE99816,15563.36944,0,253,15,40,5,7,1214.4
YP92773,4723.821588,21546,119,20,66,1,1,625.395925
CF26052,8436.350708,49182,70,6,86,0,2,165.410515
PR37714,7153.208425,32238,91,15,80,0,4,439.781453
CE92675,6990.691643,0,68,24,2,0,2,326.4
BK47926,6375.079233,98118,83,28,68,3,3,398.4
BY62906,27990.35769,22971,101,24,8,0,2,562.021558
UY95661,4971.727892,49161,63,16,41,2,3,171.746945
OS84395,7611.949286,90252,95,1,77,0,7,122.924197
JS53793,2422.194555,25036,61,11,30,1,1,292.8
BV25135,4647.423581,28314,121,21,37,0,1,580.8
AF17671,7765.228166,56337,97,26,25,0,3,465.6
AY30324,6189.443994,99074,77,4,40,1,9,208.38907
XE17270,3520.696547,31708,94,3,43,1,1,451.2
LS46182,2678.457672,0,83,3,85,1,1,398.4
LH33181,6274.564531,0,67,23,39,1,2,431.32052
AT84725,4650.063763,28215,65,15,26,0,3,468.0
TP33286,12010.93726,0,119,3,24,0,2,856.8
YB79192,10193.77423,21119,128,1,79,0,4,614.4
SC43870,15862.17507,0,66,14,16,0,2,475.2
OO72857,17254.03699,0,69,33,49,1,2,331.2
MO38559,5294.230247,0,70,9,19,0,3,20.521312
RL65736,6274.447705,13662,85,29,37,0,3,408.0
