index,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer__lifetime__value,income,monthly__premium__auto,months__since__last__claim,months__since__policy__inception,number_of__open__complaints,number_of__policies
7707,California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,2514.282096,24744,65,1,0,0,1
7708,Washington,Yes,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Medsize,4462.997006,0,73,35,52,3,5
7709,Washington,No,Basic,Bachelor,Disabled,F,Urban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,4570.673702,27538,63,10,6,4,3
7710,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,2752.65503,81280,68,6,47,0,1
7711,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,2188.655055,0,67,29,49,1,1
7712,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,2710.149379,0,73,14,66,0,1
7713,Washington,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,14754.35923,26486,128,18,5,1,2
7714,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Small,10759.40004,0,97,12,24,0,2
7716,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Branch,Four-Door Car,Small,5033.390798,68331,63,23,38,0,3
7717,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,2370.618948,0,71,1,66,1,1
7718,Nevada,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize,11236.31135,21636,64,2,24,5,2
7719,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize,12476.64759,0,121,7,34,0,2
7720,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,14641.51818,0,133,24,46,0,2
7721,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize,4731.844073,0,64,14,92,0,7
7722,Washington,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,10620.49148,35601,69,34,15,0,2
7724,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,SUV,Large,8873.201307,28558,119,14,37,4,3
7725,Nevada,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Agent,Two-Door Car,Medsize,5260.921627,60101,66,34,74,0,3
7726,Arizona,No,Extended,College,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Branch,Four-Door Car,Medsize,2792.009458,22426,76,9,31,1,1
7727,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,SUV,Small,10018.66117,30720,139,17,24,4,5
7729,Oregon,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Small,3012.039703,42987,77,14,48,0,1
7730,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,4236.814353,0,61,21,13,0,3
7731,Arizona,No,Extended,High School or Below,Employed,F,Urban,Divorced,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize,5283.362834,80928,132,26,27,0,1
7732,Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize,5395.091602,86640,67,2,25,0,5
7733,California,No,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Call Center,Two-Door Car,Small,6913.566525,26714,64,17,7,1,2
7734,Arizona,Yes,Basic,Bachelor,Employed,M,Urban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,2619.337376,78618,66,7,56,0,1
7735,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Small,8390.122077,0,78,22,3,0,2
7736,California,Yes,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,13727.79972,0,126,12,4,0,2
7737,Nevada,No,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Agent,SUV,Small,4482.015107,62977,115,34,40,0,1
7738,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Special Auto,Special L2,Offer3,Branch,Four-Door Car,Medsize,2827.55957,0,79,30,25,0,1
7739,California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Large,5584.961718,19724,72,20,49,0,4
7740,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,7568.85152,27558,65,18,48,0,2
7742,California,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Offer1,Branch,Four-Door Car,Medsize,6480.681366,42846,81,14,42,0,4
7743,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,SUV,Small,8707.619537,57107,110,27,84,3,7
7744,Oregon,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Web,Sports Car,Medsize,9048.983447,0,119,9,8,0,3
7745,Washington,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2615.852084,54314,66,13,98,0,1
7746,California,No,Basic,Doctor,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Call Center,Two-Door Car,Medsize,4878.829713,29950,61,0,76,0,4
7747,Nevada,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Large,10793.75704,24195,90,32,70,0,2
7748,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,5528.080912,0,73,30,11,0,8
7749,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Medsize,4605.87485,47481,116,20,39,0,1
7750,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large,8343.412804,63354,106,16,39,0,9
7751,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,13009.24125,57591,66,5,74,0,2
7752,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L1,Offer3,Call Center,Four-Door Car,Medsize,7486.019078,0,71,14,62,0,2
7753,Oregon,No,Extended,Master,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,9547.71004,34919,82,14,99,1,2
7754,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Web,Sports Car,Large,8110.704417,76879,101,20,44,0,5
7755,California,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,7379.456823,61584,61,18,93,0,2
7757,Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Branch,Two-Door Car,Medsize,7452.233634,0,105,27,42,0,4
7758,Washington,No,Basic,Master,Disabled,M,Rural,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,2686.535218,26713,71,22,69,0,1
7759,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer4,Web,SUV,Medsize,4470.181084,0,129,2,72,0,1
7760,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,10348.01348,34244,87,14,34,2,2
7761,Oregon,Yes,Basic,College,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,11790.49617,25251,66,13,43,0,2
7762,Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,4566.123651,0,68,19,53,0,3
7763,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,5905.971667,59848,73,5,98,1,3
7764,Nevada,No,Basic,College,Employed,F,Rural,Divorced,Special Auto,Special L3,Offer3,Branch,Four-Door Car,Medsize,7492.055949,39815,64,17,68,0,2
7765,California,No,Extended,Master,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,3427.154407,58840,86,25,44,0,1
7766,Washington,Yes,Basic,Master,Employed,F,Suburban,Married,Special Auto,Special L2,Offer2,Agent,Four-Door Car,Small,5181.620895,97131,64,5,80,0,6
7767,Arizona,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,4686.469674,58089,118,31,83,0,1
7768,California,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,2710.12066,0,71,7,87,0,1
7769,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Large,4313.34397,0,126,2,96,2,1
7770,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Special Auto,Special L3,Offer2,Call Center,SUV,Medsize,4755.36505,21808,119,0,71,0,1
7772,Nevada,No,Basic,Master,Employed,F,Urban,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,7792.067056,36776,65,21,21,0,2
7773,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize,2549.998419,31213,65,0,29,0,1
7774,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,7521.282545,0,115,33,0,0,3
7775,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Agent,Four-Door Car,Medsize,11510.36033,0,61,11,39,0,2
7776,Arizona,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Large,7999.251628,0,107,13,17,0,5
7777,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer3,Call Center,Two-Door Car,Medsize,7927.182997,32555,68,32,72,0,2
7779,Washington,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,2453.570794,29735,69,3,92,0,1
7780,Washington,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer3,Branch,Four-Door Car,Medsize,2981.549197,80590,74,26,3,0,1
7781,Oregon,No,Extended,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,SUV,Small,5110.755667,22565,132,0,20,0,1
7782,Arizona,No,Extended,Master,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize,5351.853544,54817,137,24,28,0,1
7783,Oregon,No,Basic,College,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,9015.819465,0,62,26,34,0,2
7784,Oregon,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer1,Call Center,Four-Door Car,Medsize,5903.612641,55393,74,15,6,1,3
7785,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Large,8852.734284,0,83,12,97,0,2
7786,California,No,Premium,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,13333.38849,75634,110,13,52,0,2
7787,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize,8658.863813,62464,109,23,45,0,4
7788,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Large,4871.15057,72648,61,0,78,0,5
7789,Nevada,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,5279.198664,77167,66,15,99,0,3
7790,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,6689.022728,56980,84,33,70,0,7
7791,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Large,5244.550942,27444,66,21,88,0,3
7792,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Agent,Two-Door Car,Small,6688.857444,57289,86,21,88,0,3
7793,Oregon,No,Premium,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,8408.308374,84091,105,18,48,0,9
7794,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Large,2052.948967,0,67,33,21,2,1
7795,Oregon,No,Extended,College,Employed,M,Urban,Divorced,Personal Auto,Personal L1,Offer1,Branch,SUV,Small,10592.58753,59590,136,15,67,0,5
7796,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,2913.493264,89672,72,7,92,0,1
7797,California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,5243.446345,96535,66,11,85,0,3
7798,Oregon,No,Basic,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize,14191.59699,25575,117,10,41,0,2
7799,Nevada,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize,9426.384787,38910,78,3,78,0,2
7800,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Special Auto,Special L3,Offer3,Branch,SUV,Medsize,4521.190551,39426,114,33,12,0,1
7801,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,3579.023825,28304,91,10,30,2,1
7802,Arizona,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,6285.15476,52210,80,6,74,0,9
7803,Nevada,No,Basic,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Web,SUV,Large,7844.252972,0,102,20,46,0,3
7804,Oregon,No,Premium,Master,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small,8283.843281,94851,104,6,33,0,3
7805,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Small,2436.397813,0,67,16,92,0,1
7806,Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,2538.62632,18608,71,13,24,0,1
7807,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large,7304.395148,41025,92,22,92,0,6
7809,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,6674.455913,92653,83,15,80,1,6
7811,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer4,Branch,Four-Door Car,Medsize,6459.640942,24290,82,15,84,0,8
7812,Oregon,Yes,Basic,College,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Large,4605.036646,22571,63,29,51,0,9
7813,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Large,5686.743252,26409,71,30,70,0,5
7814,Arizona,No,Extended,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Web,Two-Door Car,Medsize,6608.165971,21616,93,4,41,0,7
7815,Oregon,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,7158.530736,36463,92,8,25,0,3
7817,California,No,Basic,Bachelor,Employed,M,Urban,Single,Special Auto,Special L3,Offer3,Agent,Two-Door Car,Large,5052.381573,34645,69,1,2,3,5
7818,Washington,No,Extended,Bachelor,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer3,Web,SUV,Medsize,5201.357604,67001,131,7,36,0,1
7819,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Small,8632.783576,96200,107,9,45,0,3
7820,Arizona,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,7350.930502,69241,93,2,63,0,3
7821,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Two-Door Car,Medsize,7690.159642,55843,64,3,80,0,2
7822,California,No,Extended,Bachelor,Disabled,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Medsize,8259.1108,20305,76,14,63,1,2
7823,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Call Center,Two-Door Car,Medsize,2317.282049,0,68,10,81,0,1
7824,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize,8929.611119,44329,112,25,58,0,3
7825,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Small,4854.362069,44279,61,32,7,0,3
7826,California,Yes,Extended,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,2659.70565,0,87,4,4,3,1
7827,Oregon,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Small,8750.222052,34695,113,1,60,0,5
7828,Arizona,No,Basic,High School or Below,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,5054.780543,79297,64,34,64,0,6
7829,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize,2199.516645,0,62,29,72,0,1
7830,Nevada,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small,5715.312991,84183,72,29,86,0,4
7831,California,No,Extended,Doctor,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize,9566.839884,53375,79,20,92,0,2
7832,California,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Offer3,Agent,SUV,Medsize,10094.13003,32046,127,28,23,0,4
7833,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,5444.793941,91393,67,19,54,0,6
7834,California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,2582.408525,76731,64,2,68,0,1
7836,Oregon,No,Extended,High School or Below,Employed,F,Rural,Single,Corporate Auto,Corporate L2,Offer3,Branch,Four-Door Car,Medsize,3484.247842,51337,88,3,70,0,1
7837,California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Small,5555.830205,74015,72,12,61,0,6
7838,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,4173.140695,0,117,10,37,0,1
7839,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,2897.494724,0,77,19,17,0,1
7840,California,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Offer2,Call Center,Two-Door Car,Medsize,8044.511759,68849,67,9,67,0,2
7841,Oregon,No,Extended,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,7716.997859,37376,99,34,52,0,3
7842,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize,2274.669484,0,64,12,25,0,1
7843,California,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize,8658.863813,62464,109,23,45,0,4
7844,Arizona,No,Extended,High School or Below,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Large,11260.90364,88304,95,2,17,0,2
7847,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,4698.759935,0,67,27,71,0,6
7848,Oregon,No,Premium,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Offer2,Call Center,Two-Door Car,Medsize,9002.117386,61374,113,5,27,0,3
7850,Oregon,No,Extended,Doctor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,3102.998522,31841,78,24,11,0,1
7851,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Branch,Four-Door Car,Medsize,2587.107864,27861,65,22,67,0,1
7852,Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,4983.61893,0,83,22,0,3,5
7853,Oregon,Yes,Extended,Doctor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Medsize,6265.343299,0,84,18,25,1,4
7854,Nevada,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,7233.540011,94550,90,0,93,0,7
7855,Nevada,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,5357.260833,39604,68,2,21,0,8
7856,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Large,11130.11974,42928,93,20,65,0,2
7857,Washington,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,2610.369217,54737,66,3,86,0,1
7858,Arizona,No,Basic,College,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Branch,Two-Door Car,Medsize,7452.543017,0,68,14,46,0,2
7859,California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,6352.961129,80587,78,7,5,0,6
7862,Arizona,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Small,4254.620669,11904,61,34,11,2,3
7863,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Large,9621.72619,54872,121,9,50,0,3
7864,California,No,Extended,College,Unemployed,M,Rural,Married,Personal Auto,Personal L1,Offer4,Branch,Two-Door Car,Medsize,14260.91441,0,99,2,30,0,2
7865,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,Two-Door Car,Small,7756.307652,0,74,24,63,0,2
7866,Arizona,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Medsize,5875.212734,46417,74,16,14,0,7
7867,Washington,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,4946.960039,46239,67,17,1,3,4
7868,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,2660.009874,0,73,18,61,0,1
7869,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Small,2372.289378,25550,61,28,13,0,1
7871,Nevada,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Medsize,7803.503824,84417,98,5,32,0,7
7872,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,10346.11154,55906,86,26,3,0,2
7873,California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Small,4960.548942,21638,65,9,81,0,8
7874,Oregon,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Web,Four-Door Car,Small,7099.574987,16121,65,5,85,2,2
7876,Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Small,13466.92071,11432,119,11,9,0,2
7877,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer3,Branch,Four-Door Car,Medsize,2598.061204,62566,65,4,3,1,1
7878,Oregon,Yes,Extended,High School or Below,Retired,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Large,2886.451602,10312,78,10,63,0,1
7879,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large,2566.398498,67778,64,17,17,1,1
7880,Washington,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Small,6252.3631,92895,77,5,2,0,7
7881,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,5174.689686,55290,65,26,33,0,4
7882,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,9263.179837,23377,116,15,19,0,3
7883,California,Yes,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,4834.710493,38713,66,31,69,4,6
7884,Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2361.742243,0,66,17,92,1,1
7885,Nevada,Yes,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Small,2674.730716,56342,69,12,89,0,1
7886,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Sports Car,Medsize,16159.54237,29593,137,15,52,0,2
