,customer,response,effective_to_date,gender_f,gender_m,corporate_auto,personal_auto,special_auto,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_combined_Corporate Auto_L1,policy_combined_Corporate Auto_L2,policy_combined_Corporate Auto_L3,policy_combined_Personal Auto_L1,policy_combined_Personal Auto_L2,policy_combined_Personal Auto_L3,policy_combined_Special Auto_L1,policy_combined_Special Auto_L2,policy_combined_Special Auto_L3,renew_offer_type_Offer1,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,employmentstatus_Disabled,employmentstatus_Employed,employmentstatus_Medical Leave,employmentstatus_Retired,employmentstatus_Unemployed,location_code_Rural,location_code_Suburban,location_code_Urban,vehicle_size_Large,vehicle_size_Medsize,vehicle_size_Small,coverage_Basic,coverage_Extended,coverage_Premium,education_Bachelor,education_College,education_Doctor,education_High School or Below,education_Master,day,week,month
6596,BN89470,0,2011-01-25,0,1,0,0,1,0.19039611348785043,0.6539466057367069,29327,118,26,21,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,25,4,1
6597,VZ64716,0,2011-02-26,0,1,1,0,0,0.6897447603942916,0.2146964194753041,81081,96,32,34,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,26,8,2
6598,FU17577,0,2011-01-10,1,0,0,1,0,0.13517327469409415,0.7948832950760699,0,106,27,89,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,10,2,1
6599,QY37300,0,2011-02-21,0,1,0,1,0,0.8296113923115651,0.3094618628136924,57222,112,3,88,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,21,8,2
6600,UI84849,0,2011-02-01,0,1,0,1,0,0.4765476905181548,0.05247271652836527,91147,107,4,79,0,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,5,2
6601,MN81810,0,2011-01-13,1,0,0,1,0,0.07259548996109669,0.45321178224215153,76638,73,2,55,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,13,2,1
6602,XN42396,0,2011-01-20,0,1,0,1,0,0.4033863021729649,0.15315335261483745,29697,64,6,43,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,20,3,1
6603,VZ13840,0,2011-01-18,0,1,1,0,0,0.3612036412562022,0.3138527357562036,0,61,27,90,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,18,3,1
6604,NI27358,0,2011-02-21,1,0,0,1,0,0.382979770240502,0.5842072704941895,67352,181,7,80,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,21,8,2
6605,LO39834,1,2011-02-27,1,0,0,1,0,0.17415300944995507,0.6148863685235907,23904,123,1,67,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,27,8,2
6606,WX18073,0,2011-01-27,0,1,0,1,0,0.31523320729921966,0.43988935659756934,0,88,16,28,2,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,27,4,1
6607,PG27422,0,2011-01-01,1,0,1,0,0,0.28644791203039777,0.28548145873742536,89953,74,3,42,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,52,1
6608,AX56708,0,2011-01-23,0,1,0,1,0,0.2070681178575657,0.3398910640684143,20862,68,1,69,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,23,3,1
6609,JI80257,0,2011-01-23,1,0,0,1,0,0.5205986671161402,0.10791851979127456,47663,114,35,24,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,23,3,1
6610,EK95340,0,2011-02-11,0,1,1,0,0,0.4616452636496948,0.6890610769904436,49564,105,8,29,0,5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,11,6,2
6611,FS67856,1,2011-01-21,0,1,0,1,0,0.8558692524833253,0.6376990842048038,28432,118,1,59,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,21,3,1
6612,JX27737,0,2011-01-25,0,1,0,1,0,0.8260055448283294,0.44623370764277526,32356,117,11,35,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,25,4,1
6613,FZ16327,0,2011-01-11,1,0,0,1,0,0.4557544401956023,0.5306313113453587,0,116,6,78,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,11,2,1
6614,XC26395,0,2011-01-03,0,1,0,1,0,0.3939676186643517,0.0953898785094911,76771,95,34,82,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,1,1
6615,HA72996,1,2011-02-10,1,0,1,0,0,0.1752428456086075,0.1172499864981472,75648,108,28,10,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,10,6,2
6616,WP51328,0,2011-02-19,0,1,0,1,0,0.2035283788554724,0.2586660895265213,20698,68,21,72,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,19,7,2
6617,JO75190,0,2011-01-31,0,1,1,0,0,0.484384318870275,0.5498874783796399,43963,110,25,59,0,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,31,5,1
6618,AP47670,0,2011-02-12,0,1,0,1,0,0.042886854605722696,0.3148914909361255,29465,63,6,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,12,6,2
6619,KX23022,0,2011-01-07,0,1,1,0,0,0.10110402940742519,0.8023831670157564,0,107,2,4,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,7,1,1
6620,KB20508,0,2011-01-17,0,1,0,0,1,0.6384294161995481,0.5323045817326002,11033,97,27,18,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,17,3,1
6621,HU89665,0,2011-02-25,1,0,0,1,0,0.7313654641556322,0.3048916616832101,20495,61,7,36,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,25,8,2
6622,HD12841,0,2011-02-06,1,0,0,1,0,0.25791203548423214,0.16922423653782778,95766,68,17,62,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,6,5,2
6623,AR63478,0,2011-01-07,0,1,1,0,0,0.34438995632855907,0.6822532567756404,0,65,22,39,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,7,1,1
6624,UP90711,0,2011-01-31,1,0,0,1,0,0.06710524067860846,0.11909255920288493,61029,72,26,98,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,31,5,1
6625,EK58626,0,2011-02-02,0,1,0,1,0,0.11892945625935294,0.5248879052473512,0,105,3,30,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,5,2
6626,CA14631,0,2011-01-14,0,1,0,0,1,0.3327412310569018,0.18319794689505675,56188,86,20,52,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,14,2,1
6627,AU98438,0,2011-02-07,1,0,0,1,0,0.06691241651268337,0.12596248564889087,94812,70,11,40,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,7,6,2
6628,RD96782,0,2011-02-12,1,0,0,1,0,0.22887475343876643,0.34989089332132983,0,70,28,77,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,12,6,2
6629,SY66568,0,2011-01-25,1,0,1,0,0,0.5374254094280224,0.5798869661383864,55338,116,25,54,0,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,25,4,1
6630,WE52979,1,2011-01-15,1,0,0,1,0,0.12488010589181384,0.4498891858504849,82477,90,1,69,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,15,2,1
6631,PL56477,0,2011-02-23,1,0,0,1,0,0.07359929209327762,0.3996710141590999,20852,73,8,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,23,8,2
6632,XK20264,0,2011-02-28,1,0,0,1,0,0.5240152749283824,0.3088888663476071,0,82,22,62,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,28,9,2
6633,DV57698,0,2011-01-08,1,0,0,1,0,0.08939192863541395,0.5667803701418465,0,83,16,75,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,8,1,1
6634,RD53171,0,2011-02-28,1,0,0,1,0,0.08329317602238534,0.47488875898277366,0,95,14,57,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,28,9,2
6635,PK23339,0,2011-01-25,1,0,0,1,0,0.10866053019554922,0.3853258174366672,72460,85,9,76,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,25,4,1
6636,BS26376,1,2011-02-20,0,1,1,0,0,0.4018527622331517,0.19297206541864964,96306,95,12,17,1,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,20,7,2
6637,WW74234,0,2011-02-05,1,0,0,1,0,0.14808564445178088,0.0006980901634437925,49544,101,3,29,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,5,5,2
6638,UA26783,0,2011-01-18,0,1,0,1,0,0.21275822746792847,0.6345977267438158,0,68,10,36,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,18,3,1
6639,DV38369,0,2011-01-26,0,1,1,0,0,0.38344285967657055,0.7573839353776367,0,101,7,19,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,26,4,1
6640,ZM42260,0,2011-02-20,0,1,0,1,0,0.43665618042596277,0.5889582404130448,63357,101,26,42,0,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,20,7,2
6641,EB34435,0,2011-01-22,0,1,1,0,0,0.07850517090399109,0.6148863685235907,0,82,9,21,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,22,3,1
6642,QY41527,0,2011-02-21,0,1,1,0,0,0.16284913761210865,0.7617076709248523,23060,109,13,25,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,21,8,2
6643,WG61503,0,2011-01-18,0,1,1,0,0,0.4713926076684364,0.3548908079477876,27781,71,33,7,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,18,3,1
6644,TY59969,0,2011-02-02,0,1,0,1,0,0.03604257508804756,0.05451593893200939,43246,62,19,89,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,5,2
6645,DO20853,0,2011-01-30,1,0,1,0,0,0.20570941548273483,0.6198862831500486,14254,124,21,16,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,30,4,1
6646,CD14267,0,2011-02-12,0,1,1,0,0,0.16708409827088452,0.1156915037342404,60334,106,5,67,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,12,6,2
6647,WL40338,1,2011-01-26,1,0,0,1,0,0.22942163948730834,0.3004876827144843,35625,65,10,56,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,26,4,1
6648,GV75215,0,2011-02-12,1,0,1,0,0,0.8056604491658752,0.3146177081109673,54684,111,13,15,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,12,6,2
6649,CN91738,0,2011-02-16,0,1,0,1,0,0.044487605326784946,0.28830584905262735,56228,65,4,79,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,16,7,2
6650,UR36951,0,2011-02-15,0,1,0,1,0,0.2352928463031839,0.669885429414626,82166,134,9,43,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,15,7,2
6651,JU87932,0,2011-02-15,1,0,0,1,0,0.07115416748023615,0.3648906372007031,30406,73,29,93,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,15,7,2
6652,IR50609,0,2011-02-12,0,1,0,1,0,0.14923764629013067,0.6965240599766758,75007,101,1,19,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,12,6,2
6653,VI18029,0,2011-02-26,0,1,0,1,0,0.0369337831872566,0.24234439426113466,79271,62,24,63,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,26,8,2
6654,ZA37110,0,2011-02-23,1,0,0,1,0,0.20024461804448254,0.303791892961761,0,129,14,93,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,23,8,2
6655,HH23204,1,2011-01-27,1,0,0,1,0,0.03557059497501133,0.3474911717965749,21986,63,1,9,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,27,4,1
6656,IE29890,0,2011-01-22,1,0,0,1,0,0.49781690700647396,0.5648872222590132,58480,113,6,35,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,22,3,1
6657,VO25412,0,2011-01-01,1,0,0,0,1,0.5032030258533265,0.1702864215260191,37520,74,21,30,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,52,1
6658,ME37051,0,2011-02-20,0,1,0,1,0,0.3890820427932382,0.1353103260345163,50165,62,15,63,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,20,7,2
6659,DD27563,0,2011-02-13,0,1,0,1,0,0.3177336613867766,0.28547501613909937,86687,80,4,82,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,13,6,2
6660,IA27050,0,2011-01-04,1,0,0,1,0,0.3333428491403073,0.04324755321469552,0,93,2,88,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,4,1,1
6661,UQ63751,0,2011-02-15,1,0,0,1,0,0.3424062076858001,0.1047419375730826,23772,83,19,25,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,15,7,2
6662,MV26494,0,2011-01-29,0,1,0,1,0,0.12748375668767678,0.3696187262602491,0,98,23,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,29,4,1
6663,EN89709,0,2011-01-20,1,0,0,1,0,0.0470064981878103,0.15821822654878168,18241,65,17,44,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,20,3,1
6664,QN68814,0,2011-01-14,0,1,1,0,0,0.03401391159425965,0.32489132018904104,0,65,32,88,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,14,2,1
6665,NE70831,0,2011-01-31,1,0,0,1,0,0.059668520428302396,0.33725122893526593,86650,69,7,64,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,31,5,1
6666,VM89271,0,2011-01-22,0,1,0,1,0,0.13915916399879905,0.4848885882356892,26262,97,6,59,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,22,3,1
6667,CL97519,0,2011-02-10,0,1,0,1,0,0.19913003693201856,0.6048865392706751,25187,121,8,79,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,10,6,2
6668,RN71166,0,2011-01-26,1,0,0,1,0,0.23420559342583067,0.08581618052205091,88081,64,35,94,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,26,4,1
6669,PJ86059,0,2011-01-04,1,0,1,0,0,0.05417898304051949,0.46181139894536294,83460,66,20,18,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4,1,1
6670,BP34620,0,2011-01-03,1,0,1,0,0,0.2657320231725072,0.36989055182716085,19949,74,0,99,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,3,1,1
6671,HI58196,0,2011-01-18,0,1,0,1,0,0.09030322298885929,0.9346512574964448,0,92,16,56,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,18,3,1
6672,OZ58610,0,2011-02-21,0,1,0,1,0,0.40589291724522847,0.8173829108951297,0,109,30,87,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,21,8,2
6673,WC34456,0,2011-01-14,1,0,0,1,0,0.1492270292792259,0.44630961467999597,77739,98,31,61,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,14,2,1
6674,FC15606,0,2011-02-11,1,0,0,1,0,0.5582180685305296,0.557810918086907,23649,122,2,69,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,11,6,2
6675,UM99946,0,2011-01-18,0,1,0,1,0,0.41740327743804506,0.4832621337157334,68980,98,25,87,0,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,18,3,1
6676,JG94795,0,2011-01-06,1,0,0,0,1,0.1631024521674593,0.5148880759944356,60010,103,4,86,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,6,1,1
