,customer,state,response,coverage,education,effective_to_date,employmentstatus,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,gender_f,gender_m,policy_combined,corporate_auto,personal_auto,special_auto,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
6006,NT19879,Arizona,0,Basic,Bachelor,2011-02-18,Medical Leave,Suburban,Married,Offer1,Call Center,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0,4766.940473,307.2,29177,64,5,20,2,5
6007,SW98498,California,0,Extended,College,2011-01-19,Employed,Urban,Single,Offer3,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,10439.49667,253.056709,88233,88,32,22,0,2
6008,WL42517,Washington,0,Basic,College,2011-02-10,Unemployed,Suburban,Single,Offer1,Call Center,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,3747.060981,549.986128,0,107,17,81,0,1
6009,KT61396,California,0,Extended,College,2011-01-16,Employed,Rural,Married,Offer2,Branch,Two-Door Car,Small,1,0,Corporate Auto_L2,1,0,0,3821.819872,50.171541,79189,95,20,50,0,1
6010,GD56260,Oregon,0,Basic,Master,2011-02-04,Employed,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2863.04871,82.415457,41077,71,3,14,0,1
6011,YD45660,Arizona,0,Basic,Bachelor,2011-02-15,Employed,Suburban,Married,Offer4,Call Center,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,9420.965855,566.4,47048,118,0,37,0,3
6012,XN50058,California,0,Premium,Doctor,2011-01-21,Employed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,8767.626534,532.8,45484,111,31,28,0,8
6013,QO61775,California,0,Basic,Master,2011-02-01,Employed,Rural,Single,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L2,0,1,0,4571.610619,242.099049,79453,115,11,47,0,1
6014,PZ67684,Arizona,0,Basic,College,2011-02-05,Employed,Suburban,Single,Offer1,Agent,Luxury SUV,Small,1,0,Personal Auto_L2,0,1,0,14514.00519,868.8,88753,181,6,21,0,3
6015,IK77998,Washington,0,Basic,High School or Below,2011-01-20,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,2588.435037,851.022089,0,74,7,63,0,1
6016,FL96333,Nevada,0,Extended,College,2011-01-07,Employed,Urban,Married,Offer2,Web,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,6243.089247,330.872532,73945,78,21,76,0,8
6017,EI58541,Washington,1,Basic,College,2011-01-24,Retired,Suburban,Married,Offer2,Branch,Two-Door Car,Large,1,0,Personal Auto_L3,0,1,0,2719.506996,345.6,14030,72,11,3,0,1
6018,WW68250,Oregon,0,Basic,Bachelor,2011-02-21,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,2719.260911,326.4,81799,68,23,97,0,1
6019,XT19780,Oregon,0,Basic,High School or Below,2011-02-16,Disabled,Suburban,Married,Offer1,Branch,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0,4803.777507,440.189611,23634,62,4,25,0,9
6020,SE44262,California,0,Extended,Bachelor,2011-01-27,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2856.948797,374.4,0,78,26,14,0,1
6021,GO86980,Oregon,0,Basic,Bachelor,2011-01-04,Employed,Suburban,Married,Offer4,Call Center,Two-Door Car,Small,1,0,Corporate Auto_L2,1,0,0,5169.558551,421.563772,56334,65,35,72,0,3
6022,ZB69355,Oregon,0,Basic,Bachelor,2011-02-13,Medical Leave,Suburban,Married,Offer1,Call Center,Sports Car,Large,1,0,Personal Auto_L3,0,1,0,4082.704584,513.6,23206,107,31,60,0,1
6023,TM12486,Oregon,0,Extended,High School or Below,2011-01-01,Retired,Suburban,Single,Offer3,Web,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,2959.950094,612.0,28140,85,23,5,0,1
6024,SS12362,California,0,Extended,High School or Below,2011-01-06,Unemployed,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,0,1,Special Auto_L3,0,0,1,12779.06199,633.6,0,88,16,8,0,2
6025,VW58299,California,1,Basic,Bachelor,2011-02-05,Retired,Suburban,Divorced,Offer1,Branch,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,12168.74492,828.0,14973,115,2,75,0,2
6026,TG37039,Oregon,0,Extended,Bachelor,2011-02-23,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,6240.664762,712.40122,0,87,31,9,0,9
6027,RO25639,Nevada,0,Basic,Doctor,2011-02-03,Employed,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5442.744248,292.274846,25884,69,18,36,3,9
6028,JK35644,Oregon,0,Extended,Master,2011-01-29,Disabled,Urban,Single,Offer4,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0,3551.792574,313.351134,11607,96,19,38,0,1
6029,KN47424,Oregon,0,Basic,High School or Below,2011-01-27,Employed,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5517.199137,180.340069,60596,71,20,78,4,3
6030,ZX80668,Nevada,0,Basic,Bachelor,2011-01-10,Employed,Suburban,Single,Offer1,Branch,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,13448.80973,561.6,43720,117,5,90,1,2
6031,OI80614,California,1,Extended,High School or Below,2011-02-13,Employed,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,6689.022728,599.000883,56980,84,33,70,0,7
6032,JA44693,Oregon,0,Basic,College,2011-02-21,Unemployed,Suburban,Divorced,Offer3,Branch,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,7222.850848,350.207614,0,68,5,36,0,2
6033,FI61059,Oregon,0,Basic,College,2011-02-13,Unemployed,Suburban,Single,Offer3,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,4311.416903,482.4,0,67,0,71,1,3
6034,ZF81243,Nevada,1,Premium,Bachelor,2011-02-28,Employed,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,4376.363592,60.036683,63774,111,18,63,0,1
6035,XD19934,Oregon,0,Extended,High School or Below,2011-02-25,Employed,Rural,Single,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,10506.93706,117.470445,61650,88,8,2,0,2
6036,TA77711,Oregon,0,Basic,College,2011-01-09,Employed,Suburban,Married,Offer3,Branch,SUV,Small,0,1,Personal Auto_L3,0,1,0,8667.090494,527.759702,31354,109,11,23,0,9
6037,PS92059,California,0,Basic,Doctor,2011-02-04,Employed,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,5938.511892,10.68564,44190,74,17,40,0,3
6038,EV95033,Oregon,1,Basic,Master,2011-01-19,Employed,Suburban,Married,Offer3,Web,Two-Door Car,Small,0,1,Special Auto_L2,0,0,1,2551.226692,392.235698,79751,63,15,67,0,1
6039,CS30775,California,0,Basic,High School or Below,2011-01-01,Unemployed,Suburban,Single,Offer4,Web,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0,4191.06163,535.953661,0,64,3,53,1,7
6040,CI51999,Arizona,0,Basic,College,2011-01-05,Medical Leave,Suburban,Married,Offer1,Branch,SUV,Medsize,0,1,Personal Auto_L1,0,1,0,8161.1704,732.050007,12266,114,25,36,1,3
6041,HK96298,California,0,Basic,Master,2011-02-04,Employed,Rural,Divorced,Offer4,Agent,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0,2784.969185,104.209216,61807,70,0,96,0,1
6042,UO59377,Arizona,1,Extended,High School or Below,2011-02-19,Retired,Suburban,Divorced,Offer1,Agent,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0,10083.48688,571.479602,11828,90,18,84,0,2
6043,SN63066,Nevada,0,Basic,Bachelor,2011-01-23,Employed,Urban,Married,Offer2,Branch,Luxury Car,Medsize,1,0,Personal Auto_L2,0,1,0,7154.094304,532.089467,28204,182,30,84,0,1
6044,DW72437,Oregon,0,Basic,Master,2011-02-21,Employed,Urban,Married,Offer3,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,2731.39917,315.353519,43386,68,13,79,0,1
6045,GE49670,Arizona,0,Premium,High School or Below,2011-02-28,Unemployed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,7429.079194,549.692452,0,101,6,43,0,9
6046,TK38409,Nevada,1,Basic,College,2011-02-25,Employed,Suburban,Divorced,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2616.613903,316.8,72302,66,6,27,0,1
6047,OD89873,Arizona,1,Basic,Bachelor,2011-02-19,Employed,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0,8044.872393,284.000172,71391,67,29,39,0,2
6048,KW41658,Arizona,0,Basic,Bachelor,2011-02-07,Employed,Suburban,Divorced,Offer4,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2534.306443,340.8,21606,71,21,22,3,1
6049,UZ35113,California,0,Extended,Bachelor,2011-01-26,Employed,Rural,Married,Offer3,Branch,SUV,Medsize,1,0,Special Auto_L2,0,0,1,10014.02955,128.535182,74489,124,11,36,0,3
6050,HO81102,Washington,0,Basic,High School or Below,2011-02-14,Employed,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,4745.181764,292.8,50549,61,2,73,0,7
6051,SM42781,Arizona,0,Basic,Bachelor,2011-02-22,Unemployed,Urban,Married,Offer1,Web,Luxury SUV,Small,1,0,Personal Auto_L2,0,1,0,14040.96476,669.037562,0,195,9,33,1,5
6052,TB40283,California,1,Extended,Bachelor,2011-02-27,Unemployed,Suburban,Divorced,Offer1,Call Center,SUV,Medsize,1,0,Corporate Auto_L2,1,0,0,14635.45158,667.2,0,139,5,56,0,2
6053,CR76145,California,1,Premium,College,2011-02-28,Unemployed,Suburban,Married,Offer1,Branch,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0,3885.456401,504.0,0,105,3,92,0,1
6054,TK45392,California,1,Basic,Bachelor,2011-01-26,Employed,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5107.163002,288.572108,35625,65,10,56,1,3
6055,JN78502,Washington,0,Basic,High School or Below,2011-01-28,Employed,Suburban,Married,Offer4,Web,SUV,Small,1,0,Special Auto_L3,0,0,1,9384.654502,556.8,25370,116,21,64,0,3
6056,KZ60207,Arizona,0,Basic,College,2011-01-16,Employed,Suburban,Married,Offer4,Agent,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0,5007.672425,297.6,51523,62,31,0,0,3
6057,ES21306,California,0,Extended,Bachelor,2011-02-01,Unemployed,Suburban,Single,Offer1,Branch,SUV,Small,0,1,Personal Auto_L3,0,1,0,8558.927723,615.562164,0,125,10,43,0,9
6058,AT29024,California,0,Basic,High School or Below,2011-01-04,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Small,1,0,Corporate Auto_L2,1,0,0,4892.628631,311.84034,27005,61,10,72,0,7
6059,NP23146,Arizona,0,Basic,College,2011-02-22,Employed,Urban,Married,Offer3,Branch,Two-Door Car,Medsize,1,0,Special Auto_L2,0,0,1,5365.93282,211.515893,62808,66,33,37,0,4
6060,SY48471,California,0,Basic,High School or Below,2011-02-22,Employed,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5163.838813,253.193647,88692,64,29,26,0,5
6061,CE69971,Oregon,0,Extended,Master,2011-02-24,Medical Leave,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,7403.447336,136.248799,19064,98,23,35,1,7
6062,GM54859,Oregon,0,Extended,High School or Below,2011-01-21,Unemployed,Suburban,Single,Offer3,Agent,Two-Door Car,Large,0,1,Personal Auto_L2,0,1,0,6051.637445,633.6,0,88,16,80,0,6
6063,WY27579,Oregon,0,Extended,Bachelor,2011-01-08,Employed,Rural,Single,Offer2,Web,Two-Door Car,Large,0,1,Personal Auto_L3,0,1,0,7229.329257,36.105928,60345,93,22,10,0,5
6064,ZT87452,Oregon,0,Extended,Bachelor,2011-02-19,Employed,Rural,Divorced,Offer2,Web,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0,3300.607083,161.231812,59592,84,8,49,0,1
6065,JM35350,California,0,Basic,College,2011-02-02,Retired,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,1,0,Special Auto_L3,0,0,1,5505.167392,413.269261,15648,73,29,68,1,5
6066,PT40521,California,1,Extended,Bachelor,2011-02-27,Retired,Suburban,Single,Offer1,Agent,SUV,Medsize,1,0,Corporate Auto_L1,1,0,0,4334.064096,590.4,23904,123,1,67,3,1
6067,TN71469,Oregon,0,Basic,College,2011-02-05,Employed,Suburban,Single,Offer2,Web,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,4349.104278,700.004018,90893,110,33,0,0,1
6068,GE26813,Arizona,0,Basic,High School or Below,2011-01-06,Unemployed,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,4882.073243,475.2,0,66,18,66,0,6
6069,LU37653,Oregon,0,Extended,College,2011-01-27,Employed,Urban,Married,Offer4,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,10114.98621,224.265232,74001,84,16,0,0,2
6070,QW40254,Oregon,0,Basic,College,2011-01-21,Employed,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5259.709581,321.6,28447,67,20,99,0,3
6071,MH76107,California,0,Basic,College,2011-01-08,Employed,Rural,Married,Offer2,Agent,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0,4013.945512,121.928014,56586,100,33,86,0,1
6072,ZH28728,Oregon,0,Premium,Bachelor,2011-01-29,Unemployed,Suburban,Married,Offer1,Call Center,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,6285.019179,825.6,0,172,5,33,0,1
6073,SF29524,Oregon,0,Basic,Doctor,2011-01-05,Retired,Suburban,Divorced,Offer3,Branch,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0,4518.782768,297.6,19186,62,10,34,0,5
6074,WZ56476,California,1,Extended,Doctor,2011-01-13,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,6265.343299,481.025786,0,84,18,25,1,4
6075,PP62909,Oregon,0,Basic,Master,2011-02-22,Unemployed,Rural,Single,Offer1,Agent,Sports Car,Medsize,1,0,Special Auto_L2,0,0,1,12168.64405,30.989755,0,109,28,96,0,2
6076,XY57950,California,0,Extended,College,2011-02-28,Unemployed,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,0,1,Special Auto_L2,0,0,1,3618.432755,475.2,0,99,0,71,0,1
6077,RA97108,Oregon,0,Extended,High School or Below,2011-01-13,Unemployed,Suburban,Single,Offer3,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,6474.826466,436.8,0,91,21,23,0,3
6078,LT57545,California,0,Basic,College,2011-01-21,Medical Leave,Rural,Married,Offer1,Web,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5575.198201,106.814987,18892,73,33,76,0,5
6079,PO26937,Oregon,0,Premium,Bachelor,2011-01-18,Employed,Rural,Married,Offer3,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,8223.164916,94.338814,95102,101,6,73,0,8
6080,GJ99406,Arizona,1,Extended,College,2011-01-28,Employed,Rural,Married,Offer2,Call Center,Two-Door Car,Small,1,0,Corporate Auto_L2,1,0,0,7462.926263,7.345946,70263,93,30,66,0,5
6081,LU86185,California,1,Extended,Master,2011-02-23,Unemployed,Suburban,Single,Offer1,Branch,Sports Car,Medsize,1,0,Corporate Auto_L2,1,0,0,9031.214859,650.52179,0,122,15,47,0,9
6082,RO82935,Nevada,0,Basic,High School or Below,2011-01-12,Medical Leave,Suburban,Married,Offer1,Web,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0,7028.940001,302.4,18120,63,34,90,4,2
6083,SC47383,Nevada,0,Basic,Bachelor,2011-02-03,Employed,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,7406.882612,71.678412,38169,62,18,82,0,2
6084,LV27997,Oregon,1,Basic,College,2011-02-03,Employed,Urban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,7582.113842,268.471802,64801,64,23,19,0,2
6085,RJ32720,Arizona,0,Extended,College,2011-02-25,Employed,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,10719.08467,501.26513,86036,90,8,20,3,2
6086,KR90607,Washington,0,Basic,College,2011-02-26,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L1,0,1,0,3721.390713,862.49778,0,101,16,59,0,1
6087,PZ95949,Arizona,1,Extended,Doctor,2011-02-01,Employed,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,3528.044252,441.6,31278,92,24,95,4,1
6088,QH60569,California,0,Extended,College,2011-01-17,Employed,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,11955.39598,133.103003,71587,99,1,74,0,2
6089,II27516,California,1,Extended,High School or Below,2011-01-07,Employed,Suburban,Married,Offer2,Call Center,Two-Door Car,Large,0,1,Personal Auto_L3,0,1,0,6366.225775,384.0,44368,80,5,72,0,3
6090,QI21338,Oregon,1,Premium,High School or Below,2011-02-14,Employed,Suburban,Married,Offer2,Call Center,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0,4669.22664,556.8,76157,116,15,80,0,1
6091,HG83893,Nevada,0,Basic,High School or Below,2011-02-11,Employed,Suburban,Married,Offer3,Agent,SUV,Medsize,1,0,Personal Auto_L2,0,1,0,9100.731403,542.4,59183,113,11,91,0,5
6092,RN66346,California,0,Basic,Master,2011-01-24,Employed,Rural,Divorced,Offer3,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,14663.19646,119.062347,91015,73,31,30,1,2
6093,RS53995,California,0,Basic,College,2011-01-17,Employed,Rural,Married,Offer2,Web,Two-Door Car,Large,0,1,Corporate Auto_L1,1,0,0,7529.863445,78.452298,52774,66,16,26,4,2
6094,TD90177,Oregon,1,Basic,College,2011-02-20,Employed,Urban,Single,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,2647.519741,300.056383,37876,69,13,15,0,1
6095,FP11025,California,0,Basic,Bachelor,2011-01-10,Employed,Urban,Married,Offer3,Branch,SUV,Large,1,0,Special Auto_L3,0,0,1,8072.245595,282.458203,57938,101,6,36,0,3
6096,SA62385,Oregon,0,Extended,High School or Below,2011-01-09,Medical Leave,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,7644.684144,523.701824,26526,99,0,86,0,3
6097,NL68893,California,0,Basic,Bachelor,2011-01-21,Employed,Rural,Married,Offer1,Call Center,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,2485.109896,91.229768,76608,62,2,2,0,1
6098,LA31975,Arizona,0,Basic,College,2011-01-14,Unemployed,Suburban,Single,Offer1,Branch,Luxury SUV,Small,0,1,Personal Auto_L3,0,1,0,13144.49101,931.2,0,194,23,34,0,7
6099,RM31359,Oregon,0,Extended,High School or Below,2011-02-28,Employed,Suburban,Married,Offer3,Agent,Four-Door Car,Small,1,0,Corporate Auto_L3,1,0,0,3129.110699,374.4,48056,78,15,92,0,1
6100,WM19996,California,0,Basic,Bachelor,2011-01-09,Employed,Urban,Divorced,Offer1,Call Center,SUV,Medsize,0,1,Corporate Auto_L3,1,0,0,8349.523082,487.273964,45428,109,2,46,1,3
6101,SU32452,Arizona,0,Extended,Bachelor,2011-01-30,Employed,Rural,Divorced,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,3241.588659,41.182611,89196,81,17,52,0,1
6102,MZ79386,California,0,Extended,Bachelor,2011-02-05,Employed,Rural,Married,Offer2,Call Center,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,6925.182046,72.86746,88893,86,5,63,0,9
6103,OY15095,Oregon,0,Extended,Bachelor,2011-01-18,Unemployed,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5098.854489,609.046345,0,97,20,9,4,7
6104,UV99893,Arizona,0,Basic,Bachelor,2011-01-30,Employed,Rural,Married,Offer2,Call Center,Two-Door Car,Small,1,0,Corporate Auto_L3,1,0,0,2885.407442,28.126402,92722,72,34,45,1,1
6105,LD48189,Nevada,1,Extended,High School or Below,2011-02-07,Employed,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5979.724161,547.2,57693,76,16,56,0,3
6106,EK13316,Arizona,0,Basic,Bachelor,2011-02-11,Employed,Suburban,Married,Offer2,Web,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0,5416.413581,343.340361,53249,67,32,10,0,3
6107,FE82005,Oregon,0,Basic,Bachelor,2011-02-16,Medical Leave,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2345.129694,302.4,26304,63,22,93,0,1
6108,BL44708,California,0,Basic,High School or Below,2011-02-07,Unemployed,Suburban,Single,Offer1,Branch,Two-Door Car,Small,1,0,Personal Auto_L2,0,1,0,12556.95366,504.0,0,70,34,10,0,2
6109,PQ65328,Oregon,0,Basic,High School or Below,2011-02-04,Employed,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2839.298304,93.951709,71460,74,11,77,5,1
6110,AA56476,Arizona,1,Basic,High School or Below,2011-02-05,Employed,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,5595.389905,340.8,74454,71,25,29,0,3
6111,BL66157,California,0,Extended,Bachelor,2011-02-11,Employed,Suburban,Married,Offer3,Web,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0,3979.718986,560.045764,96413,99,3,78,0,1
6112,SN26999,Oregon,0,Extended,High School or Below,2011-02-28,Employed,Suburban,Single,Offer2,Agent,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0,10925.82157,432.0,98542,90,1,93,0,2
6113,TS81548,Oregon,0,Basic,Master,2011-01-13,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5669.974517,336.0,43416,70,7,99,0,5
6114,DY34902,Oregon,0,Basic,High School or Below,2011-01-09,Employed,Suburban,Single,Offer2,Branch,Four-Door Car,Small,1,0,Corporate Auto_L2,1,0,0,5168.152276,307.2,81182,64,3,45,0,8
6115,SX75100,Arizona,0,Basic,Bachelor,2011-01-09,Employed,Urban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,2760.476712,290.886242,79065,69,13,24,0,1
6116,LZ98529,Arizona,0,Basic,High School or Below,2011-02-20,Retired,Suburban,Divorced,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L2,0,1,0,10382.50368,560.91624,11721,102,2,56,2,2
6117,FM10372,California,0,Extended,College,2011-02-06,Employed,Rural,Divorced,Offer4,Branch,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0,3816.408655,30.423443,82414,95,10,85,0,1
6118,QX54666,California,0,Basic,High School or Below,2011-01-19,Disabled,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,11172.49931,302.4,14533,63,4,20,0,2
6119,FR48094,Arizona,0,Basic,High School or Below,2011-02-15,Unemployed,Suburban,Single,Offer4,Branch,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,2456.816127,525.6,0,73,15,59,0,1
6120,FH61723,California,0,Basic,Bachelor,2011-01-12,Employed,Rural,Married,Offer3,Web,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,7480.713618,91.244938,52513,65,0,76,3,2
6121,QY83498,Oregon,1,Extended,College,2011-02-19,Unemployed,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2659.70565,420.041981,0,87,4,4,3,1
6122,GC81619,Oregon,1,Basic,Master,2011-01-16,Employed,Suburban,Divorced,Offer2,Branch,SUV,Medsize,1,0,Personal Auto_L1,0,1,0,4626.801093,547.2,79487,114,20,87,0,1
6123,BD84823,Oregon,1,Premium,High School or Below,2011-02-27,Employed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,12157.32992,494.4,57449,103,6,28,0,2
6124,EU78163,California,0,Basic,College,2011-02-16,Disabled,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,4792.509792,316.8,20181,66,8,66,2,3
6125,FD34314,Arizona,0,Basic,Bachelor,2011-01-19,Employed,Urban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0,2821.352024,244.401453,73339,71,0,61,0,1
6126,LX27768,Oregon,0,Basic,Bachelor,2011-01-14,Employed,Suburban,Married,Offer3,Branch,SUV,Small,1,0,Personal Auto_L2,0,1,0,4202.663699,632.244063,74057,105,12,75,1,1
6127,YB91420,Oregon,0,Basic,Bachelor,2011-02-02,Employed,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,7851.349465,316.8,32225,66,23,90,0,2
6128,QA45054,Arizona,0,Basic,High School or Below,2011-01-18,Employed,Urban,Married,Offer3,Agent,SUV,Small,1,0,Personal Auto_L2,0,1,0,8932.317753,412.106287,60909,112,8,94,0,5
6129,CO53758,California,0,Basic,High School or Below,2011-02-15,Employed,Suburban,Married,Offer4,Agent,Four-Door Car,Small,0,1,Corporate Auto_L2,1,0,0,5059.987477,305.603239,70999,63,5,70,0,3
6130,CW57656,Oregon,0,Extended,College,2011-01-10,Employed,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,11196.01927,151.572213,75457,93,0,79,0,2
6131,MR22119,Oregon,0,Basic,High School or Below,2011-01-07,Employed,Suburban,Married,Offer4,Web,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,4430.572112,537.6,24059,112,31,17,0,1
6132,DI22093,California,0,Extended,College,2011-01-09,Employed,Urban,Married,Offer1,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,10330.43794,384.695536,56480,87,13,62,0,2
6133,PQ35034,Oregon,0,Basic,College,2011-02-28,Employed,Rural,Divorced,Offer1,Branch,Two-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,9918.69966,153.489143,37586,63,29,90,0,2
6134,XB30904,Arizona,0,Basic,High School or Below,2011-02-09,Employed,Rural,Married,Offer2,Call Center,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5876.373894,97.417808,97026,73,30,66,0,3
6135,VF15321,Washington,0,Basic,College,2011-01-15,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,2734.439188,331.2,54010,69,5,89,0,1
