,Customer,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer_id,Year,Effective To Date
7104,AQ,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Large,52711,2011,2011-02-20
7105,AU,Oregon,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Large,23837,2011,2011-01-19
7106,NG,Oregon,Yes,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small,62780,2011,2011-01-18
7107,WW,Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Medsize,16329,2011,2011-02-14
7108,YN,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Small,46118,2011,2011-02-05
7109,CW,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,77053,2011,2011-02-23
7110,LX,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Special Auto,Offer2,Agent,Four-Door Car,Medsize,15904,2011,2011-01-06
7111,IN,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,26765,2011,2011-02-27
7112,WR,California,No,Premium,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Offer3,Branch,Sports Car,Medsize,55560,2011,2011-01-07
7113,JQ,Washington,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer3,Call Center,SUV,Small,70222,2011,2011-01-13
7114,LU,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Branch,Two-Door Car,Large,49168,2011,2011-02-26
7115,EN,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,97874,2011,2011-02-07
7116,IP,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,76282,2011,2011-01-29
7117,NM,Oregon,No,Basic,High School or Below,Disabled,F,Rural,Divorced,Corporate Auto,Offer1,Call Center,Sports Car,Medsize,18924,2011,2011-02-14
7118,NZ,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,SUV,Medsize,98813,2011,2011-02-11
7119,XJ,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Two-Door Car,Medsize,65608,2011,2011-02-26
7120,HI,California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,71466,2011,2011-02-25
7121,RO,Nevada,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Two-Door Car,Small,70057,2011,2011-01-20
7122,LT,Arizona,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer4,Call Center,Four-Door Car,Medsize,77960,2011,2011-01-21
7123,FO,Oregon,No,Basic,Doctor,Employed,M,Urban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,13691,2011,2011-01-30
7124,IP,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Small,87756,2011,2011-01-17
7125,YG,California,No,Basic,College,Retired,F,Suburban,Married,Corporate Auto,Offer2,Web,Two-Door Car,Small,37894,2011,2011-02-11
7126,SR,Nevada,No,Extended,Bachelor,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,24177,2011,2011-02-10
7127,BS,Washington,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Web,Luxury Car,Large,91742,2011,2011-01-23
7128,UJ,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Sports Car,Small,38473,2011,2011-01-05
7129,BP,Arizona,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,54465,2011,2011-01-14
7130,YY,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Large,12812,2011,2011-01-02
7131,HW,Oregon,No,Basic,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,61722,2011,2011-01-27
7132,CE,Oregon,No,Extended,Master,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,17855,2011,2011-01-02
7133,ZX,California,No,Extended,College,Employed,F,Rural,Single,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,50209,2011,2011-02-17
7134,CZ,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,84042,2011,2011-01-25
7135,SQ,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Small,54906,2011,2011-02-22
7136,QE,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Luxury SUV,Medsize,21030,2011,2011-02-09
7137,WP,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer1,Web,Sports Car,Medsize,60679,2011,2011-01-06
7138,BZ,Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,47770,2011,2011-01-09
7139,TS,Nevada,Yes,Extended,Master,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Sports Car,Medsize,76653,2011,2011-02-23
7140,IJ,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,28717,2011,2011-02-13
7141,XL,Oregon,Yes,Extended,College,Employed,M,Suburban,Single,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize,78013,2011,2011-01-11
7142,KN,Nevada,No,Basic,High School or Below,Retired,F,Suburban,Married,Personal Auto,Offer1,Web,SUV,Medsize,90631,2011,2011-01-16
7143,KU,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Sports Car,Medsize,59569,2011,2011-02-25
7144,IE,California,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Medsize,71278,2011,2011-02-10
7145,VY,Washington,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large,76337,2011,2011-01-20
7146,YC,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Small,77374,2011,2011-02-08
7147,FX,California,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Offer3,Web,Four-Door Car,Large,78218,2011,2011-02-12
7148,ZK,Oregon,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,11389,2011,2011-01-31
7149,MO,California,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,82744,2011,2011-01-01
7150,GG,Nevada,No,Extended,College,Employed,M,Suburban,Married,Special Auto,Offer4,Agent,Four-Door Car,Large,20671,2011,2011-01-01
7151,YC,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,53575,2011,2011-01-24
7152,ES,Oregon,No,Extended,Master,Employed,M,Rural,Divorced,Personal Auto,Offer4,Web,Four-Door Car,Medsize,82658,2011,2011-01-03
7153,SU,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer4,Call Center,Four-Door Car,Medsize,44811,2011,2011-01-19
7154,AZ,California,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,43057,2011,2011-02-20
7155,XU,Oregon,Yes,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,56756,2011,2011-01-31
7156,TM,Oregon,Yes,Extended,College,Retired,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,24806,2011,2011-02-23
7157,ZH,Oregon,No,Basic,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,18791,2011,2011-01-10
7158,CE,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,10235,2011,2011-01-31
7159,IQ,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Small,96928,2011,2011-02-27
7160,BM,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer4,Web,Two-Door Car,Medsize,55732,2011,2011-02-16
7161,PC,Nevada,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Web,Four-Door Car,Small,76141,2011,2011-01-11
7162,RV,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,98208,2011,2011-01-29
7163,LJ,California,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Web,Two-Door Car,Small,21457,2011,2011-01-28
7164,MV,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,86976,2011,2011-01-03
7165,HS,California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,13676,2011,2011-01-13
7166,OX,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,35378,2011,2011-01-08
7167,VL,Arizona,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,95438,2011,2011-01-10
7168,YU,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer3,Call Center,Two-Door Car,Medsize,32377,2011,2011-01-05
7169,QW,Washington,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Large,88350,2011,2011-02-23
7170,TM,Nevada,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,61357,2011,2011-02-15
7171,CP,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,99334,2011,2011-01-30
7172,AO,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Small,20938,2011,2011-01-12
7173,OY,Washington,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,32548,2011,2011-01-07
7174,XE,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize,36531,2011,2011-01-05
7175,SZ,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Medsize,86381,2011,2011-01-14
7176,YY,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,29772,2011,2011-01-04
7177,FG,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,SUV,Medsize,69718,2011,2011-01-10
7178,MI,Arizona,No,Premium,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Branch,SUV,Medsize,81870,2011,2011-02-04
7179,QH,Oregon,No,Basic,Doctor,Employed,M,Urban,Divorced,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,27767,2011,2011-01-26
7180,IV,Oregon,Yes,Extended,Master,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Luxury SUV,Medsize,54766,2011,2011-02-20
7181,AD,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,33653,2011,2011-01-08
7182,HU,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,54636,2011,2011-01-30
7183,CD,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,45044,2011,2011-02-03
7184,CB,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,61335,2011,2011-02-05
7185,DL,California,Yes,Basic,College,Medical Leave,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Large,53457,2011,2011-01-28
7186,YG,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,68142,2011,2011-02-11
7187,UI,Washington,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,SUV,Large,24036,2011,2011-02-19
7188,LD,Arizona,Yes,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,63324,2011,2011-01-05
7189,LB,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,29621,2011,2011-01-22
7190,XB,Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small,43625,2011,2011-01-10
7191,FI,Oregon,No,Extended,Master,Employed,F,Suburban,Married,Corporate Auto,Offer4,Web,Two-Door Car,Large,65786,2011,2011-02-01
7192,ZC,Arizona,No,Extended,Doctor,Disabled,F,Suburban,Married,Special Auto,Offer1,Branch,SUV,Small,61874,2011,2011-02-03
7193,QA,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,66968,2011,2011-01-31
7194,YQ,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,98322,2011,2011-01-04
7195,EN,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Small,27946,2011,2011-02-17
7196,GT,Arizona,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,18396,2011,2011-02-05
7197,KL,California,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small,43280,2011,2011-02-03
7198,DB,Arizona,No,Basic,Doctor,Employed,F,Urban,Divorced,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,93245,2011,2011-01-19
7199,SN,Washington,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,53710,2011,2011-01-16
7200,IB,California,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,82793,2011,2011-01-11
7201,CT,Nevada,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV,Small,74097,2011,2011-02-18
7202,HE,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Web,Four-Door Car,Medsize,20556,2011,2011-01-18
7203,RQ,Arizona,No,Basic,Doctor,Employed,F,Urban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,41621,2011,2011-02-21
7204,TB,California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,SUV,Medsize,88830,2011,2011-02-19
7205,LV,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,94312,2011,2011-02-14
7206,PT,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,Two-Door Car,Small,45842,2011,2011-02-11
7207,CV,Arizona,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,49750,2011,2011-01-03
7208,RB,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,63074,2011,2011-01-03
7209,XX,Arizona,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,73066,2011,2011-02-02
7210,VN,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,22337,2011,2011-02-07
7211,BA,California,No,Extended,High School or Below,Employed,M,Urban,Divorced,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,19651,2011,2011-01-01
7212,UX,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,18122,2011,2011-01-17
7213,HY,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Large,46017,2011,2011-02-26
7214,ZI,California,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Agent,Sports Car,Medsize,95657,2011,2011-01-18
7215,MK,Washington,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Sports Car,Medsize,93363,2011,2011-02-17
7216,UM,Washington,Yes,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Large,26324,2011,2011-01-06
7217,ZN,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Call Center,Four-Door Car,Medsize,18884,2011,2011-01-23
7218,PN,California,No,Basic,College,Employed,M,Suburban,Divorced,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,18863,2011,2011-01-11
7219,BK,California,No,Extended,High School or Below,Disabled,M,Suburban,Single,Personal Auto,Offer1,Branch,Luxury SUV,Medsize,76340,2011,2011-02-07
7220,QZ,California,No,Basic,College,Medical Leave,M,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,83992,2011,2011-02-24
7221,WE,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Offer2,Agent,Sports Car,Small,23159,2011,2011-02-22
7222,GA,Oregon,Yes,Extended,College,Employed,M,Urban,Divorced,Special Auto,Offer2,Call Center,Four-Door Car,Medsize,86186,2011,2011-01-05
7223,ZM,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Web,Luxury SUV,Large,24497,2011,2011-02-03
7224,EY,Oregon,Yes,Basic,College,Employed,M,Urban,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,97047,2011,2011-02-20
7225,NW,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,SUV,Small,14895,2011,2011-01-02
7226,KS,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small,42294,2011,2011-01-14
7227,DQ,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,50258,2011,2011-02-07
7228,XK,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,10881,2011,2011-02-10
7229,LC,Nevada,No,Extended,Master,Medical Leave,F,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Small,20778,2011,2011-02-27
7230,LH,Washington,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Branch,SUV,Small,87004,2011,2011-01-05
7231,SZ,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Web,SUV,Small,17657,2011,2011-01-18
7232,RI,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,44399,2011,2011-01-28
7233,RF,Oregon,Yes,Extended,College,Retired,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,73080,2011,2011-01-25
7234,QA,Arizona,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,69109,2011,2011-02-16
7235,FK,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,85203,2011,2011-01-07
7236,ET,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize,44462,2011,2011-02-12
7237,SK,California,No,Premium,College,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,SUV,Medsize,27185,2011,2011-01-16
7238,JW,Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,87443,2011,2011-01-09
7239,OM,Nevada,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize,37610,2011,2011-01-20
7240,TJ,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,58873,2011,2011-01-14
7241,WE,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,97690,2011,2011-02-16
7242,HH,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,99354,2011,2011-01-24
7243,UN,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer1,Web,SUV,Medsize,90060,2011,2011-01-19
7244,BR,California,Yes,Basic,Master,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Branch,SUV,Medsize,76202,2011,2011-01-16
7245,MO,California,Yes,Extended,Doctor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,48960,2011,2011-01-13
7246,QG,Oregon,No,Basic,College,Unemployed,M,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,50480,2011,2011-01-19
7247,RE,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,73564,2011,2011-02-14
7248,EN,Arizona,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,32990,2011,2011-01-04
7249,OO,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Small,97388,2011,2011-01-22
7250,JN,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Web,Luxury SUV,Medsize,66901,2011,2011-02-08
7251,UI,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,64573,2011,2011-01-23
7252,HJ,Arizona,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer4,Web,Two-Door Car,Medsize,64867,2011,2011-02-05
7253,MT,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Small,35297,2011,2011-02-11
7254,VB,Oregon,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,69838,2011,2011-01-31
7255,JR,Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,SUV,Medsize,34589,2011,2011-02-10
7256,EI,California,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Offer3,Agent,SUV,Medsize,85578,2011,2011-01-06
7257,DH,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,85144,2011,2011-01-12
7258,HC,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,31007,2011,2011-01-05
7259,MT,California,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer2,Branch,SUV,Small,58123,2011,2011-01-21
7260,GQ,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize,78238,2011,2011-02-13
7261,UO,Washington,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,44449,2011,2011-01-26
7262,VK,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Large,98618,2011,2011-02-13
7263,BG,California,Yes,Extended,College,Retired,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small,30513,2011,2011-02-01
7264,KD,Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Corporate Auto,Offer4,Agent,SUV,Small,20203,2011,2011-01-18
7265,HR,Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,26088,2011,2011-01-17
7266,XD,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Large,72019,2011,2011-02-19
7267,XD,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,SUV,Medsize,82117,2011,2011-01-18
7268,CT,Oregon,No,Extended,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Sports Car,Medsize,47738,2011,2011-01-10
7269,NY,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer4,Call Center,Two-Door Car,Medsize,30370,2011,2011-01-17
7270,EH,Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize,69733,2011,2011-01-27
7271,QV,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,89210,2011,2011-02-07
7272,QK,Oregon,Yes,Extended,Master,Retired,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,90365,2011,2011-02-17
7273,UR,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,67446,2011,2011-02-21
7274,FJ,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,76376,2011,2011-01-20
7275,ZI,California,No,Extended,Master,Unemployed,F,Rural,Married,Personal Auto,Offer1,Branch,SUV,Small,85739,2011,2011-02-25
7276,AM,Oregon,No,Basic,High School or Below,Medical Leave,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,72411,2011,2011-02-21
7277,IC,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer4,Branch,SUV,Medsize,77855,2011,2011-02-16
7278,ZM,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer3,Branch,SUV,Medsize,70632,2011,2011-01-19
7279,JM,California,No,Basic,Doctor,Employed,M,Urban,Divorced,Personal Auto,Offer3,Agent,Two-Door Car,Medsize,59803,2011,2011-01-23
7280,KG,California,No,Extended,Master,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small,84303,2011,2011-01-29
7281,OJ,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,37666,2011,2011-02-03
7282,VV,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,49688,2011,2011-01-31
7283,KH,Oregon,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Sports Car,Medsize,55886,2011,2011-02-05
7284,QZ,Nevada,No,Basic,College,Medical Leave,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,70160,2011,2011-01-18
7285,FU,Arizona,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,51754,2011,2011-01-01
